Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,152.478998,[30 82] ; [242  28],[79.7486911 32.2513089] ; [192.2513089  77.7486911],1
p2,1,0.0,52.010591,[55 60] ; [224  44],[83.77284595 31.22715405] ; [195.22715405  72.77284595],1
p7,1,0.0,39.816088,[41 73] ; [187  78],[68.58047493 45.41952507] ; [159.41952507 105.58047493],1
s8,1,0.0,37.796901,[18 95] ; [134 136],[44.845953 68.154047] ; [107.154047 162.845953],1
p8,1,0.0,34.357577,[26 87] ; [150 119],[52.06282723 60.93717277] ; [123.93717277 145.06282723],1
r4,1,0.0,33.204088,[69 46] ; [234  37],[90.27202073 24.72797927] ; [212.72797927  58.27202073],1
n6,1,0.0,29.584418,[61 52] ; [218  51],[82.53141361 30.46858639] ; [196.46858639  72.53141361],1
n5,1,0.0,28.079523,[62 51] ; [219  51],[82.90600522 30.09399478] ; [198.09399478  71.90600522],1
r3,1,0.0,27.573655,[82 32] ; [248  21],[98.22454308 15.77545692] ; [231.77545692  37.22454308],1
p4,1,0.0,26.671805,[41 73] ; [175  96],[63.95844156 50.04155844] ; [152.04155844 118.95844156],1
v4,1,1e-06,25.058585,[84 29] ; [250  19],[98.80104712 14.19895288] ; [235.19895288  33.80104712],1
p6,1,1e-06,23.544208,[17 94] ; [110 157],[37.29365079 73.70634921] ; [ 89.70634921 177.29365079],1
s7,1,5e-06,20.994949,[29 76] ; [139 118],[48.72928177 56.27071823] ; [119.27071823 137.72928177],1
s2,1,9e-06,19.792892,[34 80] ; [147 122],[53.87467363 60.12532637] ; [127.12532637 141.87467363],1
n4,1,1.7e-05,18.543675,[66 47] ; [216  55],[82.984375 30.015625] ; [199.015625  71.984375],1
p3,1,2.1e-05,18.120143,[39 75] ; [156 113],[58.04177546 55.95822454] ; [136.95822454 132.04177546],1
s6,1,2.7e-05,17.629838,[49 64] ; [175  88],[67.31914894 45.68085106] ; [156.68085106 106.31914894],1
r1,1,2.7e-05,17.617677,[66 47] ; [214  56],[82.61096606 30.38903394] ; [197.38903394  72.61096606],1
s5,1,4.2e-05,16.791763,[17 94] ; [ 96 166],[33.62734584 77.37265416] ; [ 79.37265416 182.62734584],1
v1,1,8e-05,15.567549,[37 77] ; [144 120],[54.58730159 59.41269841] ; [126.41269841 137.58730159],1
a3,1,0.00018,14.028665,[66 46] ; [210  60],[80.92146597 31.07853403] ; [195.07853403  74.92146597],1
a5,1,0.000329,12.896594,[68 47] ; [209  62],[82.52590674 32.47409326] ; [194.47409326  76.52590674],1
v2,1,0.000993,10.839723,[38 74] ; [136 123],[52.52830189 59.47169811] ; [121.47169811 137.52830189],1
s3,1,0.002313,9.282646,[48 64] ; [160 107],[61.46701847 50.53298153] ; [146.53298153 120.46701847],0
u2,1,0.003892,8.333646,[19 28] ; [41 19],[26.35514019 20.64485981] ; [33.64485981 26.35514019],0
r2,1,0.007055,7.258855,[91 21] ; [244  24],[98.73684211 13.26315789] ; [236.26315789  31.73684211],0
d4,1,0.009744,6.6811,[78 35] ; [219  51],[87.62663185 25.37336815] ; [209.37336815  60.62663185],0
d1,1,0.010512,6.546008,[49 66] ; [154 117],[60.47927461 54.52072539] ; [142.52072539 128.47927461],0
s1,1,0.011234,6.427894,[ 11 103] ; [  9 260],[  5.95300261 108.04699739] ; [ 14.04699739 254.95300261],0
p12,1,0.012353,6.259516,[  1 114] ; [ 19 250],[  5.98958333 109.01041667] ; [ 14.01041667 254.98958333],0
u3,1,0.012743,6.204463,[21 28] ; [40 20],[27.42201835 21.57798165] ; [33.57798165 26.42201835],0
p5,1,0.015639,5.843009,[  6 108] ; [ 37 231],[ 12.83246073 101.16753927] ; [ 30.16753927 237.83246073],0
n3,1,0.022364,5.217213,[27 23] ; [40 13],[32.52427184 17.47572816] ; [34.47572816 18.52427184],0
n2,1,0.02244,5.211321,[28 25] ; [40 14],[33.68224299 19.31775701] ; [34.31775701 19.68224299],0
d5,1,0.024199,5.080292,[78 36] ; [213  56],[86.61618799 27.38381201] ; [204.38381201  64.61618799],0
v3,1,0.046352,3.968749,[29 78] ; [101 165],[37.2922252 69.7077748] ; [ 92.7077748 173.2922252],0
b5,1,0.061063,3.508281,[73 42] ; [144 127],[64.65025907 50.34974093] ; [152.34974093 118.65025907],0
a4,1,0.134066,2.24478,[46 67] ; [133 138],[52.67447917 60.32552083] ; [126.32552083 144.67447917],0
a6,1,0.143929,2.135444,[64 50] ; [173  97],[70.359375 43.640625] ; [166.640625 103.359375],0
d2,1,0.172672,1.85959,[51 62] ; [143 128],[57.08854167 55.91145833] ; [136.91145833 134.08854167],0
a7,1,0.203907,1.614167,[69 45] ; [181  88],[74.41253264 39.58746736] ; [175.58746736  93.41253264],0
d3,1,0.228044,1.453022,[65 49] ; [171  98],[70.24543081 43.75456919] ; [165.75456919 103.24543081],0
u1,1,0.332917,0.937517,[ 15 100] ; [ 46 225],[18.17357513 96.82642487] ; [ 42.82642487 228.17357513],0
a1,1,0.470013,0.521945,[ 11 104] ; [ 20 251],[  9.2357513 105.7642487] ; [ 21.7642487 249.2357513],0
n1,1,0.491082,0.474156,[23 29] ; [27 26],[24.76190476 27.23809524] ; [25.23809524 27.76190476],0
a8,1,0.500588,0.45369,[11 94] ; [ 33 220],[12.90502793 92.09497207] ; [ 31.09497207 221.90502793],0
a2,1,0.579861,0.306459,[25 90] ; [ 66 205],[27.11139896 87.88860104] ; [ 63.88860104 207.11139896],0
b4,1,0.661882,0.191245,[63 52] ; [155 116],[64.94818653 50.05181347] ; [153.05181347 117.94818653],0
s4,1,0.706746,0.141549,[20 94] ; [ 43 226],[18.75195822 95.24804178] ; [ 44.24804178 224.75195822],0
b3,1,0.928768,0.007991,[23 46] ; [ 56 109],[23.29487179 45.70512821] ; [ 55.70512821 109.29487179],0
b2,1,0.928768,0.007991,[23 46] ; [ 56 109],[23.29487179 45.70512821] ; [ 55.70512821 109.29487179],0
p1,1,0.943005,0.005111,[ 10 105] ; [ 24 245],[ 10.18229167 104.81770833] ; [ 23.81770833 245.18229167],0
