Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,59.141594,[78  7] ; [40 67],[52.23958333 32.76041667] ; [65.76041667 41.23958333],1
d5,1,0.0,50.848567,[81  4] ; [51 57],[58.13471503 26.86528497] ; [73.86528497 34.13471503],1
d2,1,0.0,31.722133,[48 37] ; [19 89],[29.50777202 55.49222798] ; [37.49222798 70.50777202],1
a7,1,1.1e-05,19.371515,[73 12] ; [61 47],[59.01554404 25.98445596] ; [74.98445596 33.01554404],1
a2,1,6.9e-05,15.845135,[22 63] ; [  6 102],[12.33160622 72.66839378] ; [15.66839378 92.33160622],1
a4,1,0.000288,13.148556,[38 47] ; [22 86],[26.42487047 58.57512953] ; [33.57512953 74.42487047],1
a6,1,0.000447,12.325758,[65 20] ; [56 52],[53.29015544 31.70984456] ; [67.70984456 40.29015544],1
a5,1,0.000531,12.002221,[59 26] ; [48 60],[47.12435233 37.87564767] ; [59.87564767 48.12435233],1
u1,1,0.000862,11.102572,[14 71] ; [  3 105],[ 7.48704663 77.51295337] ; [ 9.51295337 98.48704663],1
r1,1,0.003694,8.428668,[67 17] ; [65 43],[57.75 26.25] ; [74.25 33.75],0
v2,1,0.013665,6.080895,[46 33] ; [41 62],[37.76373626 41.23626374] ; [49.23626374 53.76373626],0
a8,1,0.018017,5.594454,[ 1 77] ; [10 92],[ 4.76666667 73.23333333] ; [ 6.23333333 95.76666667],0
a3,1,0.018555,5.542981,[58 27] ; [55 52],[50.02604167 34.97395833] ; [62.97395833 44.02604167],0
u3,1,0.022076,5.239803,[20  7] ; [24 27],[15.23076923 11.76923077] ; [28.76923077 22.23076923],0
r3,1,0.032401,4.577127,[80  5] ; [91 17],[75.31088083  9.68911917] ; [95.68911917 12.31088083],0
b5,1,0.033261,4.532283,[57 28] ; [56 52],[49.76683938 35.23316062] ; [63.23316062 44.76683938],0
n2,1,0.062338,3.474063,[17 15] ; [29 10],[20.73239437 11.26760563] ; [25.26760563 13.73239437],0
a1,1,0.066431,3.369076,[ 1 84] ; [  7 101],[ 3.52331606 81.47668394] ; [  4.47668394 103.52331606],0
s5,1,0.073652,3.199702,[24 59] ; [19 87],[18.88359788 64.11640212] ; [24.11640212 81.88359788],0
r2,1,0.086679,2.934985,[76  9] ; [86 21],[71.71875 13.28125] ; [90.28125 16.71875],0
u2,1,0.099142,2.719298,[19  8] ; [26 25],[15.57692308 11.42307692] ; [29.42307692 21.57692308],0
p7,1,0.102575,2.665047,[37 45] ; [60 45],[42.53475936 39.46524064] ; [54.46524064 50.53475936],0
b3,1,0.104504,2.635425,[17 28] ; [11 38],[13.40425532 31.59574468] ; [14.59574468 34.40425532],0
b2,1,0.104504,2.635425,[17 28] ; [11 38],[13.40425532 31.59574468] ; [14.59574468 34.40425532],0
s6,1,0.108688,2.573195,[46 39] ; [45 61],[40.4973822 44.5026178] ; [50.5026178 55.4973822],0
r4,1,0.112378,2.520452,[69 16] ; [77 31],[64.30051813 20.69948187] ; [81.69948187 26.30051813],0
n5,1,0.11882,2.43281,[23 62] ; [40 66],[28.03664921 56.96335079] ; [34.96335079 71.03664921],0
n3,1,0.172409,1.86187,[18 14] ; [28 11],[20.73239437 11.26760563] ; [25.26760563 13.73239437],0
s1,1,0.176884,1.823613,[ 2 83] ; [  7 101],[ 3.96373057 81.03626943] ; [  5.03626943 102.96373057],0
v3,1,0.197193,1.663044,[23 55] ; [22 82],[19.28571429 58.71428571] ; [25.71428571 78.28571429],0
p2,1,0.213204,1.549536,[62 21] ; [71 36],[58.1 24.9] ; [74.9 32.1],0
v1,1,0.237037,1.398131,[38 43] ; [41 66],[34.03723404 46.96276596] ; [44.96276596 62.03723404],0
v4,1,0.242556,1.365678,[78  6] ; [93 13],[75.6  8.4] ; [95.4 10.6],0
s2,1,0.260383,1.266718,[33 51] ; [34 74],[29.3125 54.6875] ; [37.6875 70.3125],0
p3,1,0.26065,1.265299,[31 52] ; [32 76],[27.37696335 55.62303665] ; [35.62303665 72.37696335],0
p1,1,0.276314,1.185133,[ 2 81] ; [  6 101],[ 3.49473684 79.50526316] ; [  4.50526316 102.49473684],0
b4,1,0.297881,1.083658,[52 33] ; [58 50],[48.44559585 36.55440415] ; [61.55440415 46.44559585],0
b1,1,0.302904,1.061365,[30 55] ; [46 62],[33.47150259 51.52849741] ; [42.52849741 65.47150259],0
s3,1,0.335073,0.929193,[38 46] ; [41 66],[34.7434555 49.2565445] ; [44.2565445 62.7434555],0
p8,1,0.462684,0.539393,[39 45] ; [44 63],[36.5026178 47.4973822] ; [46.4973822 60.5026178],0
p12,1,0.466813,0.529509,[ 4 80] ; [  3 105],[ 3.0625 80.9375] ; [  3.9375 104.0625],0
p4,1,0.483218,0.491591,[38 46] ; [43 64],[35.62303665 48.37696335] ; [45.37696335 61.62303665],0
n1,1,0.540163,0.375238,[ 9 24] ; [ 8 30],[ 7.90140845 25.09859155] ; [ 9.09859155 28.90140845],0
p10,1,0.629024,0.233387,[52 31] ; [70 36],[53.57671958 29.42328042] ; [68.42328042 37.57671958],0
p6,1,0.632424,0.228788,[14 68] ; [21 85],[15.26595745 66.73404255] ; [19.73404255 86.26595745],0
s7,1,0.710992,0.137288,[20 57] ; [25 81],[18.93442623 58.06557377] ; [26.06557377 79.93442623],0
p9,1,0.742566,0.107884,[58 24] ; [78 29],[59.00529101 22.99470899] ; [76.99470899 30.00529101],0
u4,1,0.864515,0.029114,[ 1 84] ; [  1 107],[ 0.88082902 84.11917098] ; [  1.11917098 106.88082902],0
p11,1,0.877094,0.023918,[56 29] ; [70 38],[55.49222798 29.50777202] ; [70.50777202 37.49222798],0
p5,1,0.915587,0.011235,[ 5 78] ; [  6 100],[ 4.83068783 78.16931217] ; [ 6.16931217 99.83068783],0
n6,1,0.940715,0.005531,[51 33] ; [65 43],[50.75 33.25] ; [65.25 42.75],0
s8,1,0.994565,4.6e-05,[23 62] ; [29 78],[23.02083333 61.97916667] ; [28.97916667 78.02083333],0
