Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00105,10.736842,[27 11] ; [24 40],[19. 19.] ; [32. 32.],0
p8,1,0.002088,9.470279,[25 13] ; [22 42],[17.50980392 20.49019608] ; [29.49019608 34.50980392],0
s5,1,0.01544,5.865549,[12 25] ; [ 8 56],[ 7.32673267 29.67326733] ; [12.67326733 51.32673267],0
a5,1,0.016171,5.784164,[30  8] ; [36 29],[24.34951456 13.65048544] ; [41.65048544 23.34951456],0
r4,1,0.023794,5.109581,[35  3] ; [48 17],[30.62135922  7.37864078] ; [52.37864078 12.62135922],0
s8,1,0.028044,4.825333,[20 18] ; [20 45],[14.75728155 23.24271845] ; [25.24271845 39.75728155],0
p1,1,0.052654,3.754867,[ 5 33] ; [ 2 62],[ 2.60784314 35.39215686] ; [ 4.39215686 59.60784314],0
p6,1,0.06013,3.533803,[13 23] ; [12 51],[ 9.09090909 26.90909091] ; [15.90909091 47.09090909],0
r1,1,0.076545,3.136765,[31  6] ; [44 21],[27.20588235  9.79411765] ; [47.79411765 17.20588235],0
p7,1,0.076705,3.133369,[27 10] ; [33 27],[22.88659794 14.11340206] ; [37.11340206 22.88659794],0
p10,1,0.093054,2.820723,[31  7] ; [43 22],[27.30097087 10.69902913] ; [46.69902913 18.30097087],0
b1,1,0.119141,2.428577,[23 15] ; [29 36],[19.18446602 18.81553398] ; [32.81553398 32.18446602],0
v4,1,0.126351,2.336772,[37  1] ; [56  7],[34.99009901  3.00990099] ; [58.00990099  4.99009901],0
p2,1,0.152696,2.045113,[33  5] ; [48 16],[30.17647059  7.82352941] ; [50.82352941 13.17647059],0
a6,1,0.159904,1.975133,[28 10] ; [39 26],[24.7184466 13.2815534] ; [42.2815534 22.7184466],0
b4,1,0.161813,1.957203,[18 20] ; [40 25],[21.39805825 16.60194175] ; [36.60194175 28.39805825],0
p9,1,0.167959,1.901063,[32  6] ; [47 18],[29.14563107  8.85436893] ; [49.85436893 15.14563107],0
a2,1,0.175354,1.836564,[ 7 31] ; [ 6 59],[ 4.7961165 33.2038835] ; [ 8.2038835 56.7961165],0
b3,1,0.176624,1.825801,[ 9 15] ; [ 8 29],[ 6.68852459 17.31147541] ; [10.31147541 26.68852459],0
b2,1,0.176624,1.825801,[ 9 15] ; [ 8 29],[ 6.68852459 17.31147541] ; [10.31147541 26.68852459],0
v1,1,0.24215,1.368036,[20 17] ; [26 36],[17.19191919 19.80808081] ; [28.80808081 33.19191919],0
s2,1,0.254941,1.296022,[18 20] ; [23 41],[15.2745098 22.7254902] ; [25.7254902 38.2745098],0
a3,1,0.259264,1.272682,[27 11] ; [39 26],[24.34951456 13.65048544] ; [41.65048544 23.34951456],0
v3,1,0.28731,1.132183,[11 25] ; [13 49],[ 8.81632653 27.18367347] ; [15.18367347 46.81632653],0
s7,1,0.296537,1.089702,[15 20] ; [20 42],[12.62886598 22.37113402] ; [22.37113402 39.62886598],0
n5,1,0.379058,0.773755,[15 23] ; [31 33],[17.1372549 20.8627451] ; [28.8627451 35.1372549],0
