Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,119.454285,[554  80] ; [13 36],[526.32210835 107.67789165] ; [40.67789165  8.32210835],1
r3,1,0.0,113.609572,[621  14] ; [31 17],[606.17862372  28.82137628] ; [45.82137628  2.17862372],1
r2,1,0.0,98.037021,[623  10] ; [31 13],[611.49483013  21.50516987] ; [42.50516987  1.49483013],1
p10,1,4.4e-05,16.704357,[531  98] ; [28 18],[520.90518519 108.09481481] ; [38.09481481  7.90518519],1
p4,1,7.7e-05,15.62236,[409 220] ; [17 30],[396.3816568 232.6183432] ; [29.6183432 17.3816568],1
a7,1,0.000132,14.619203,[467 167] ; [23 25],[455.51319648 178.48680352] ; [34.48680352 13.51319648],1
n6,1,0.000302,13.057051,[572  62] ; [36 13],[564.3806735  69.6193265] ; [43.6193265  5.3806735],1
p11,1,0.000507,12.089906,[529 107] ; [31 18],[519.94160584 116.05839416] ; [40.05839416  8.94160584],1
p9,1,0.000655,11.613092,[543  83] ; [33 15],[534.97922849  91.02077151] ; [41.02077151  6.97922849],1
a5,1,0.00066,11.599034,[498 137] ; [28 21],[488.31871345 146.68128655] ; [37.68128655 11.31871345],1
v1,1,0.002053,9.501425,[361 260] ; [16 30],[351. 270.] ; [26. 20.],0
p7,1,0.002193,9.380539,[415 205] ; [20 25],[405.56390977 214.43609023] ; [29.43609023 15.56390977],0
s8,1,0.002904,8.866834,[306 324] ; [13 36],[295.97938144 334.02061856] ; [23.02061856 25.97938144],0
s5,1,0.004137,8.222847,[219 388] ; [ 7 39],[210.07963247 396.92036753] ; [15.92036753 30.07963247],0
s2,1,0.004272,8.16437,[338 290] ; [16 33],[328.37813885 299.62186115] ; [25.62186115 23.37813885],0
s6,1,0.004432,8.097853,[438 183] ; [25 24],[429.13880597 191.86119403] ; [33.86119403 15.13880597],0
p3,1,0.005468,7.717702,[347 284] ; [16 31],[337.83628319 293.16371681] ; [25.16371681 21.83628319],0
p8,1,0.005487,7.711401,[348 272] ; [17 31],[338.77245509 281.22754491] ; [26.22754491 21.77245509],0
u1,1,0.011723,6.352362,[134 502] ; [ 3 46],[127.2 508.8] ; [ 9.8 39.2],0
a8,1,0.012202,6.28125,[ 94 478] ; [ 1 43],[ 88.21428571 483.78571429] ; [ 6.78571429 37.21428571],0
u3,1,0.018619,5.536912,[97 67] ; [ 5 12],[92.4198895 71.5801105] ; [9.5801105 7.4198895],0
a2,1,0.022839,5.180695,[172 464] ; [ 6 43],[165.26715328 470.73284672] ; [12.73284672 36.26715328],0
d1,1,0.033924,4.498527,[396 240] ; [23 26],[389.02773723 246.97226277] ; [29.97226277 19.02773723],0
p2,1,0.040099,4.213699,[541  91] ; [35 12],[536.12960236  95.87039764] ; [39.87039764  7.12960236],0
s3,1,0.046505,3.963221,[365 259] ; [21 27],[358.42857143 265.57142857] ; [27.57142857 20.42857143],0
v3,1,0.056054,3.650463,[273 338] ; [15 34],[266.61818182 344.38181818] ; [21.38181818 27.61818182],0
d3,1,0.061001,3.509957,[443 190] ; [28 21],[437.15982405 195.84017595] ; [33.84017595 15.15982405],0
d4,1,0.069903,3.285294,[526 106] ; [35 13],[521.4 110.6] ; [39.6  8.4],0
p6,1,0.073312,3.207256,[255 368] ; [13 34],[249.2 373.8] ; [18.8 28.2],0
a3,1,0.079704,3.070934,[472 160] ; [31 18],[466.80763583 165.19236417] ; [36.19236417 12.80763583],0
b1,1,0.084505,2.976051,[245 391] ; [25 24],[250.68613139 385.31386861] ; [19.31386861 29.68613139],0
p12,1,0.087162,2.926025,[ 60 569] ; [ 1 46],[ 56.75887574 572.24112426] ; [ 4.24112426 42.75887574],0
d5,1,0.088195,2.907011,[526 107] ; [36 13],[521.62170088 111.37829912] ; [40.37829912  8.62170088],0
a1,1,0.092796,2.825193,[ 30 606] ; [ 5 44],[ 32.49635036 603.50364964] ; [ 2.50364964 46.49635036],0
v2,1,0.129077,2.303574,[356 256] ; [22 25],[351.04097117 260.95902883] ; [26.95902883 20.04097117],0
a6,1,0.134915,2.235022,[439 193] ; [29 20],[434.32599119 197.67400881] ; [33.67400881 15.32599119],0
