Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,62.373635,[133  11] ; [17 28],[114.28571429  29.71428571] ; [35.71428571  9.28571429],1
n5,1,0.000136,14.557722,[100  42] ; [18 28],[89.12765957 52.87234043] ; [28.87234043 17.12765957],1
n6,1,0.000376,12.645943,[124  19] ; [29 17],[115.76190476  27.23809524] ; [37.23809524  8.76190476],1
r4,1,0.000436,12.369492,[129  15] ; [32 15],[121.38219895  22.61780105] ; [39.61780105  7.38219895],1
r3,1,0.000621,11.711643,[142   1] ; [41  5],[138.46031746   4.53968254] ; [44.53968254  1.46031746],1
r2,1,0.001943,9.602635,[137   4] ; [39  7],[132.70588235   8.29411765] ; [43.29411765  2.70588235],0
s8,1,0.002822,8.919153,[66 78] ; [10 37],[57.29842932 86.70157068] ; [18.70157068 28.29842932],0
p11,1,0.003736,8.407935,[116  28] ; [28 19],[108.56544503  35.43455497] ; [35.43455497 11.56544503],0
p7,1,0.004898,7.916857,[84 57] ; [16 29],[75.80645161 65.19354839] ; [24.19354839 20.80645161],0
v3,1,0.028472,4.799261,[79 64] ; [16 28],[72.64705882 70.35294118] ; [22.35294118 21.64705882],0
a5,1,0.036394,4.378527,[106  38] ; [27 20],[100.27225131  43.72774869] ; [32.72774869 14.27225131],0
v4,1,0.037406,4.331824,[136   6] ; [41  6],[132.98412698   9.01587302] ; [44.01587302  2.98412698],0
s3,1,0.038574,4.279521,[81 62] ; [18 28],[74.9047619 68.0952381] ; [24.0952381 21.9047619],0
s2,1,0.042664,4.108666,[73 70] ; [16 31],[66.98421053 76.01578947] ; [22.01578947 24.98421053],0
s7,1,0.048868,3.879875,[67 73] ; [14 31],[61.2972973 78.7027027] ; [19.7027027 25.2972973],0
r1,1,0.050416,3.827577,[120  24] ; [33 14],[115.35078534  28.64921466] ; [37.64921466  9.35078534],0
p8,1,0.069857,3.286366,[51 90] ; [10 36],[45.99465241 95.00534759] ; [15.00534759 30.99465241],0
p2,1,0.07878,3.089895,[108  36] ; [29 18],[103.28795812  40.71204188] ; [33.71204188 13.28795812],0
d3,1,0.079105,3.083197,[97 47] ; [25 22],[91.97905759 52.02094241] ; [30.02094241 16.97905759],0
s6,1,0.08203,3.024223,[87 55] ; [22 25],[81.89417989 60.10582011] ; [27.10582011 19.89417989],0
u4,1,0.088239,2.906217,[  1 143] ; [ 2 45],[  2.2617801 141.7382199] ; [ 0.7382199 46.2617801],0
s4,1,0.142076,2.155329,[ 25 119] ; [ 4 43],[ 21.86387435 122.13612565] ; [ 7.13612565 39.86387435],0
u3,1,0.15229,2.049162,[22 18] ; [ 5 10],[19.63636364 20.36363636] ; [7.36363636 7.63636364],0
d5,1,0.19243,1.698911,[117  27] ; [34 13],[113.84293194  30.15706806] ; [37.15706806  9.84293194],0
s1,1,0.229885,1.441572,[  2 140] ; [ 2 44],[  3.0212766 138.9787234] ; [ 0.9787234 45.0212766],0
s5,1,0.240377,1.378382,[43 94] ; [10 35],[39.8956044 97.1043956] ; [13.1043956 31.8956044],0
n3,1,0.241909,1.369437,[22 11] ; [14  3],[23.76  9.24] ; [12.24  4.76],0
n2,1,0.282209,1.156422,[26  7] ; [11  6],[24.42  8.58] ; [12.58  4.42],0
b1,1,0.290753,1.116132,[49 95] ; [20 27],[52.02094241 91.97905759] ; [16.97905759 30.02094241],0
n4,1,0.316153,1.004794,[105  39] ; [30 16],[102.31578947  41.68421053] ; [32.68421053 13.31578947],0
b3,1,0.368686,0.80809,[32 47] ; [ 9 20],[29.99074074 49.00925926] ; [11.00925926 17.99074074],0
b2,1,0.368686,0.80809,[32 47] ; [ 9 20],[29.99074074 49.00925926] ; [11.00925926 17.99074074],0
u2,1,0.383528,0.759362,[17 22] ; [8 6],[18.39622642 20.60377358] ; [6.60377358 7.39622642],0
v1,1,0.402482,0.700899,[74 66] ; [27 18],[76.43243243 63.56756757] ; [24.56756757 20.43243243],0
a7,1,0.41286,0.67055,[106  38] ; [31 15],[103.83157895  40.16842105] ; [33.16842105 12.83157895],0
a6,1,0.440468,0.595064,[97 46] ; [29 18],[94.83157895 48.16842105] ; [31.16842105 15.83157895],0
n1,1,0.443533,0.587125,[ 7 26] ; [ 5 11],[ 8.08163265 24.91836735] ; [ 3.91836735 12.08163265],0
b5,1,0.446128,0.580471,[86 58] ; [31 16],[88.20942408 55.79057592] ; [28.79057592 18.20942408],0
a4,1,0.453408,0.562119,[61 83] ; [17 30],[58.80628272 85.19371728] ; [19.19371728 27.80628272],0
d2,1,0.462782,0.539158,[60 84] ; [22 24],[62.14736842 81.85263158] ; [19.85263158 26.14736842],0
u1,1,0.493465,0.468963,[ 21 123] ; [ 5 42],[ 19.60209424 124.39790576] ; [ 6.39790576 40.60209424],0
p12,1,0.518303,0.417268,[  6 138] ; [ 1 46],[  5.27748691 138.72251309] ; [ 1.72251309 45.27748691],0
a3,1,0.540448,0.374711,[104  39] ; [32 15],[102.35789474  40.64210526] ; [33.64210526 13.35789474],0
