Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000309,13.017857,[21 15] ; [33 93],[12. 24.] ; [42. 84.],1
p3,1,0.028954,4.77037,[ 9 26] ; [ 14 112],[ 5. 30.] ; [ 18. 108.],0
p8,1,0.037405,4.331887,[15 21] ; [30 95],[10.0621118 25.9378882] ; [34.9378882 90.0621118],0
p1,1,0.416143,0.661183,[ 3 33] ; [  6 119],[ 2.01242236 33.98757764] ; [  6.98757764 118.01242236],0
p11,1,0.536443,0.382171,[25 11] ; [94 32],[26.44444444  9.55555556] ; [92.55555556 33.44444444],0
