Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,64.054784,[31 31] ; [236  21],[51.89341693 10.10658307] ; [215.10658307  41.89341693],1
n6,1,5.8e-05,16.17659,[46 15] ; [237  18],[54.62974684  6.37025316] ; [228.37025316  26.62974684],1
p9,1,0.000445,12.331841,[48 14] ; [237  19],[55.56603774  6.43396226] ; [229.43396226  26.56603774],1
p8,1,0.001629,9.92709,[33 29] ; [188  67],[43.22397476 18.77602524] ; [177.77602524  77.22397476],0
p5,1,0.001712,9.835051,[ 3 59] ; [ 57 200],[11.66144201 50.33855799] ; [ 48.33855799 208.66144201],0
v1,1,0.001948,9.598149,[27 34] ; [167  87],[37.56825397 23.43174603] ; [156.43174603  97.56825397],0
v3,1,0.004657,8.007904,[16 46] ; [114 136],[25.83333333 36.16666667] ; [104.16666667 145.83333333],0
s3,1,0.011479,6.389538,[28 34] ; [160  95],[36.76971609 25.23028391] ; [151.23028391 103.76971609],0
p10,1,0.020661,5.355171,[47 15] ; [223  32],[52.80757098  9.19242902] ; [217.19242902  37.80757098],0
p4,1,0.026365,4.931937,[43 19] ; [210  46],[49.32704403 12.67295597] ; [203.67295597  52.32704403],0
u3,1,0.032329,4.580966,[18  4] ; [36 28],[13.81395349  8.18604651] ; [40.18604651 23.81395349],0
s4,1,0.039355,4.245471,[19 43] ; [ 47 204],[13.07348243 48.92651757] ; [ 52.92651757 198.07348243],0
r1,1,0.043764,4.065649,[45 17] ; [215  42],[50.53291536 11.46708464] ; [209.46708464  47.53291536],0
s7,1,0.050323,3.830655,[31 29] ; [160  85],[37.57377049 22.42622951] ; [153.42622951  91.57377049],0
s8,1,0.064022,3.43,[28 33] ; [151 105],[34.44479495 26.55520505] ; [144.55520505 111.44479495],0
b2,1,0.070679,3.267188,[13 26] ; [81 83],[18.0591133 20.9408867] ; [75.9408867 88.0591133],0
b3,1,0.070679,3.267188,[13 26] ; [81 83],[18.0591133 20.9408867] ; [75.9408867 88.0591133],0
p2,1,0.073436,3.204489,[51 11] ; [232  25],[55.0031348  6.9968652] ; [227.9968652  29.0031348],0
a3,1,0.073863,3.19502,[40 22] ; [193  62],[45.57097792 16.42902208] ; [187.42902208  67.57097792],0
s6,1,0.075591,3.157232,[39 21] ; [192  60],[44.42307692 15.57692308] ; [186.57692308  65.42307692],0
u2,1,0.080253,3.059774,[17  5] ; [36 28],[13.55813953  8.44186047] ; [39.44186047 24.55813953],0
