Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,169.140994,[622  12] ; [23 19],[604.9260355  29.0739645] ; [40.0739645  1.9260355],1
r1,1,0.0,113.153701,[554  82] ; [12 34],[527.82404692 108.17595308] ; [38.17595308  7.82404692],1
v4,1,0.0,81.748427,[621  16] ; [31 14],[608.97947214  28.02052786] ; [43.02052786  1.97947214],1
a7,1,8.3e-05,15.478416,[468 168] ; [22 25],[456.28111274 179.71888726] ; [33.71888726 13.28111274],1
s5,1,0.002867,8.890493,[213 394] ; [ 6 39],[203.88496933 403.11503067] ; [15.11503067 29.88496933],0
n6,1,0.00398,8.292727,[570  66] ; [34 11],[564.08810573  71.91189427] ; [39.91189427  5.08810573],0
d3,1,0.005669,7.652626,[447 188] ; [24 23],[438.54105572 196.45894428] ; [32.45894428 14.54105572],0
d1,1,0.007143,7.236596,[398 240] ; [20 27],[389.31970803 248.68029197] ; [28.68029197 18.31970803],0
p7,1,0.008674,6.888711,[416 206] ; [22 24],[407.83832335 214.16167665] ; [30.16167665 15.83832335],0
p4,1,0.010484,6.550762,[407 224] ; [21 25],[398.91875923 232.08124077] ; [29.08124077 16.91875923],0
a5,1,0.011356,6.408754,[496 141] ; [29 18],[488.9254386 148.0745614] ; [36.0745614 10.9254386],0
p10,1,0.013178,6.145,[532  99] ; [30 13],[526.14540059 104.85459941] ; [35.85459941  7.14540059],0
a6,1,0.021225,5.308203,[440 194] ; [25 22],[432.90748899 201.09251101] ; [32.09251101 14.90748899],0
p3,1,0.023775,5.110969,[343 290] ; [17 29],[335.61119293 297.38880707] ; [24.38880707 21.61119293],0
s6,1,0.02944,4.741698,[434 188] ; [25 21],[427.39221557 194.60778443] ; [31.60778443 14.39221557],0
a2,1,0.030695,4.669939,[173 465] ; [ 6 41],[166.71824818 471.28175182] ; [12.28175182 34.71824818],0
p8,1,0.038481,4.283628,[342 281] ; [18 28],[335.24663677 287.75336323] ; [24.75336323 21.24663677],0
d5,1,0.040473,4.197929,[533 102] ; [34 13],[527.92521994 107.07478006] ; [39.07478006  7.92521994],0
u3,1,0.040666,4.189864,[100  67] ; [4 9],[96.48888889 70.51111111] ; [7.51111111 5.48888889],0
u1,1,0.041308,4.163318,[133 505] ; [ 4 43],[127.6 510.4] ; [ 9.4 37.6],0
a4,1,0.047988,3.910407,[311 324] ; [16 31],[304.46480938 330.53519062] ; [22.53519062 24.46480938],0
p2,1,0.067132,3.351779,[543  91] ; [34 11],[538.75994109  95.24005891] ; [38.24005891  6.75994109],0
a8,1,0.068932,3.308267,[100 474] ; [ 3 41],[ 95.66666667 478.33333333] ; [ 7.33333333 36.66666667],0
v3,1,0.094517,2.795703,[273 341] ; [15 32],[267.52193646 346.47806354] ; [20.47806354 26.52193646],0
d2,1,0.109275,2.564673,[333 301] ; [19 28],[327.70631424 306.29368576] ; [24.29368576 22.70631424],0
s8,1,0.116239,2.467282,[304 329] ; [17 30],[298.81323529 334.18676471] ; [22.18676471 24.81323529],0
s3,1,0.122598,2.383812,[367 261] ; [21 24],[362.0564636 265.9435364] ; [25.9435364 19.0564636],0
n2,1,0.136302,2.219224,[80 27] ; [18  2],[82.56692913 24.43307087] ; [15.43307087  4.56692913],0
p6,1,0.146359,2.109796,[254 371] ; [13 31],[249.43946188 375.56053812] ; [17.56053812 26.43946188],0
v1,1,0.148623,2.086325,[360 263] ; [20 23],[355.46546547 267.53453453] ; [24.53453453 18.46546547],0
a1,1,0.220521,1.500978,[ 29 609] ; [ 4 43],[ 30.73576642 607.26423358] ; [ 2.26423358 44.73576642],0
s2,1,0.226887,1.460271,[332 298] ; [20 26],[328.04733728 301.95266272] ; [23.95266272 22.04733728],0
b2,1,0.244691,1.353363,[161 245] ; [ 8 20],[158.09677419 247.90322581] ; [10.90322581 17.09677419],0
b3,1,0.244691,1.353363,[161 245] ; [ 8 20],[158.09677419 247.90322581] ; [10.90322581 17.09677419],0
p1,1,0.25245,1.309695,[ 58 575] ; [ 2 45],[ 55.85294118 577.14705882] ; [ 4.14705882 42.85294118],0
p9,1,0.252714,1.308236,[542  87] ; [36  9],[539.40949555  89.59050445] ; [38.59050445  6.40949555],0
p11,1,0.258065,1.279108,[530 108] ; [36 11],[527.1649635 110.8350365] ; [38.8350365  8.1649635],0
p12,1,0.266033,1.237089,[ 59 571] ; [ 2 43],[ 56.93333333 573.06666667] ; [ 4.06666667 40.93333333],0
s1,1,0.280256,1.165849,[ 21 605] ; [ 3 44],[ 22.32392273 603.67607727] ; [ 1.67607727 45.32392273],0
b1,1,0.282543,1.154819,[248 390] ; [22 25],[251.47445255 386.52554745] ; [18.52554745 28.47445255],0
n5,1,0.297185,1.086785,[545  91] ; [36  9],[542.60792952  93.39207048] ; [38.39207048  6.60792952],0
p5,1,0.342912,0.899516,[ 84 546] ; [ 4 43],[ 81.89069424 548.10930576] ; [ 6.10930576 40.89069424],0
n3,1,0.373747,0.791167,[83 22] ; [14  6],[81.48 23.52] ; [15.52  4.48],0
n1,1,0.444742,0.584018,[46 58] ; [ 7 13],[44.4516129 59.5483871] ; [ 8.5483871 11.4516129],0
