Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,30.417339,[19 45] ; [101  42],[37.10144928 26.89855072] ; [82.89855072 60.10144928],1
p6,1,0.0,26.487758,[10 52] ; [78 64],[26.74509804 35.25490196] ; [61.25490196 80.74509804],1
v1,1,0.000112,14.923889,[23 40] ; [93 49],[35.64878049 27.35121951] ; [80.35121951 61.64878049],1
p7,1,0.000609,11.747298,[41 23] ; [121  21],[50.33009709 13.66990291] ; [111.66990291  30.33009709],1
n5,1,0.001157,10.55777,[37 27] ; [113  29],[46.60194175 17.39805825] ; [103.39805825  38.60194175],0
p10,1,0.00951,6.724468,[49 15] ; [128  14],[54.99029126  9.00970874] ; [122.00970874  19.99029126],0
s6,1,0.01295,6.175861,[21 42] ; [72 66],[29.14925373 33.85074627] ; [63.85074627 74.14925373],0
r1,1,0.016954,5.70113,[42 21] ; [117  26],[48.62621359 14.37378641] ; [110.37378641  32.62621359],0
n4,1,0.017232,5.672639,[40 24] ; [112  31],[46.99516908 17.00483092] ; [105.00483092  37.99516908],0
s8,1,0.028316,4.808731,[11 53] ; [45 96],[17.48292683 46.51707317] ; [ 38.51707317 102.48292683],0
u3,1,0.029738,4.724376,[ 9 17] ; [31 20],[13.50649351 12.49350649] ; [26.49350649 24.50649351],0
p9,1,0.033577,4.516094,[50 13] ; [129  14],[54.74271845  8.25728155] ; [124.25728155  18.74271845],0
a4,1,0.03724,4.339404,[19 45] ; [64 78],[25.78640777 38.21359223] ; [57.21359223 84.78640777],0
v2,1,0.044678,4.030737,[29 34] ; [85 54],[35.55445545 27.44554455] ; [78.44554455 60.55445545],0
n6,1,0.051324,3.797664,[49 15] ; [124  18],[53.74757282 10.25242718] ; [119.25242718  22.74757282],0
s5,1,0.054442,3.699088,[10 54] ; [ 39 100],[15.44827586 48.55172414] ; [ 33.55172414 105.44827586],0
b5,1,0.062557,3.468274,[45 19] ; [81 62],[38.95652174 25.04347826] ; [87.04347826 55.95652174],0
d4,1,0.083926,2.987192,[45 19] ; [116  27],[49.77777778 14.22222222] ; [111.22222222  31.77777778],0
p11,1,0.087589,2.918127,[50 14] ; [125  18],[54.10628019  9.89371981] ; [120.89371981  22.10628019],0
u2,1,0.107448,2.591362,[11 15] ; [32 20],[14.33333333 11.66666667] ; [28.66666667 23.33333333],0
s7,1,0.1232,2.376165,[13 47] ; [43 89],[17.5 42.5] ; [38.5 93.5],0
d2,1,0.135568,2.227562,[22 42] ; [65 78],[26.89855072 37.10144928] ; [60.10144928 82.89855072],0
n1,1,0.154334,2.028883,[ 4 14] ; [10 13],[ 6.14634146 11.85365854] ; [ 7.85365854 15.14634146],0
d5,1,0.166436,1.914757,[48 16] ; [119  24],[51.63285024 12.36714976] ; [115.36714976  27.63285024],0
a5,1,0.173117,1.855743,[45 19] ; [113  30],[48.85024155 15.14975845] ; [109.14975845  33.85024155],0
b4,1,0.192756,1.696427,[30 34] ; [81 62],[34.31884058 29.68115942] ; [76.68115942 66.31884058],0
p5,1,0.198706,1.651859,[ 6 58] ; [ 23 120],[ 8.96618357 55.03381643] ; [ 20.03381643 122.96618357],0
b2,1,0.199515,1.64592,[ 8 26] ; [30 54],[10.94915254 23.05084746] ; [27.05084746 56.94915254],0
b3,1,0.199515,1.64592,[ 8 26] ; [30 54],[10.94915254 23.05084746] ; [27.05084746 56.94915254],0
r2,1,0.210669,1.56682,[56  8] ; [130  10],[58.35294118  5.64705882] ; [127.64705882  12.35294118],0
u1,1,0.242653,1.365113,[ 6 58] ; [ 22 121],[ 8.65700483 55.34299517] ; [ 19.34299517 123.65700483],0
n2,1,0.280859,1.162929,[12  7] ; [18  5],[13.57142857  5.42857143] ; [16.42857143  6.57142857],0
p12,1,0.280986,1.162317,[ 2 61] ; [ 10 133],[ 3.66990291 59.33009709] ; [  8.33009709 134.66990291],0
p2,1,0.30287,1.061516,[53 11] ; [126  17],[55.34299517  8.65700483] ; [123.65700483  19.34299517],0
v3,1,0.323604,0.974326,[19 43] ; [53 87],[22.0990099 39.9009901] ; [49.9009901 90.0990099],0
b1,1,0.332861,0.937733,[18 46] ; [50 93],[21.02415459 42.97584541] ; [46.97584541 96.02415459],0
s4,1,0.346813,0.885085,[ 5 59] ; [ 17 122],[ 6.93596059 57.06403941] ; [ 15.06403941 123.93596059],0
r4,1,0.366037,0.817076,[55  9] ; [129  14],[56.88888889  7.11111111] ; [127.11111111  15.88888889],0
v4,1,0.369299,0.806024,[60  4] ; [138   5],[61.2173913  2.7826087] ; [136.7826087   6.2173913],0
d1,1,0.385381,0.753467,[33 31] ; [83 60],[35.8647343 28.1352657] ; [80.1352657 62.8647343],0
r3,1,0.426241,0.633045,[61  3] ; [132  11],[59.67149758  4.32850242] ; [133.32850242   9.67149758],0
a1,1,0.443364,0.587562,[ 1 63] ; [  5 138],[ 1.85507246 62.14492754] ; [  4.14492754 138.85507246],0
n3,1,0.490541,0.47534,[14  5] ; [14  8],[12.97560976  6.02439024] ; [15.02439024  6.97560976],0
a2,1,0.496909,0.461531,[10 54] ; [ 28 115],[11.74879227 52.25120773] ; [ 26.25120773 116.74879227],0
a3,1,0.517922,0.418029,[38 26] ; [91 51],[40.0776699 23.9223301] ; [88.9223301 53.0776699],0
s1,1,0.643591,0.214076,[ 2 61] ; [  3 140],[ 1.52912621 61.47087379] ; [  3.47087379 139.52912621],0
a7,1,0.749,0.102373,[47 17] ; [108  35],[47.92270531 16.07729469] ; [107.07729469  35.92270531],0
d3,1,0.769728,0.085691,[43 21] ; [99 44],[43.90338164 20.09661836] ; [98.09661836 44.90338164],0
p1,1,0.806109,0.060245,[ 6 58] ; [ 15 128],[ 6.49275362 57.50724638] ; [ 14.50724638 128.49275362],0
