Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000432,12.388404,[19 13] ; [ 42 112],[10.49462366 21.50537634] ; [ 50.50537634 103.49462366],1
s6,1,0.00494,7.901123,[24  8] ; [73 80],[16.77837838 15.22162162] ; [80.22162162 72.77837838],0
s5,1,0.009588,6.709824,[12 20] ; [ 26 126],[ 6.60869565 25.39130435] ; [ 31.39130435 120.60869565],0
s3,1,0.02653,4.921129,[21 12] ; [64 87],[15.24456522 17.75543478] ; [69.75543478 81.24456522],0
s7,1,0.039019,4.260046,[17 17] ; [45 99],[11.84269663 22.15730337] ; [50.15730337 93.84269663],0
v2,1,0.046192,3.974569,[ 8 25] ; [62 82],[13.05084746 19.94915254] ; [56.94915254 87.05084746],0
v3,1,0.080337,3.058073,[ 6 28] ; [ 49 100],[10.21857923 23.78142077] ; [ 44.78142077 104.21857923],0
b1,1,0.148228,2.090389,[11 24] ; [69 85],[14.81481481 20.18518519] ; [65.18518519 88.81481481],0
n6,1,0.207059,1.591869,[29  6] ; [111  42],[26.06382979  8.93617021] ; [113.93617021  39.06382979],0
a5,1,0.227465,1.456644,[14 21] ; [79 75],[17.22222222 17.77777778] ; [75.77777778 78.22222222],0
d3,1,0.245792,1.347064,[11 23] ; [ 35 118],[ 8.36363636 25.63636364] ; [ 37.63636364 115.36363636],0
n1,1,0.256347,1.288376,[ 4 10] ; [21 25],[5.83333333 8.16666667] ; [19.16666667 26.83333333],0
p6,1,0.30811,1.03876,[ 7 28] ; [ 43 108],[ 9.40860215 25.59139785] ; [ 40.59139785 110.40860215],0
a2,1,0.347946,0.880932,[ 1 34] ; [ 11 143],[ 2.22222222 32.77777778] ; [  9.77777778 144.22222222],0
u3,1,0.368123,0.809989,[11 10] ; [34 48],[ 9.17475728 11.82524272] ; [35.82524272 46.17475728],0
a3,1,0.430362,0.621845,[14 21] ; [72 80],[16.09625668 18.90374332] ; [69.90374332 82.09625668],0
p5,1,0.435099,0.609175,[ 2 33] ; [ 15 136],[ 3.19892473 31.80107527] ; [ 13.80107527 137.19892473],0
p12,1,0.447196,0.577748,[ 3 32] ; [  8 145],[ 2.04787234 32.95212766] ; [  8.95212766 144.04787234],0
p3,1,0.513354,0.427224,[12 23] ; [62 92],[13.7037037 21.2962963] ; [60.2962963 93.7037037],0
s1,1,0.540249,0.375079,[ 3 31] ; [  9 142],[ 2.20540541 31.79459459] ; [  9.79459459 141.20540541],0
p7,1,0.54595,0.364623,[21 14] ; [81 68],[19.40217391 15.59782609] ; [82.59782609 66.40217391],0
p10,1,0.554695,0.348974,[25 10] ; [98 50],[23.52459016 11.47540984] ; [99.47540984 48.52459016],0
v4,1,0.574742,0.314813,[29  5] ; [134  17],[29.95675676  4.04324324] ; [133.04324324  17.95675676],0
a4,1,0.60428,0.268588,[ 6 29] ; [ 32 120],[ 7.11229947 27.88770053] ; [ 30.88770053 121.11229947],0
r3,1,0.622374,0.242545,[30  5] ; [125  27],[29.01069519  5.98930481] ; [125.98930481  26.01069519],0
s8,1,0.625787,0.237818,[12 23] ; [ 46 107],[10.79787234 24.20212766] ; [ 47.20212766 105.79787234],0
a6,1,0.635493,0.224685,[18 17] ; [86 68],[19.25925926 15.74074074] ; [84.74074074 69.25925926],0
n2,1,0.641765,0.216441,[11  3] ; [34 13],[10.32786885  3.67213115] ; [34.67213115 12.32786885],0
p1,1,0.68136,0.168599,[ 5 30] ; [ 18 135],[ 4.28191489 30.71808511] ; [ 18.71808511 134.28191489],0
p9,1,0.703223,0.145141,[24 11] ; [107  42],[24.91847826 10.08152174] ; [106.08152174  42.91847826],0
u2,1,0.703662,0.14469,[ 8 13] ; [35 47],[ 8.76699029 12.23300971] ; [34.23300971 47.76699029],0
v1,1,0.719605,0.128871,[14 21] ; [65 85],[14.94594595 20.05405405] ; [64.05405405 85.94594595],0
d5,1,0.784372,0.074871,[15 19] ; [64 90],[14.28723404 19.71276596] ; [64.71276596 89.28723404],0
d2,1,0.851842,0.034883,[ 7 28] ; [ 33 121],[ 7.40740741 27.59259259] ; [ 32.59259259 121.40740741],0
b5,1,0.866987,0.028052,[19 16] ; [86 68],[19.44444444 15.55555556] ; [85.55555556 68.44444444],0
r1,1,0.88937,0.019349,[22 13] ; [93 58],[21.63978495 13.36021505] ; [93.36021505 57.63978495],0
