Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000216,13.686195,[17 11] ; [27 84],[ 8.86330935 19.13669065] ; [35.13669065 75.86330935],1
s6,1,0.000728,11.416706,[20  8] ; [40 71],[12.08633094 15.91366906] ; [47.91366906 63.08633094],1
p6,1,0.000899,11.025649,[13 14] ; [20 92],[ 6.41007194 20.58992806] ; [26.58992806 85.41007194],1
n4,1,0.000931,10.960746,[25  3] ; [62 50],[17.4 10.6] ; [69.6 42.4],1
a3,1,0.009555,6.715957,[19  9] ; [45 66],[12.89208633 15.10791367] ; [51.10791367 59.89208633],0
s5,1,0.010719,6.511298,[10 17] ; [17 94],[ 5.2826087 21.7173913] ; [21.7173913 89.2826087],0
a5,1,0.010944,6.474442,[18 10] ; [43 71],[12.02816901 15.97183099] ; [48.97183099 65.02816901],0
p2,1,0.014133,6.021404,[23  5] ; [65 49],[17.35211268 10.64788732] ; [70.64788732 43.35211268],0
s3,1,0.015482,5.860816,[17 10] ; [41 69],[11.43065693 15.56934307] ; [46.56934307 63.43065693],0
u3,1,0.018967,5.504581,[7 2] ; [25 43],[3.74025974 5.25974026] ; [28.25974026 39.74025974],0
a7,1,0.023868,5.104198,[21  7] ; [58 55],[15.68794326 12.31205674] ; [63.31205674 49.68794326],0
n5,1,0.031089,4.648069,[23  5] ; [67 44],[18.1294964  9.8705036] ; [71.8705036 39.1294964],0
p8,1,0.06829,3.323643,[15 13] ; [39 73],[10.8 17.2] ; [43.2 68.8],0
r2,1,0.1013,2.684956,[26  2] ; [90 23],[23.03546099  4.96453901] ; [92.96453901 20.03546099],0
u2,1,0.111951,2.526459,[6 3] ; [26 41],[3.78947368 5.21052632] ; [28.21052632 38.78947368],0
p4,1,0.114317,2.49351,[13 15] ; [34 77],[ 9.4676259 18.5323741] ; [37.5323741 73.4676259],0
p3,1,0.129505,2.298427,[12 16] ; [32 82],[ 8.67605634 19.32394366] ; [35.32394366 78.67605634],0
n1,1,0.130102,2.291283,[6 5] ; [10 24],[3.91111111 7.08888889] ; [12.08888889 21.91111111],0
n6,1,0.147313,2.099858,[22  5] ; [76 37],[18.9  8.1] ; [79.1 33.9],0
p5,1,0.152975,2.042333,[ 4 24] ; [  7 106],[ 2.18439716 25.81560284] ; [  8.81560284 104.18439716],0
r1,1,0.178207,1.812513,[20  8] ; [65 48],[16.87943262 11.12056738] ; [68.12056738 44.87943262],0
p9,1,0.235175,1.409285,[21  7] ; [70 41],[18.33093525  9.66906475] ; [72.66906475 38.33093525],0
r4,1,0.255163,1.294813,[22  6] ; [77 37],[19.52112676  8.47887324] ; [79.47887324 34.52112676],0
s4,1,0.260565,1.265751,[ 7 21] ; [18 95],[ 4.96453901 23.03546099] ; [20.03546099 92.96453901],0
p10,1,0.270124,1.216116,[19  9] ; [62 48],[16.43478261 11.56521739] ; [64.56521739 45.43478261],0
v3,1,0.299786,1.075146,[10 18] ; [29 83],[ 7.8 20.2] ; [31.2 80.8],0
d4,1,0.31229,1.020966,[16 12] ; [53 61],[13.6056338 14.3943662] ; [55.3943662 58.6056338],0
s1,1,0.320944,0.985094,[ 3 25] ; [  6 103],[ 1.83941606 26.16058394] ; [  7.16058394 101.83941606],0
a8,1,0.323208,0.975921,[ 4 23] ; [ 9 97],[ 2.63909774 24.36090226] ; [10.36090226 95.63909774],0
d3,1,0.350807,0.870535,[13 15] ; [42 72],[10.84507042 17.15492958] ; [44.15492958 69.84507042],0
d1,1,0.391723,0.733586,[ 2 26] ; [  4 110],[ 1.18309859 26.81690141] ; [  4.81690141 109.18309859],0
a1,1,0.423054,0.641815,[ 1 27] ; [  9 105],[ 1.97183099 26.02816901] ; [  8.02816901 105.97183099],0
p1,1,0.474486,0.51151,[ 4 24] ; [ 11 103],[ 2.95774648 25.04225352] ; [ 12.04225352 101.95774648],0
n2,1,0.493655,0.468551,[9 2] ; [25 10],[8.13043478 2.86956522] ; [25.86956522  9.13043478],0
b4,1,0.503052,0.448491,[14 14] ; [65 49],[15.57746479 12.42253521] ; [63.42253521 50.57746479],0
v1,1,0.506337,0.44163,[12 15] ; [42 70],[10.48920863 16.51079137] ; [43.51079137 68.48920863],0
a2,1,0.545989,0.364552,[ 2 26] ; [  5 109],[ 1.38028169 26.61971831] ; [  5.61971831 108.38028169],0
a6,1,0.558479,0.342344,[14 14] ; [64 50],[15.38028169 12.61971831] ; [62.61971831 51.38028169],0
v4,1,0.593945,0.284225,[24  4] ; [92 21],[23.03546099  4.96453901] ; [92.96453901 20.03546099],0
b1,1,0.617668,0.249159,[13 15] ; [47 67],[11.83098592 16.16901408] ; [48.16901408 65.83098592],0
d2,1,0.650517,0.205249,[ 7 21] ; [24 90],[ 6.11267606 21.88732394] ; [24.88732394 89.11267606],0
p7,1,0.66675,0.185427,[14 14] ; [50 60],[12.98550725 15.01449275] ; [51.01449275 58.98550725],0
a4,1,0.74797,0.103245,[ 6 22] ; [21 91],[ 5.4 22.6] ; [21.6 90.4],0
b2,1,0.819295,0.05219,[ 5 12] ; [21 44],[ 5.3902439 11.6097561] ; [20.6097561 44.3902439],0
b3,1,0.819295,0.05219,[ 5 12] ; [21 44],[ 5.3902439 11.6097561] ; [20.6097561 44.3902439],0
r3,1,0.830382,0.045887,[23  5] ; [90 22],[22.6  5.4] ; [90.4 21.6],0
v2,1,0.885284,0.020815,[10 18] ; [37 71],[ 9.67647059 18.32352941] ; [37.32352941 70.67647059],0
n3,1,0.89956,0.015931,[7 4] ; [23 12],[7.17391304 3.82608696] ; [22.82608696 12.17391304],0
p11,1,0.950407,0.003868,[18 10] ; [74 40],[18.14084507  9.85915493] ; [73.85915493 40.14084507],0
b5,1,0.990424,0.000144,[16 12] ; [65 49],[15.97183099 12.02816901] ; [65.02816901 48.97183099],0
