Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,98.396319,[163  19] ; [35 70],[125.56097561  56.43902439] ; [72.43902439 32.56097561],1
s7,1,0.0,37.311932,[123  58] ; [33 74],[98.04166667 82.95833333] ; [57.95833333 49.04166667],1
s5,1,8.4e-05,15.469804,[84 96] ; [25 82],[ 68.36236934 111.63763066] ; [40.63763066 66.36236934],1
s8,1,0.000545,11.954695,[105  79] ; [39 69],[90.73972603 93.26027397] ; [53.26027397 54.73972603],1
s4,1,0.003926,8.317654,[ 48 133] ; [13 94],[ 38.33680556 142.66319444] ; [22.66319444 84.33680556],0
r2,1,0.014206,6.012325,[174   8] ; [94 13],[168.77508651  13.22491349] ; [99.22491349  7.77508651],0
d1,1,0.016543,5.744208,[109  76] ; [48 60],[99.12969283 85.87030717] ; [57.87030717 50.12969283],0
s1,1,0.024819,5.036478,[ 12 168] ; [  1 105],[  8.18181818 171.81818182] ; [  4.81818182 101.18181818],0
v4,1,0.029477,4.739533,[178   5] ; [98  9],[174.16551724   8.83448276] ; [101.83448276   5.16551724],0
a3,1,0.037474,4.328718,[131  54] ; [63 44],[122.9109589  62.0890411] ; [71.0890411 35.9109589],0
a4,1,0.040007,4.2176,[ 82 103] ; [34 72],[ 73.74570447 111.25429553] ; [42.25429553 63.74570447],0
v2,1,0.091944,2.839999,[99 76] ; [48 56],[92.20430108 82.79569892] ; [54.79569892 49.20430108],0
p9,1,0.111328,2.535261,[153  27] ; [83 24],[148.01393728  31.98606272] ; [87.98606272 19.01393728],0
a2,1,0.123757,2.369118,[ 45 140] ; [18 90],[ 39.778157 145.221843] ; [23.221843 84.778157],0
r4,1,0.141707,2.159322,[168  17] ; [92 16],[164.16382253  20.83617747] ; [95.83617747 12.16382253],0
v3,1,0.150037,2.071876,[ 67 111] ; [31 75],[ 61.42253521 116.57746479] ; [36.57746479 69.42253521],0
r3,1,0.181815,1.782725,[176   7] ; [100   8],[173.56701031   9.43298969] ; [102.43298969   5.56701031],0
p10,1,0.190412,1.714429,[148  35] ; [78 27],[143.60416667  39.39583333] ; [82.39583333 22.60416667],0
n6,1,0.19371,1.68917,[155  28] ; [85 23],[150.92783505  32.07216495] ; [89.07216495 18.92783505],0
u3,1,0.227354,1.457342,[34 18] ; [24 21],[31.09278351 20.90721649] ; [26.90721649 18.09278351],0
p6,1,0.234388,1.414031,[ 54 127] ; [25 82],[ 49.64930556 131.35069444] ; [29.35069444 77.64930556],0
d2,1,0.253417,1.304366,[ 82 101] ; [41 67],[ 77.35051546 105.64948454] ; [45.64948454 62.35051546],0
u1,1,0.275276,1.190265,[ 31 154] ; [13 95],[ 27.78156997 157.21843003] ; [16.21843003 91.78156997],0
p11,1,0.311797,1.02305,[134  51] ; [84 24],[137.64505119  47.35494881] ; [80.35494881 27.64505119],0
p4,1,0.376854,0.780938,[ 82 102] ; [42 65],[ 78.40549828 105.59450172] ; [45.59450172 61.40549828],0
