Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.766471,[111  14] ; [66 38],[96.61572052 28.38427948] ; [80.38427948 23.61572052],1
p8,1,3.6e-05,17.095533,[99 25] ; [57 48],[84.47161572 39.52838428] ; [71.52838428 33.47161572],1
p4,1,0.000687,11.52478,[113  13] ; [76 29],[103.09090909  22.90909091] ; [85.90909091 19.09090909],1
p5,1,0.005633,7.664161,[35 91] ; [13 89],[26.52631579 99.47368421] ; [21.47368421 80.52631579],0
s5,1,0.011742,6.349411,[64 53] ; [38 63],[54.74311927 62.25688073] ; [47.25688073 53.74311927],0
a6,1,0.030326,4.690733,[76 49] ; [78 27],[83.69565217 41.30434783] ; [70.30434783 34.69565217],0
p1,1,0.045802,3.988875,[ 22 103] ; [ 9 96],[ 16.84782609 108.15217391] ; [14.15217391 90.84782609],0
a1,1,0.062498,3.469816,[ 11 115] ; [  3 102],[  7.63636364 118.36363636] ; [ 6.36363636 98.63636364],0
n6,1,0.075608,3.156881,[116   9] ; [89 15],[111.89956332  13.10043668] ; [93.10043668 10.89956332],0
s7,1,0.081588,3.032982,[99 23] ; [69 28],[93.5890411 28.4109589] ; [74.4109589 22.5890411],0
v1,1,0.112837,2.514024,[88 36] ; [59 38],[82.47963801 41.52036199] ; [64.52036199 32.47963801],0
s4,1,0.115903,2.471825,[28 97] ; [15 90],[ 23.36956522 101.63043478] ; [19.63043478 85.36956522],0
p12,1,0.13571,2.225944,[ 23 101] ; [12 93],[ 18.95196507 105.04803493] ; [16.04803493 88.95196507],0
v4,1,0.151306,2.059037,[121   5] ; [104   1],[122.72727273   3.27272727] ; [102.27272727   2.72727273],0
n4,1,0.174777,1.841481,[110  16] ; [84 20],[106.27826087  19.72173913] ; [87.72173913 16.27826087],0
s2,1,0.175244,1.837505,[98 28] ; [72 31],[93.5371179 32.4628821] ; [76.4628821 26.5371179],0
d4,1,0.194002,1.686959,[112  13] ; [88 17],[108.69565217  16.30434783] ; [91.30434783 13.69565217],0
b3,1,0.22909,1.446501,[47 42] ; [33 43],[43.15151515 45.84848485] ; [36.84848485 39.15151515],0
b2,1,0.22909,1.446501,[47 42] ; [33 43],[43.15151515 45.84848485] ; [36.84848485 39.15151515],0
p9,1,0.229273,1.445365,[120   5] ; [96  8],[117.90393013   7.09606987] ; [98.09606987  5.90393013],0
n5,1,0.234793,1.411588,[108  18] ; [83 21],[104.63478261  21.36521739] ; [86.36521739 17.63478261],0
d1,1,0.248435,1.332083,[95 31] ; [72 33],[91.09090909 34.90909091] ; [75.90909091 29.09090909],0
a4,1,0.248717,1.330493,[66 60] ; [47 58],[61.63636364 64.36363636] ; [51.36363636 53.63636364],0
p10,1,0.259325,1.272356,[115  10] ; [91 13],[112.44541485  12.55458515] ; [93.55458515 10.44541485],0
r3,1,0.290365,1.117926,[124   2] ; [101   4],[122.72727273   3.27272727] ; [102.27272727   2.72727273],0
b1,1,0.3101,1.030249,[60 66] ; [43 62],[56.18181818 69.81818182] ; [46.81818182 58.18181818],0
a8,1,0.334818,0.930174,[20 97] ; [12 85],[17.4953271 99.5046729] ; [14.5046729 82.4953271],0
a5,1,0.336829,0.922464,[109  17] ; [86 19],[106.36363636  19.63636364] ; [88.63636364 16.36363636],0
v3,1,0.344935,0.892004,[60 63] ; [53 43],[63.46575342 59.53424658] ; [49.53424658 46.46575342],0
p2,1,0.365207,0.819907,[115  11] ; [92 13],[112.90909091  13.09090909] ; [94.09090909 10.90909091],0
u4,1,0.386452,0.750076,[  8 118] ; [  4 101],[  6.54545455 119.45454545] ; [ 5.45454545 99.54545455],0
n1,1,0.450913,0.568356,[13 10] ; [ 9 11],[11.76744186 11.23255814] ; [10.23255814  9.76744186],0
u1,1,0.493422,0.469055,[35 91] ; [25 80],[32.72727273 93.27272727] ; [27.27272727 77.72727273],0
d3,1,0.503272,0.448029,[88 38] ; [69 36],[85.63636364 40.36363636] ; [71.36363636 33.63636364],0
