Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.482053,[31 41] ; [223  88],[47.74934726 24.25065274] ; [206.25065274 104.74934726],1
n6,1,7e-06,20.278895,[51 21] ; [282  29],[62.60052219  9.39947781] ; [270.39947781  40.60052219],1
p2,1,8e-06,19.933575,[54 19] ; [287  24],[64.82552083  8.17447917] ; [276.17447917  34.82552083],1
p6,1,1.3e-05,19.019852,[17 51] ; [168 142],[33.28042328 34.71957672] ; [151.71957672 158.28042328],1
n5,1,5.4e-05,16.303706,[43 29] ; [255  57],[55.875 16.125] ; [242.125  69.875],1
p9,1,6.3e-05,16.017112,[54 18] ; [286  26],[63.75  8.25] ; [276.25  35.75],1
s6,1,0.000129,14.662782,[40 32] ; [237  68],[52.90185676 19.09814324] ; [224.09814324  80.90185676],1
p10,1,0.000232,13.556047,[52 19] ; [279  32],[61.52094241  9.47905759] ; [269.47905759  41.52094241],1
p11,1,0.000279,13.203918,[48 25] ; [264  49],[59.00518135 13.99481865] ; [252.99481865  60.00518135],1
p5,1,0.000499,12.119411,[ 3 70] ; [ 67 243],[13.34203655 59.65796345] ; [ 56.65796345 253.34203655],1
d3,1,0.001333,10.296906,[46 27] ; [252  61],[56.35751295 16.64248705] ; [241.64248705  71.35751295],0
d1,1,0.004207,8.192204,[44 29] ; [240  73],[53.70984456 19.29015544] ; [230.29015544  82.70984456],0
r3,1,0.004973,7.889054,[65  8] ; [300  10],[69.5691906  3.4308094] ; [295.4308094  14.5691906],0
s2,1,0.005072,7.853473,[32 41] ; [191 118],[42.61518325 30.38481675] ; [180.38481675 128.61518325],0
r4,1,0.010637,6.524924,[61 12] ; [291  22],[66.56994819  6.43005181] ; [285.43005181  27.56994819],0
a7,1,0.018178,5.578945,[45 28] ; [235  77],[53.09090909 19.90909091] ; [226.90909091  85.09090909],0
d5,1,0.020316,5.384495,[61 12] ; [289  24],[66.19170984  6.80829016] ; [283.80829016  29.19170984],0
u1,1,0.024461,5.061629,[11 62] ; [ 87 226],[18.53367876 54.46632124] ; [ 79.46632124 233.53367876],0
n4,1,0.02571,4.975416,[53 19] ; [265  48],[59.47012987 12.52987013] ; [258.52987013  54.47012987],0
r1,1,0.038549,4.280644,[54 19] ; [262  49],[60.07291667 12.92708333] ; [255.92708333  55.07291667],0
s7,1,0.040112,4.213149,[34 36] ; [181 111],[41.57458564 28.42541436] ; [173.42541436 118.57458564],0
p12,1,0.044012,4.056085,[ 3 68] ; [ 39 273],[ 7.78590078 63.21409922] ; [ 34.21409922 277.78590078],0
v4,1,0.054181,3.707122,[67  6] ; [301  10],[69.95833333  3.04166667] ; [298.04166667  12.95833333],0
s5,1,0.175625,1.834263,[24 44] ; [132 166],[28.98360656 39.01639344] ; [127.01639344 170.98360656],0
r2,1,0.186743,1.743131,[71  1] ; [294  15],[68.97637795  3.02362205] ; [296.02362205  12.97637795],0
b1,1,0.204178,1.612238,[37 36] ; [133 180],[32.15025907 40.84974093] ; [137.84974093 175.15025907],0
d2,1,0.208499,1.581817,[36 36] ; [182 131],[40.76883117 31.23116883] ; [177.23116883 135.76883117],0
u2,1,0.217386,1.521544,[6 7] ; [45 25],[7.98795181 5.01204819] ; [43.01204819 26.98795181],0
a5,1,0.23072,1.436414,[56 17] ; [259  54],[59.57253886 13.42746114] ; [255.42746114  57.57253886],0
a4,1,0.237302,1.396549,[33 40] ; [165 147],[37.54285714 35.45714286] ; [160.45714286 151.54285714],0
s4,1,0.246871,1.340927,[10 63] ; [ 60 247],[13.44736842 59.55263158] ; [ 56.55263158 250.44736842],0
s3,1,0.270025,1.21662,[40 33] ; [191 118],[44.14397906 28.85602094] ; [186.85602094 122.14397906],0
n3,1,0.311096,1.026018,[12  2] ; [37 14],[10.55384615  3.44615385] ; [38.44615385 12.55384615],0
n2,1,0.311096,1.026018,[12  2] ; [37 14],[10.55384615  3.44615385] ; [38.44615385 12.55384615],0
s8,1,0.311375,1.024833,[35 38] ; [169 141],[38.88250653 34.11749347] ; [165.11749347 144.88250653],0
v1,1,0.322215,0.979934,[41 31] ; [191 111],[44.6631016 27.3368984] ; [187.3368984 114.6631016],0
a2,1,0.335669,0.926902,[18 55] ; [ 95 218],[21.37046632 51.62953368] ; [ 91.62953368 221.37046632],0
p7,1,0.356614,0.849783,[52 20] ; [239  70],[54.99212598 17.00787402] ; [236.00787402  72.99212598],0
b5,1,0.529713,0.394942,[44 29] ; [176 137],[41.60621762 31.39378238] ; [178.39378238 134.60621762],0
u3,1,0.545623,0.365217,[9 6] ; [47 22],[10.  5.] ; [46. 23.],0
p1,1,0.565362,0.330505,[10 63] ; [ 35 275],[ 8.5770235 64.4229765] ; [ 36.4229765 273.5770235],0
a3,1,0.619677,0.246321,[58 14] ; [243  69],[56.4375 15.5625] ; [244.5625  67.4375],0
a6,1,0.621531,0.243722,[48 24] ; [218  95],[49.74545455 22.25454545] ; [216.25454545  96.74545455],0
b2,1,0.625758,0.237858,[21 25] ; [ 83 116],[19.52653061 26.47346939] ; [ 84.47346939 114.52653061],0
b3,1,0.625758,0.237858,[21 25] ; [ 83 116],[19.52653061 26.47346939] ; [ 84.47346939 114.52653061],0
a1,1,0.634372,0.226178,[ 4 69] ; [ 22 291],[ 4.91709845 68.08290155] ; [ 21.08290155 291.91709845],0
n1,1,0.647265,0.209366,[7 7] ; [22 29],[6.24615385 7.75384615] ; [22.75384615 28.24615385],0
s1,1,0.70383,0.144518,[ 3 70] ; [ 10 301],[ 2.47135417 70.52864583] ; [ 10.52864583 300.47135417],0
b4,1,0.729218,0.119831,[42 31] ; [187 126],[43.30829016 29.69170984] ; [185.69170984 127.30829016],0
v2,1,0.857783,0.032111,[44 28] ; [188 114],[44.6631016 27.3368984] ; [187.3368984 114.6631016],0
v3,1,0.85798,0.032022,[33 38] ; [135 163],[32.32520325 38.67479675] ; [135.67479675 162.32520325],0
a8,1,0.978706,0.000712,[ 9 58] ; [ 37 241],[ 8.93333333 58.06666667] ; [ 37.06666667 240.93333333],0
