Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.5e-05,18.728241,[ 48 112] ; [78 65],[66.53465347 93.46534653] ; [59.46534653 83.53465347],1
p9,1,0.000854,11.119186,[126  36] ; [132  12],[136.58823529  25.41176471] ; [121.41176471  22.58823529],1
p10,1,0.001601,9.958994,[120  41] ; [126  16],[130.71287129  30.28712871] ; [115.28712871  26.71287129],0
n5,1,0.004911,7.911801,[109  52] ; [117  26],[119.69078947  41.30921053] ; [106.30921053  36.69078947],0
b5,1,0.023224,5.151674,[85 77] ; [94 50],[94.76470588 67.23529412] ; [84.23529412 59.76470588],0
p6,1,0.035885,4.402553,[69 92] ; [78 64],[78.10891089 82.89108911] ; [68.89108911 73.10891089],0
a2,1,0.053254,3.735922,[ 28 134] ; [ 38 106],[ 34.94117647 127.05882353] ; [ 31.05882353 112.94117647],0
u1,1,0.066695,3.362536,[ 22 140] ; [ 31 113],[ 28.05882353 133.94117647] ; [ 24.94117647 119.05882353],0
u3,1,0.068035,3.329796,[28 24] ; [31 12],[32.29473684 19.70526316] ; [26.70526316 16.29473684],0
a7,1,0.083184,3.001562,[113  49] ; [113  31],[119.64705882  42.35294118] ; [106.35294118  37.64705882],0
r4,1,0.084468,2.976766,[134  28] ; [129  15],[139.23529412  22.76470588] ; [123.76470588  20.23529412],0
r3,1,0.088621,2.899252,[148  13] ; [139   5],[151.49836066   9.50163934] ; [135.50163934   8.49836066],0
n2,1,0.092625,2.828153,[29 17] ; [16  3],[31.84615385 14.15384615] ; [13.15384615  5.84615385],0
a5,1,0.093763,2.808557,[116  46] ; [115  29],[122.29411765  39.70588235] ; [108.70588235  35.29411765],0
n3,1,0.117789,2.446477,[33 14] ; [16  2],[35.43076923 11.56923077] ; [13.56923077  4.43076923],0
r1,1,0.11983,2.419544,[116  45] ; [114  29],[121.80921053  39.19078947] ; [108.19078947  34.80921053],0
n4,1,0.127406,2.323832,[117  45] ; [114  29],[122.69508197  39.30491803] ; [108.30491803  34.69508197],0
n6,1,0.141974,2.156435,[131  30] ; [126  18],[135.66229508  25.33770492] ; [121.33770492  22.66229508],0
a8,1,0.155274,2.019658,[ 15 138] ; [ 20 110],[ 18.92226148 134.07773852] ; [ 16.07773852 113.92226148],0
p7,1,0.172446,1.861548,[108  52] ; [106  36],[113.37748344  46.62251656] ; [100.62251656  41.37748344],0
s3,1,0.174342,1.845204,[93 68] ; [72 72],[87.09836066 73.90163934] ; [77.90163934 66.09836066],0
n1,1,0.181549,1.784897,[16 30] ; [10  9],[18.4 27.6] ; [ 7.6 11.4],0
s5,1,0.186121,1.748057,[ 47 109] ; [52 87],[ 52.35254237 103.64745763] ; [46.64745763 92.35254237],0
s8,1,0.215335,1.535191,[64 98] ; [67 77],[69.35294118 92.64705882] ; [61.64705882 82.35294118],0
b3,1,0.234827,1.411382,[26 65] ; [37 64],[29.859375 61.140625] ; [33.140625 67.859375],0
b2,1,0.234827,1.411382,[26 65] ; [37 64],[29.859375 61.140625] ; [33.140625 67.859375],0
p11,1,0.246226,1.344589,[124  38] ; [118  26],[128.11764706  33.88235294] ; [113.88235294  30.11764706],0
a4,1,0.25466,1.297558,[71 91] ; [72 71],[75.95409836 86.04590164] ; [67.04590164 75.95409836],0
s1,1,0.29308,1.10542,[ 10 152] ; [  5 136],[  8.01980198 153.98019802] ; [  6.98019802 134.01980198],0
u2,1,0.293476,1.103606,[31 21] ; [21 22],[28.46315789 23.53684211] ; [23.53684211 19.46315789],0
r2,1,0.313737,1.014879,[144  15] ; [134   9],[146.36423841  12.63576159] ; [131.63576159  11.36423841],0
d5,1,0.350673,0.87102,[127  35] ; [119  25],[130.23529412  31.76470588] ; [115.76470588  28.23529412],0
s6,1,0.368283,0.809451,[112  48] ; [106  36],[115.49668874  44.50331126] ; [102.50331126  39.49668874],0
b4,1,0.452546,0.564267,[91 71] ; [87 57],[94.23529412 67.76470588] ; [83.76470588 60.23529412],0
v4,1,0.48341,0.49116,[151  11] ; [136   7],[152.43934426   9.56065574] ; [134.56065574   8.43934426],0
u4,1,0.494118,0.467547,[  1 161] ; [  2 142],[  1.58823529 160.41176471] ; [  1.41176471 142.58823529],0
p1,1,0.502764,0.449098,[ 16 146] ; [ 11 132],[ 14.34098361 147.65901639] ; [ 12.65901639 130.34098361],0
p3,1,0.503335,0.447898,[98 63] ; [93 51],[100.82295082  60.17704918] ; [90.17704918 53.82295082],0
a3,1,0.514691,0.424518,[108  54] ; [101  43],[110.64705882  51.35294118] ; [98.35294118 45.64705882],0
p8,1,0.524688,0.404668,[94 67] ; [88 54],[96.70627063 64.29372937] ; [85.29372937 56.70627063],0
b1,1,0.530277,0.39386,[71 91] ; [58 86],[68.29411765 93.70588235] ; [60.70588235 83.29411765],0
p5,1,0.580231,0.305862,[ 17 144] ; [ 18 125],[ 18.53618421 142.46381579] ; [ 16.46381579 126.53618421],0
s2,1,0.58318,0.301122,[81 81] ; [76 67],[83.39016393 78.60983607] ; [73.60983607 69.39016393],0
p12,1,0.607246,0.264205,[  6 156] ; [  7 136],[  6.90491803 155.09508197] ; [  6.09508197 136.90491803],0
p2,1,0.70466,0.143669,[143  18] ; [125  18],[141.93421053  19.06578947] ; [126.06578947  16.93421053],0
d2,1,0.705817,0.142491,[80 82] ; [68 76],[78.35294118 83.64705882] ; [69.64705882 74.35294118],0
s7,1,0.717132,0.131257,[79 77] ; [65 69],[77.46206897 78.53793103] ; [66.53793103 67.46206897],0
d4,1,0.721582,0.126982,[129  33] ; [117  27],[130.23529412  31.76470588] ; [115.76470588  28.23529412],0
d3,1,0.811133,0.057104,[115  47] ; [104  40],[115.94117647  46.05882353] ; [103.05882353  40.94117647],0
a6,1,0.909193,0.013009,[107  55] ; [96 48],[107.47058824  54.52941176] ; [95.52941176 48.47058824],0
s4,1,0.939234,0.005811,[ 35 124] ; [ 32 111],[ 35.27483444 123.72516556] ; [ 31.72516556 111.27483444],0
a1,1,0.946736,0.004463,[  7 155] ; [  6 138],[  6.88235294 155.11764706] ; [  6.11764706 137.88235294],0
d1,1,0.967386,0.001672,[93 69] ; [83 61],[93.17647059 68.82352941] ; [82.82352941 61.17647059],0
