Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2.6e-05,17.725288,[40 13] ; [ 2 12],[33.2238806 19.7761194] ; [8.7761194 5.2238806],1
n5,1,0.000642,11.651432,[53  1] ; [10  4],[50.02941176  3.97058824] ; [12.97058824  1.02941176],1
p8,1,0.002257,9.327846,[47  7] ; [7 7],[42.88235294 11.11764706] ; [11.11764706  2.88235294],0
p4,1,0.01268,6.213259,[50  3] ; [10  4],[47.46268657  5.53731343] ; [12.53731343  1.46268657],0
v2,1,0.019299,5.474248,[40 13] ; [6 8],[36.3880597 16.6119403] ; [9.6119403 4.3880597],0
s8,1,0.029445,4.741387,[39 14] ; [6 8],[35.59701493 17.40298507] ; [9.40298507 4.59701493],0
s7,1,0.032701,4.56134,[39 12] ; [6 7],[35.859375 15.140625] ; [9.140625 3.859375],0
n4,1,0.062046,3.481823,[51  3] ; [11  3],[49.23529412  4.76470588] ; [12.76470588  1.23529412],0
s1,1,0.062046,3.481823,[ 3 51] ; [ 3 11],[ 4.76470588 49.23529412] ; [ 1.23529412 12.76470588],0
p11,1,0.100214,2.702135,[48  6] ; [10  4],[46.05882353  7.94117647] ; [11.94117647  2.05882353],0
p2,1,0.123937,2.366851,[50  4] ; [11  3],[48.44117647  5.55882353] ; [12.55882353  1.44117647],0
r3,1,0.133729,2.248677,[52  2] ; [12  2],[50.82352941  3.17647059] ; [13.17647059  0.82352941],0
a7,1,0.201321,1.632767,[37 17] ; [12  2],[38.91176471 15.08823529] ; [10.08823529  3.91176471],0
b5,1,0.230276,1.439153,[25 29] ; [9 5],[27. 27.] ; [7. 7.],0
p3,1,0.242947,1.363411,[42 11] ; [9 5],[40.34328358 12.65671642] ; [10.65671642  3.34328358],0
u3,1,0.261651,1.26,[8 2] ; [2 2],[7.14285714 2.85714286] ; [2.85714286 1.14285714],0
p9,1,0.296412,1.090268,[53  1] ; [13  1],[52.41176471  1.58823529] ; [13.58823529  0.41176471],0
u1,1,0.312761,1.018981,[ 9 45] ; [ 4 10],[10.32352941 43.67647059] ; [ 2.67647059 11.32352941],0
r1,1,0.312761,1.018981,[45  9] ; [10  4],[43.67647059 10.32352941] ; [11.32352941  2.67647059],0
d4,1,0.323928,0.973023,[47  6] ; [11  3],[45.88059701  7.11940299] ; [12.11940299  1.88059701],0
p12,1,0.390248,0.738168,[18 36] ; [ 3 11],[16.67647059 37.32352941] ; [4.32352941 9.67647059],0
s4,1,0.402568,0.700643,[ 9 44] ; [ 1 12],[ 8.03030303 44.96969697] ; [ 1.96969697 11.03030303],0
a3,1,0.407113,0.687215,[44 10] ; [10  4],[42.88235294 11.11764706] ; [11.11764706  2.88235294],0
a1,1,0.546963,0.362787,[ 7 47] ; [ 1 13],[ 6.35294118 47.64705882] ; [ 1.64705882 12.35294118],0
b1,1,0.618888,0.247433,[23 31] ; [7 7],[23.82352941 30.17647059] ; [6.17647059 7.82352941],0
b3,1,0.621438,0.243851,[23 20] ; [4 5],[22.32692308 20.67307692] ; [4.67307692 4.32692308],0
b2,1,0.621438,0.243851,[23 20] ; [4 5],[22.32692308 20.67307692] ; [4.67307692 4.32692308],0
s2,1,0.641133,0.217264,[35 19] ; [10  4],[35.73529412 18.26470588] ; [9.26470588 4.73529412],0
d2,1,0.658528,0.195317,[30 23] ; [7 7],[29.26865672 23.73134328] ; [7.73134328 6.26865672],0
s3,1,0.672195,0.179045,[34 20] ; [9 4],[34.65671642 19.34328358] ; [8.34328358 4.65671642],0
d5,1,0.69086,0.158156,[43 10] ; [12  2],[43.50746269  9.49253731] ; [11.49253731  2.50746269],0
v3,1,0.691812,0.157131,[37 16] ; [9 5],[36.3880597 16.6119403] ; [9.6119403 4.3880597],0
a2,1,0.711219,0.137062,[10 44] ; [ 2 12],[ 9.52941176 44.47058824] ; [ 2.47058824 11.52941176],0
p1,1,0.729111,0.119929,[13 41] ; [ 4 10],[13.5 40.5] ; [ 3.5 10.5],0
b4,1,0.731949,0.117329,[32 22] ; [9 5],[32.55882353 21.44117647] ; [8.44117647 5.55882353],0
d1,1,0.762892,0.091014,[37 17] ; [9 5],[36.52941176 17.47058824] ; [9.47058824 4.52941176],0
n6,1,0.835055,0.043357,[50  3] ; [13  1],[49.8358209  3.1641791] ; [13.1641791  0.8358209],0
p10,1,0.835055,0.043357,[50  3] ; [13  1],[49.8358209  3.1641791] ; [13.1641791  0.8358209],0
u2,1,0.836813,0.042424,[8 2] ; [3 1],[7.85714286 2.14285714] ; [3.14285714 0.85714286],0
a5,1,0.841527,0.039976,[40 14] ; [10  4],[39.70588235 14.29411765] ; [10.29411765  3.70588235],0
s6,1,0.854379,0.033685,[42 10] ; [11  3],[41.75757576 10.24242424] ; [11.24242424  2.75757576],0
s5,1,0.876664,0.024087,[35 14] ; [9 4],[34.77419355 14.22580645] ; [9.22580645 3.77419355],0
n1,1,0.886508,0.02037,[5 4] ; [1 1],[4.90909091 4.09090909] ; [1.09090909 0.90909091],0
n3,1,0.886508,0.02037,[5 4] ; [1 1],[4.90909091 4.09090909] ; [1.09090909 0.90909091],0
d3,1,0.906375,0.013833,[37 16] ; [10  4],[37.17910448 15.82089552] ; [9.82089552 4.17910448],0
a4,1,0.915113,0.011362,[24 30] ; [6 8],[23.82352941 30.17647059] ; [6.17647059 7.82352941],0
a6,1,0.927545,0.008269,[31 22] ; [8 6],[30.85074627 22.14925373] ; [8.14925373 5.85074627],0
r2,1,0.959166,0.002622,[49  4] ; [13  1],[49.04477612  3.95522388] ; [12.95522388  1.04477612],0
r4,1,0.97304,0.001142,[50  4] ; [13  1],[50.02941176  3.97058824] ; [12.97058824  1.02941176],0
