Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,65.942239,[157  80] ; [ 47 133],[115.94244604 121.05755396] ; [88.05755396 91.94244604],1
p2,1,0.0,46.49969,[221  19] ; [118  62],[193.71428571  46.28571429] ; [145.28571429  34.71428571],1
p3,1,0.0,36.808989,[143  99] ; [ 52 126],[112.35714286 129.64285714] ; [82.64285714 95.35714286],1
p4,1,0.0,35.541989,[169  72] ; [ 74 106],[139.10451306 101.89548694] ; [103.89548694  76.10451306],1
p6,1,0.0,32.333054,[ 94 145] ; [ 25 154],[ 68.04066986 170.95933014] ; [ 50.95933014 128.04066986],1
p10,1,6.4e-05,15.978888,[201  39] ; [120  59],[183.86634845  56.13365155] ; [137.13365155  41.86634845],1
r4,1,0.000428,12.404603,[222  21] ; [143  37],[209.68085106  33.31914894] ; [155.31914894  24.68085106],1
p9,1,0.001994,9.554866,[206  35] ; [129  47],[193.60911271  47.39088729] ; [141.39088729  34.60911271],0
p11,1,0.009692,6.690694,[201  42] ; [130  50],[190.14893617  52.85106383] ; [140.85106383  39.14893617],0
s8,1,0.016871,5.709725,[100 142] ; [ 54 126],[ 88.31279621 153.68720379] ; [ 65.68720379 114.31279621],0
n3,1,0.022802,5.183533,[36  8] ; [36 23],[30.75728155 13.24271845] ; [41.24271845 17.75728155],0
a8,1,0.023182,5.154822,[ 38 176] ; [ 16 151],[ 30.33070866 183.66929134] ; [ 23.66929134 143.33070866],0
v4,1,0.027661,4.849087,[230  13] ; [159  20],[223.99763033  19.00236967] ; [165.00236967  13.99763033],0
r1,1,0.047934,3.912285,[204  38] ; [138  42],[196.12322275  45.87677725] ; [145.87677725  34.12322275],0
v2,1,0.051239,3.800443,[139  95] ; [87 88],[129.3007335 104.6992665] ; [96.6992665 78.3007335],0
r3,1,0.067311,3.347403,[231  12] ; [162  17],[226.30094787  16.69905213] ; [166.69905213  12.30094787],0
n6,1,0.069073,3.304906,[200  42] ; [135  44],[192.56532067  49.43467933] ; [142.43467933  36.56532067],0
s7,1,0.085432,2.958412,[108 125] ; [ 63 104],[ 99.6075 133.3925] ; [71.3925 95.6075],0
s6,1,0.086758,2.933522,[142 100] ; [90 89],[133.35866983 108.64133017] ; [98.64133017 80.35866983],0
b1,1,0.090861,2.859058,[109 134] ; [ 66 114],[100.53191489 142.46808511] ; [ 74.46808511 105.53191489],0
b5,1,0.092179,2.835897,[156  87] ; [101  79],[147.63829787  95.36170213] ; [109.36170213  70.63829787],0
v3,1,0.092809,2.824955,[ 95 137] ; [ 56 115],[ 86.9280397 145.0719603] ; [ 64.0719603 106.9280397],0
d5,1,0.108492,2.576045,[209  33] ; [145  35],[203.00473934  38.99526066] ; [150.99526066  29.00473934],0
v1,1,0.131237,2.277814,[129 111] ; [79 92],[121.45985401 118.54014599] ; [86.54014599 84.45985401],0
s3,1,0.15495,2.022835,[116 124] ; [ 74 105],[108.83054893 131.16945107] ; [81.16945107 97.83054893],0
a3,1,0.187053,1.74068,[195  48] ; [134  45],[189.4478673  53.5521327] ; [139.5521327  39.4478673],0
p12,1,0.229251,1.445501,[ 16 225] ; [  7 171],[ 13.22911695 227.77088305] ; [  9.77088305 168.22911695],0
d3,1,0.269623,1.218664,[176  66] ; [122  58],[170.89099526  71.10900474] ; [127.10900474  52.89099526],0
