Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,47.814933,[45 20] ; [22 99],[23.41397849 41.58602151] ; [43.58602151 77.41397849],1
s3,1,0.0,47.199472,[52 13] ; [32 86],[29.83606557 35.16393443] ; [54.16393443 63.83606557],1
s6,1,0.0,39.373886,[50 14] ; [36 85],[29.75135135 34.24864865] ; [56.24864865 64.75135135],1
s7,1,0.0,32.992878,[43 19] ; [28 85],[25.15428571 36.84571429] ; [45.84571429 67.15428571],1
p4,1,0.006103,7.519774,[37 28] ; [42 75],[28.21428571 36.78571429] ; [50.78571429 66.21428571],0
p3,1,0.009495,6.727188,[31 34] ; [34 85],[22.96195652 42.03804348] ; [42.03804348 76.96195652],0
a3,1,0.013175,6.145507,[49 16] ; [69 52],[41.23655914 23.76344086] ; [76.76344086 44.23655914],0
r3,1,0.014218,6.010853,[59  6] ; [92 29],[52.7688172 12.2311828] ; [98.2311828 22.7688172],0
p10,1,0.014838,5.935655,[49 16] ; [67 50],[41.42857143 23.57142857] ; [74.57142857 42.42857143],0
p7,1,0.04978,3.84884,[39 24] ; [55 63],[32.71823204 30.28176796] ; [61.28176796 56.71823204],0
p6,1,0.053975,3.713457,[20 43] ; [22 94],[14.78212291 48.21787709] ; [27.21787709 88.78212291],0
b4,1,0.058518,3.578908,[26 39] ; [66 55],[32.15053763 32.84946237] ; [59.84946237 61.15053763],0
v2,1,0.066928,3.35681,[31 30] ; [42 73],[25.30113636 35.69886364] ; [47.69886364 67.30113636],0
v1,1,0.068321,3.322905,[33 30] ; [46 74],[27.19672131 35.80327869] ; [51.80327869 68.19672131],0
d4,1,0.07584,3.151868,[47 18] ; [71 49],[41.45945946 23.54054054] ; [76.54054054 43.45945946],0
v3,1,0.088492,2.901592,[27 35] ; [36 81],[21.82122905 40.17877095] ; [41.17877095 75.82122905],0
d5,1,0.103203,2.655335,[45 20] ; [69 52],[39.83870968 25.16129032] ; [74.16129032 46.83870968],0
s4,1,0.114776,2.487191,[11 54] ; [ 11 110],[ 7.68817204 57.31182796] ; [ 14.31182796 106.68817204],0
d1,1,0.119756,2.420511,[29 36] ; [40 81],[24.11290323 40.88709677] ; [44.88709677 76.11290323],0
r1,1,0.126751,2.331854,[44 21] ; [68 53],[39.13978495 25.86021505] ; [72.86021505 48.13978495],0
b5,1,0.131605,2.27347,[29 36] ; [68 53],[33.89784946 31.10215054] ; [63.10215054 57.89784946],0
a5,1,0.153792,2.034228,[43 22] ; [67 54],[38.44086022 26.55913978] ; [71.55913978 49.44086022],0
u3,1,0.159248,1.981352,[8 8] ; [16 36],[ 5.64705882 10.35294118] ; [18.35294118 33.64705882],0
n1,1,0.17111,1.873193,[9 8] ; [16 31],[ 6.640625 10.359375] ; [18.359375 28.640625],0
