Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5.8e-05,16.152146,[66 67] ; [25 79],[51.06751055 81.93248945] ; [39.93248945 64.06751055],1
p2,1,0.412253,0.672295,[92 41] ; [68 38],[89.0376569 43.9623431] ; [70.9623431 35.0376569],0
b5,1,0.413755,0.667984,[81 52] ; [59 47],[77.90794979 55.09205021] ; [62.09205021 43.90794979],0
n6,1,0.414427,0.666066,[91 40] ; [78 27],[93.80932203 37.19067797] ; [75.19067797 29.80932203],0
a2,1,0.469508,0.523134,[  7 126] ; [ 8 98],[  8.34728033 124.65271967] ; [ 6.65271967 99.34728033],0
v4,1,0.481463,0.495547,[115  16] ; [88 16],[113.16170213  17.83829787] ; [89.83829787 14.16170213],0
a6,1,0.487332,0.482412,[75 58] ; [55 51],[72.34309623 60.65690377] ; [57.65690377 48.34309623],0
v1,1,0.543066,0.369887,[59 70] ; [43 60],[56.71551724 72.28448276] ; [45.28448276 57.71551724],0
p7,1,0.551627,0.354411,[55 75] ; [40 64],[52.77777778 77.22222222] ; [42.22222222 61.77777778],0
b1,1,0.555681,0.347238,[59 74] ; [43 63],[56.76150628 76.23849372] ; [45.23849372 60.76150628],0
s3,1,0.62153,0.243723,[60 71] ; [51 53],[61.87659574 69.12340426] ; [49.12340426 54.87659574],0
s2,1,0.629425,0.232841,[51 81] ; [37 67],[49.22033898 82.77966102] ; [38.77966102 65.22033898],0
s8,1,0.64007,0.218651,[35 97] ; [31 75],[36.60504202 95.39495798] ; [29.39495798 76.60504202],0
n1,1,0.641505,0.216779,[12 25] ; [15 25],[12.97402597 24.02597403] ; [14.02597403 25.97402597],0
s4,1,0.657955,0.196017,[ 22 110] ; [20 86],[ 23.29411765 108.70588235] ; [18.70588235 87.29411765],0
p11,1,0.660082,0.193424,[84 49] ; [64 42],[82.35983264 50.64016736] ; [65.64016736 40.35983264],0
p1,1,0.671661,0.179665,[  7 125] ; [ 7 99],[  7.76470588 124.23529412] ; [ 6.23529412 99.76470588],0
p5,1,0.722531,0.126081,[  5 127] ; [  5 101],[  5.54621849 126.45378151] ; [  4.45378151 101.54621849],0
r2,1,0.744731,0.106012,[113  18] ; [89 16],[112.12711864  18.87288136] ; [89.87288136 15.12711864],0
a8,1,0.771402,0.084414,[ 19 111] ; [13 85],[ 18.24561404 111.75438596] ; [13.75438596 84.24561404],0
p3,1,0.784902,0.074495,[38 95] ; [32 74],[38.9539749 94.0460251] ; [31.0460251 74.9539749],0
s6,1,0.816243,0.054,[68 64] ; [53 53],[67.1092437 64.8907563] ; [53.8907563 52.1092437],0
p6,1,0.864788,0.028996,[ 24 108] ; [20 85],[ 24.50632911 107.49367089] ; [19.49367089 85.50632911],0
n4,1,0.880594,0.022565,[87 46] ; [69 35],[87.5443038 45.4556962] ; [68.4556962 35.5443038],0
p12,1,0.927641,0.008247,[  4 128] ; [  3 103],[  3.88235294 128.11764706] ; [  3.11764706 102.88235294],0
n2,1,0.941518,0.005382,[29  9] ; [31 10],[28.86075949  9.13924051] ; [31.13924051  9.86075949],0
