Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5.8e-05,16.152146,[66 67] ; [25 79],[51.06751055 81.93248945] ; [39.93248945 64.06751055],1
n5,1,0.00458,8.038417,[75 56] ; [78 26],[85.2893617 45.7106383] ; [67.7106383 36.2893617],0
s5,1,0.004728,7.980721,[37 91] ; [14 90],[28.13793103 99.86206897] ; [22.86206897 81.13793103],0
d2,1,0.012872,6.186636,[ 17 115] ; [27 79],[ 24.40336134 107.59663866] ; [19.59663866 86.40336134],0
a7,1,0.014569,5.967847,[85 48] ; [50 54],[75.75949367 57.24050633] ; [59.24050633 44.75949367],0
r3,1,0.024666,5.047207,[119  13] ; [83 21],[112.98305085  19.01694915] ; [89.01694915 14.98305085],0
r1,1,0.046818,3.951916,[94 39] ; [60 43],[86.78813559 46.21186441] ; [67.21186441 35.78813559],0
p4,1,0.047944,3.911962,[36 95] ; [42 64],[43.11392405 87.88607595] ; [34.88607595 71.11392405],0
v2,1,0.066573,3.365559,[58 71] ; [33 67],[51.26200873 77.73799127] ; [39.73799127 60.26200873],0
u2,1,0.069538,3.293889,[28 20] ; [20 30],[23.51020408 24.48979592] ; [24.48979592 25.51020408],0
p9,1,0.104619,2.633685,[94 38] ; [63 40],[88.18723404 43.81276596] ; [68.81276596 34.18723404],0
d5,1,0.128369,2.312115,[79 54] ; [52 53],[73.20588235 59.79411765] ; [57.79411765 47.20588235],0
a4,1,0.141916,2.157059,[39 94] ; [22 83],[34.08823529 98.91176471] ; [26.91176471 78.08823529],0
b4,1,0.162045,1.955039,[81 52] ; [55 51],[75.68200837 57.31799163] ; [60.31799163 45.68200837],0
u1,1,0.173134,1.855598,[  7 126] ; [  2 104],[  5.0083682 127.9916318] ; [  3.9916318 102.0083682],0
r4,1,0.194038,1.686691,[105  28] ; [76 30],[100.72384937  32.27615063] ; [80.27615063 25.72384937],0
a3,1,0.213703,1.546162,[81 51] ; [56 49],[76.30379747 55.69620253] ; [60.69620253 44.30379747],0
p10,1,0.241259,1.37322,[85 47] ; [58 44],[80.66666667 51.33333333] ; [62.33333333 39.66666667],0
a5,1,0.271603,1.208633,[71 62] ; [49 57],[66.77824268 66.22175732] ; [53.22175732 52.77824268],0
u3,1,0.27478,1.192728,[29 22] ; [23 27],[26.25742574 24.74257426] ; [25.74257426 24.25742574],0
s1,1,0.296653,1.08918,[  5 126] ; [ 7 95],[  6.74678112 124.25321888] ; [ 5.25321888 96.74678112],0
v3,1,0.333536,0.935118,[40 89] ; [26 77],[36.69827586 92.30172414] ; [29.30172414 73.69827586],0
s7,1,0.350004,0.873444,[45 83] ; [29 70],[41.72687225 86.27312775] ; [32.27312775 66.72687225],0
a1,1,0.374943,0.787219,[ 10 123] ; [  5 101],[  8.34728033 124.65271967] ; [ 6.65271967 99.34728033],0
n3,1,0.402308,0.701417,[26 12] ; [30  9],[27.63636364 10.36363636] ; [28.36363636 10.63636364],0
b2,1,0.409906,0.679073,[27 44] ; [21 46],[24.69565217 46.30434783] ; [23.30434783 43.69565217],0
b3,1,0.409906,0.679073,[27 44] ; [21 46],[24.69565217 46.30434783] ; [23.30434783 43.69565217],0
