Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,89.58866,[ 54 206] ; [211 147],[111.48867314 148.51132686] ; [153.51132686 204.48867314],1
v1,1,0.0,57.881779,[ 94 164] ; [240 116],[140.34527687 117.65472313] ; [193.65472313 162.34527687],1
r1,1,0.000174,14.094691,[187  75] ; [306  59],[206.00637959  55.99362041] ; [286.99362041  78.00637959],1
d1,1,0.000332,12.880356,[133 131] ; [236 129],[154.87440382 109.12559618] ; [214.12559618 150.87440382],1
a5,1,0.000379,12.632447,[173  91] ; [285  79],[192.53503185  71.46496815] ; [265.46496815  98.53503185],1
r3,1,0.000807,11.224096,[241  22] ; [354   9],[249.97603834  13.02396166] ; [345.02396166  17.97603834],1
p3,1,0.00103,10.773613,[112 150] ; [204 160],[132.25559105 129.74440895] ; [183.74440895 180.25559105],0
p7,1,0.001536,10.034799,[146 113] ; [245 111],[164.66504065  94.33495935] ; [226.33495935 129.66504065],0
p10,1,0.001587,9.975147,[195  63] ; [309  52],[210.06785137  47.93214863] ; [293.93214863  67.06785137],0
a3,1,0.001983,9.564858,[168  93] ; [275  88],[185.29326923  75.70673077] ; [257.70673077 105.29326923],0
d4,1,0.002227,9.352561,[201  62] ; [312  51],[215.52555911  47.47444089] ; [297.47444089  65.52555911],0
s8,1,0.002555,9.100649,[ 97 165] ; [178 184],[115.46474359 146.53525641] ; [159.53525641 202.46474359],0
d3,1,0.003069,8.76628,[158 106] ; [259 105],[175.29936306  88.70063694] ; [241.70063694 122.29936306],0
s7,1,0.004449,8.090994,[107 146] ; [186 158],[124.16917923 128.83082077] ; [168.83082077 175.16917923],0
p11,1,0.004821,7.945574,[199  65] ; [308  57],[212.79491256  51.20508744] ; [294.20508744  70.79491256],0
a2,1,0.005015,7.874143,[ 47 217] ; [100 265],[ 61.69793323 202.30206677] ; [ 85.30206677 279.69793323],0
d5,1,0.005976,7.5576,[198  65] ; [307  58],[211.4888535  51.5111465] ; [293.5111465  71.4888535],0
