Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000215,13.696543,[ 8 74] ; [12 18],[14.64285714 67.35714286] ; [ 5.35714286 24.64285714],1
s8,1,0.012601,6.224287,[ 7 75] ; [ 8 22],[10.98214286 71.01785714] ; [ 4.01785714 25.98214286],0
p7,1,0.052213,3.768941,[27 55] ; [15 13],[31.30909091 50.69090909] ; [10.69090909 17.30909091],0
n4,1,0.110608,2.545515,[52 30] ; [14 16],[48.32142857 33.67857143] ; [17.67857143 12.32142857],0
p11,1,0.121561,2.397088,[49 33] ; [13 17],[45.39285714 36.60714286] ; [16.60714286 13.39285714],0
s1,1,0.171119,1.873117,[ 3 79] ; [ 3 26],[ 4.43243243 77.56756757] ; [ 1.56756757 27.43243243],0
u1,1,0.212234,1.55612,[ 5 77] ; [ 4 26],[ 6.58928571 75.41071429] ; [ 2.41071429 27.58928571],0
p3,1,0.221909,1.491981,[21 60] ; [11 18],[23.56363636 57.43636364] ; [ 8.43636364 20.56363636],0
s5,1,0.250153,1.322449,[ 6 75] ; [ 4 23],[ 7.5 73.5] ; [ 2.5 24.5],0
a6,1,0.304393,1.05485,[43 39] ; [19 11],[45.39285714 36.60714286] ; [16.60714286 13.39285714],0
v1,1,0.310494,1.028571,[18 62] ; [ 9 19],[20. 60.] ; [ 7. 21.],0
p2,1,0.325879,0.965205,[44 36] ; [19 10],[46.23853211 33.76146789] ; [16.76146789 12.23853211],0
r4,1,0.355519,0.853659,[33 49] ; [15 15],[35.14285714 46.85714286] ; [12.85714286 17.14285714],0
n2,1,0.361282,0.833432,[19 12] ; [7 2],[20.15 10.85] ; [5.85 3.15],0
n3,1,0.361282,0.833432,[19 12] ; [7 2],[20.15 10.85] ; [5.85 3.15],0
n6,1,0.364531,0.822222,[56 25] ; [18 12],[54. 27.] ; [20. 10.],0
s7,1,0.394737,0.7243,[13 64] ; [ 7 22],[14.52830189 62.47169811] ; [ 5.47169811 23.52830189],0
p4,1,0.435907,0.607034,[26 55] ; [12 18],[27.72972973 53.27027027] ; [10.27027027 19.72972973],0
b4,1,0.459721,0.546574,[40 42] ; [17 13],[41.73214286 40.26785714] ; [15.26785714 14.73214286],0
d5,1,0.467507,0.527862,[52 29] ; [17 13],[50.35135135 30.64864865] ; [18.64864865 11.35135135],0
n5,1,0.486541,0.484166,[55 27] ; [18 12],[53.44642857 28.55357143] ; [19.55357143 10.44642857],0
v3,1,0.490983,0.47437,[16 66] ; [ 4 25],[14.77477477 67.22522523] ; [ 5.22522523 23.77477477],0
p8,1,0.493743,0.468359,[25 56] ; [ 7 22],[23.56363636 57.43636364] ; [ 8.43636364 20.56363636],0
s4,1,0.523671,0.406658,[12 70] ; [ 3 27],[10.98214286 71.01785714] ; [ 4.01785714 25.98214286],0
r2,1,0.528066,0.398112,[58 22] ; [22  6],[59.25925926 20.74074074] ; [20.74074074  7.25925926],0
b2,1,0.565445,0.330364,[22 25] ; [ 7 11],[20.96923077 26.03076923] ; [8.03076923 9.96923077],0
b3,1,0.565445,0.330364,[22 25] ; [ 7 11],[20.96923077 26.03076923] ; [8.03076923 9.96923077],0
v4,1,0.596608,0.280143,[58 24] ; [22  7],[59.0990991 22.9009009] ; [20.9009009  8.0990991],0
u3,1,0.602348,0.271469,[11 25] ; [5 8],[11.75510204 24.24489796] ; [4.24489796 8.75510204],0
p5,1,0.611304,0.258281,[ 5 77] ; [ 1 27],[ 4.47272727 77.52727273] ; [ 1.52727273 26.47272727],0
