Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000293,13.116664,[20  5] ; [11 23],[13.13559322 11.86440678] ; [17.86440678 16.13559322],1
n4,1,0.001499,10.08,[24  1] ; [21 14],[18.75  6.25] ; [26.25  8.75],0
r1,1,0.010165,6.605714,[23  2] ; [22 13],[18.75  6.25] ; [26.25  8.75],0
n5,1,0.017629,5.632653,[23  2] ; [23 12],[19.16666667  5.83333333] ; [26.83333333  8.16666667],0
s4,1,0.049535,3.857143,[ 2 23] ; [10 25],[ 5. 20.] ; [ 7. 28.],0
p1,1,0.049929,3.843833,[ 9 16] ; [ 5 30],[ 5.83333333 19.16666667] ; [ 8.16666667 26.83333333],0
p5,1,0.096304,2.765714,[ 9 16] ; [ 6 29],[ 6.25 18.75] ; [ 8.75 26.25],0
r4,1,0.117948,2.444359,[24  1] ; [29  6],[22.08333333  2.91666667] ; [30.91666667  4.08333333],0
v3,1,0.12365,2.370472,[12 13] ; [10 25],[ 9.16666667 15.83333333] ; [12.83333333 22.16666667],0
a3,1,0.161601,1.959184,[16  9] ; [16 19],[13.33333333 11.66666667] ; [18.66666667 16.33333333],0
s8,1,0.170019,1.882776,[13 12] ; [12 23],[10.41666667 14.58333333] ; [14.58333333 20.41666667],0
n6,1,0.19936,1.647059,[23  2] ; [28  7],[21.25  3.75] ; [29.75  5.25],0
b4,1,0.236289,1.402597,[16  9] ; [17 18],[13.75 11.25] ; [19.25 15.75],0
s6,1,0.244604,1.35386,[17  8] ; [18 16],[14.83050847 10.16949153] ; [20.16949153 13.83050847],0
b1,1,0.315205,1.00874,[14 11] ; [15 20],[12.08333333 12.91666667] ; [16.91666667 18.08333333],0
p4,1,0.336668,0.923077,[18  7] ; [21 14],[16.25  8.75] ; [22.75 12.25],0
u3,1,0.338939,0.91444,[6 3] ; [ 9 10],[4.82142857 4.17857143] ; [10.17857143  8.82142857],0
a2,1,0.367521,0.81203,[ 2 23] ; [ 1 34],[ 1.25 23.75] ; [ 1.75 33.25],0
p11,1,0.367869,0.810849,[21  4] ; [26  9],[19.58333333  5.41666667] ; [27.41666667  7.58333333],0
p10,1,0.368518,0.808657,[19  5] ; [24 11],[17.49152542  6.50847458] ; [25.50847458  9.49152542],0
b5,1,0.393788,0.727212,[17  8] ; [20 15],[15.41666667  9.58333333] ; [21.58333333 13.41666667],0
d3,1,0.400353,0.707265,[12 13] ; [13 22],[10.41666667 14.58333333] ; [14.58333333 20.41666667],0
p9,1,0.449692,0.571429,[20  5] ; [25 10],[18.75  6.25] ; [26.25  8.75],0
u2,1,0.48338,0.491228,[6 3] ; [10  9],[5.14285714 3.85714286] ; [10.85714286  8.14285714],0
n3,1,0.490153,0.47619,[1 1] ; [6 2],[1.4 0.6] ; [5.6 2.4],0
b2,1,0.502335,0.45,[9 9] ; [ 7 11],[ 8. 10.] ; [ 8. 10.],0
b3,1,0.502335,0.45,[9 9] ; [ 7 11],[ 8. 10.] ; [ 8. 10.],0
a5,1,0.510569,0.4329,[15 10] ; [18 17],[13.75 11.25] ; [19.25 15.75],0
s2,1,0.588522,0.292659,[12 12] ; [20 15],[13.01694915 10.98305085] ; [18.98305085 16.01694915],0
p8,1,0.594247,0.28376,[17  8] ; [26  9],[17.91666667  7.08333333] ; [25.08333333  9.91666667],0
a6,1,0.680517,0.169545,[17  8] ; [22 13],[16.25  8.75] ; [22.75 12.25],0
a7,1,0.693012,0.155844,[19  6] ; [25 10],[18.33333333  6.66666667] ; [25.66666667  9.33333333],0
s7,1,0.708299,0.139982,[14  9] ; [19 15],[13.31578947  9.68421053] ; [19.68421053 14.31578947],0
d2,1,0.7108,0.13748,[ 6 19] ; [ 7 28],[ 5.41666667 19.58333333] ; [ 7.58333333 27.41666667],0
r3,1,0.726393,0.122449,[23  2] ; [33  2],[23.33333333  1.66666667] ; [32.66666667  2.33333333],0
p12,1,0.777959,0.079512,[ 5 20] ; [ 6 29],[ 4.58333333 20.41666667] ; [ 6.41666667 28.58333333],0
a8,1,0.785023,0.074409,[ 4 19] ; [ 5 29],[ 3.63157895 19.36842105] ; [ 5.36842105 28.63157895],0
s1,1,0.790384,0.070656,[ 1 23] ; [ 2 33],[ 1.22033898 22.77966102] ; [ 1.77966102 33.22033898],0
a4,1,0.80269,0.062434,[ 4 20] ; [ 5 30],[ 3.66101695 20.33898305] ; [ 5.33898305 29.66101695],0
s3,1,0.846634,0.037409,[15  9] ; [21 14],[14.6440678  9.3559322] ; [21.3559322 13.6440678],0
p7,1,0.891334,0.018664,[21  4] ; [29  5],[21.18644068  3.81355932] ; [28.81355932  5.18644068],0
d4,1,0.895308,0.017316,[11 14] ; [16 19],[11.25 13.75] ; [15.75 19.25],0
p3,1,0.929818,0.007757,[14 11] ; [20 15],[14.16666667 10.83333333] ; [19.83333333 15.16666667],0
s5,1,0.935064,0.006638,[ 8 16] ; [11 21],[ 8.14285714 15.85714286] ; [10.85714286 21.14285714],0
v4,1,0.937069,0.006234,[23  2] ; [32  3],[22.91666667  2.08333333] ; [32.08333333  2.91666667],0
p2,1,1.0,0.0,[20  5] ; [28  7],[20.  5.] ; [28.  7.],0
