Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,73.271442,[110  16] ; [ 5 31],[89.44444444 36.55555556] ; [25.55555556 10.44444444],1
p11,1,1.9e-05,18.289709,[99 27] ; [15 21],[88.66666667 37.33333333] ; [25.33333333 10.66666667],1
r4,1,2.3e-05,17.920006,[114  12] ; [22 14],[105.77777778  20.22222222] ; [30.22222222  5.77777778],1
p2,1,0.000234,13.533974,[99 27] ; [17 19],[90.22222222 35.77777778] ; [25.77777778 10.22222222],1
n5,1,0.001555,10.012561,[88 37] ; [15 21],[79.9689441 45.0310559] ; [23.0310559 12.9689441],0
r2,1,0.001766,9.777857,[121   5] ; [29  7],[116.66666667   9.33333333] ; [33.33333333  2.66666667],0
v4,1,0.004874,7.925636,[118   8] ; [28  8],[113.55555556  12.44444444] ; [32.44444444  3.55555556],0
s2,1,0.006394,7.435802,[66 59] ; [ 9 25],[58.96226415 66.03773585] ; [16.03773585 17.96226415],0
s8,1,0.019228,5.480651,[52 73] ; [ 7 28],[46.09375 78.90625] ; [12.90625 22.09375],0
r3,1,0.020234,5.391558,[123   3] ; [31  4],[120.52173913   5.47826087] ; [33.47826087  1.52173913],0
n6,1,0.020309,5.385165,[106  20] ; [24 12],[101.11111111  24.88888889] ; [28.88888889  7.11111111],0
s3,1,0.022767,5.18623,[67 59] ; [11 24],[61.04347826 64.95652174] ; [16.95652174 18.04347826],0
n4,1,0.04524,4.009665,[95 31] ; [21 15],[90.22222222 35.77777778] ; [25.77777778 10.22222222],0
s7,1,0.052402,3.762896,[54 66] ; [ 9 25],[49.09090909 70.90909091] ; [13.90909091 20.09090909],0
a5,1,0.055434,3.66899,[100  26] ; [23 13],[95.66666667 30.33333333] ; [27.33333333  8.66666667],0
s6,1,0.070377,3.274205,[85 40] ; [18 17],[80.46875 44.53125] ; [22.53125 12.46875],0
d4,1,0.084335,2.979305,[104  22] ; [33  2],[107.2173913  18.7826087] ; [29.7826087  5.2173913],0
b1,1,0.089001,2.892356,[37 89] ; [16 20],[41.22222222 84.77777778] ; [11.77777778 24.22222222],0
r1,1,0.089747,2.8789,[103  22] ; [25 11],[99.37888199 25.62111801] ; [28.62111801  7.37888199],0
v1,1,0.109988,2.554393,[72 49] ; [16 20],[67.82165605 53.17834395] ; [20.17834395 15.82165605],0
p6,1,0.112617,2.51711,[ 26 100] ; [ 3 31],[ 22.8375 103.1625] ; [ 6.1625 27.8375],0
p3,1,0.130224,2.289827,[46 80] ; [ 8 27],[42.26086957 83.73913043] ; [11.73913043 23.26086957],0
b4,1,0.244841,1.352505,[74 52] ; [25 11],[77. 49.] ; [22. 14.],0
