Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,45.208987,[45 68] ; [194  61],[73.38858696 39.61141304] ; [165.61141304  89.38858696],1
d3,1,0.0,44.010421,[49 64] ; [200  55],[76.45923913 36.54076087] ; [172.54076087  82.45923913],1
d4,1,2.2e-05,17.995591,[76 37] ; [220  35],[90.89130435 22.10869565] ; [205.10869565  49.89130435],1
p2,1,0.000239,13.497461,[77 34] ; [218  36],[89.71232877 21.28767123] ; [205.28767123  48.71232877],1
b5,1,0.000356,12.748967,[55 58] ; [174  81],[70.31793478 42.68206522] ; [158.68206522  96.31793478],1
a2,1,0.000513,12.069386,[  8 105] ; [ 56 199],[19.65217391 93.34782609] ; [ 44.34782609 210.65217391],1
u1,1,0.001567,9.99815,[  4 109] ; [ 38 217],[ 12.89673913 100.10326087] ; [ 29.10326087 225.89673913],0
d1,1,0.002823,8.918386,[47 66] ; [149 106],[60.18478261 52.81521739] ; [135.81521739 119.18478261],0
r3,1,0.004773,7.963433,[102  10] ; [247   6],[107.09041096   4.90958904] ; [241.90958904  11.09041096],0
p8,1,0.005152,7.825131,[34 77] ; [115 133],[46.06963788 64.93036212] ; [102.93036212 145.06963788],0
r1,1,0.006619,7.373536,[76 37] ; [204  50],[86.21253406 26.78746594] ; [193.78746594  60.21253406],0
p10,1,0.008424,6.940982,[78 33] ; [208  44],[87.45454545 23.54545455] ; [198.54545455  53.45454545],0
b1,1,0.011615,6.368753,[44 69] ; [ 66 189],[33.77717391 79.22282609] ; [ 76.22282609 178.77717391],0
r4,1,0.01167,6.360339,[90 23] ; [228  27],[97.64673913 15.35326087] ; [220.35326087  34.64673913],0
v2,1,0.013252,6.135198,[45 62] ; [136 105],[55.65229885 51.34770115] ; [125.34770115 115.65229885],0
a5,1,0.017659,5.629622,[65 48] ; [179  76],[74.92391304 38.07608696] ; [169.07608696  85.92391304],0
p9,1,0.02545,4.992987,[85 27] ; [213  36],[92.45429363 19.54570637] ; [205.54570637  43.45429363],0
u3,1,0.025474,4.991355,[17 24] ; [52 31],[22.81451613 18.18548387] ; [46.18548387 36.81451613],0
d5,1,0.027873,4.83592,[77 36] ; [201  54],[85.36413043 27.63586957] ; [192.63586957  62.36413043],0
a8,1,0.060638,3.51985,[10 95] ; [ 41 195],[15.70381232 89.29618768] ; [ 35.29618768 200.70381232],0
s6,1,0.109656,2.559173,[61 50] ; [159  90],[67.83333333 43.16666667] ; [152.16666667  96.83333333],0
v4,1,0.133895,2.246759,[100  11] ; [237  14],[103.33425414   7.66574586] ; [233.66574586  17.33425414],0
p4,1,0.182834,1.77444,[37 74] ; [103 150],[42.69230769 68.30769231] ; [ 97.30769231 155.69230769],0
n6,1,0.235594,1.406763,[88 24] ; [211  41],[92. 20.] ; [207.  45.],0
n1,1,0.278962,1.172139,[17 22] ; [19 39],[14.4742268 24.5257732] ; [21.5257732 36.4742268],0
s8,1,0.299372,1.07699,[36 76] ; [ 96 158],[40.39344262 71.60655738] ; [ 91.60655738 162.39344262],0
a4,1,0.303346,1.059426,[49 63] ; [ 97 158],[44.55585831 67.44414169] ; [101.44414169 153.55585831],0
b2,1,0.304266,1.055403,[27 43] ; [ 46 100],[23.65740741 46.34259259] ; [49.34259259 96.65740741],0
b3,1,0.304266,1.055403,[27 43] ; [ 46 100],[23.65740741 46.34259259] ; [49.34259259 96.65740741],0
n2,1,0.329507,0.950835,[33  7] ; [43 15],[31.02040816  8.97959184] ; [44.97959184 13.02040816],0
n4,1,0.338051,0.917808,[77 35] ; [187  67],[80.78688525 31.21311475] ; [183.21311475  70.78688525],0
v3,1,0.362155,0.830406,[31 78] ; [ 81 162],[34.68181818 74.31818182] ; [ 77.31818182 165.68181818],0
r2,1,0.379664,0.771789,[99 12] ; [231  20],[101.1878453   9.8121547] ; [228.8121547  22.1878453],0
s2,1,0.399654,0.709366,[46 65] ; [116 135],[49.67403315 61.32596685] ; [112.32596685 138.67403315],0
d2,1,0.402952,0.699499,[52 61] ; [105 149],[48.34059946 64.65940054] ; [108.65940054 145.34059946],0
u2,1,0.446778,0.578813,[21 19] ; [49 33],[22.95081967 17.04918033] ; [47.04918033 34.95081967],0
u4,1,0.45223,0.565058,[  1 112] ; [  5 250],[  1.8423913 111.1576087] ; [  4.1576087 250.8423913],0
a3,1,0.484508,0.4887,[72 41] ; [172  83],[74.92391304 38.07608696] ; [169.07608696  85.92391304],0
n3,1,0.528946,0.396416,[30  9] ; [42 17],[28.65306122 10.34693878] ; [43.34693878 15.65306122],0
n5,1,0.530713,0.393027,[81 30] ; [175  76],[78.49723757 32.50276243] ; [177.50276243  73.49723757],0
b4,1,0.577939,0.309578,[67 46] ; [159  96],[69.39673913 43.60326087] ; [156.60326087  98.39673913],0
p1,1,0.678867,0.171404,[  6 106] ; [ 11 241],[  5.23076923 106.76923077] ; [ 11.76923077 240.23076923],0
a1,1,0.679628,0.170545,[  4 109] ; [  7 248],[  3.37771739 109.62228261] ; [  7.62228261 247.37771739],0
s5,1,0.68971,0.1594,[30 79] ; [ 63 184],[28.4747191 80.5252809] ; [ 64.5252809 182.4747191],0
p6,1,0.732602,0.116736,[29 80] ; [ 63 190],[27.70165746 81.29834254] ; [ 64.29834254 188.70165746],0
p12,1,0.793117,0.068783,[  7 105] ; [ 14 238],[  6.46153846 105.53846154] ; [ 14.53846154 237.46153846],0
s1,1,0.853378,0.034155,[  3 106] ; [  6 242],[  2.74789916 106.25210084] ; [  6.25210084 241.74789916],0
p7,1,0.871973,0.02597,[58 51] ; [126 115],[57.30285714 51.69714286] ; [126.69714286 114.30285714],0
v1,1,0.873693,0.025271,[52 59] ; [117 128],[52.69382022 58.30617978] ; [116.30617978 128.69382022],0
p5,1,0.894574,0.017561,[  6 104] ; [ 13 241],[  5.74175824 104.25824176] ; [ 13.25824176 240.74175824],0
s4,1,0.899197,0.016047,[17 94] ; [ 37 213],[16.60387812 94.39612188] ; [ 37.39612188 212.60387812],0
s3,1,0.961664,0.00231,[57 54] ; [127 119],[57.21008403 53.78991597] ; [126.78991597 119.21008403],0
s7,1,0.968229,0.001586,[42 66] ; [ 97 151],[42.16853933 65.83146067] ; [ 96.83146067 151.16853933],0
