Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,225.510153,[513  43] ; [24 62],[465.06542056  90.93457944] ; [71.93457944 14.06542056],1
p11,1,0.0,38.633416,[470  89] ; [49 39],[448.40958269 110.59041731] ; [70.59041731 17.40958269],1
p2,1,0.0,30.65135,[483  72] ; [56 32],[465.23328149  89.76671851] ; [73.76671851 14.23328149],1
n6,1,0.0,28.647582,[487  67] ; [58 30],[470.29595016  83.70404984] ; [74.70404984 13.29595016],1
s8,1,1e-06,24.612354,[289 267] ; [20 66],[267.60747664 288.39252336] ; [41.39252336 44.60747664],1
n5,1,1e-06,24.342405,[437 117] ; [48 40],[418.52024922 135.47975078] ; [66.47975078 21.52024922],1
p6,1,6e-06,20.567761,[226 327] ; [13 72],[207.15830721 345.84169279] ; [31.84169279 53.15830721],1
p7,1,1.3e-05,18.959082,[373 174] ; [39 49],[354.90393701 192.09606299] ; [57.09606299 30.90393701],1
s6,1,2e-05,18.218546,[398 149] ; [43 43],[381.08530806 165.91469194] ; [59.91469194 26.08530806],1
s7,1,6.5e-05,15.951509,[300 237] ; [26 55],[283.27184466 253.72815534] ; [42.72815534 38.27184466],1
b1,1,7.2e-05,15.74747,[200 359] ; [51 37],[216.86089645 342.13910355] ; [34.13910355 53.86089645],1
p3,1,0.000227,13.593249,[313 244] ; [30 56],[297.1244168 259.8755832] ; [45.8755832 40.1244168],1
p4,1,0.000376,12.646805,[365 190] ; [40 47],[350.11682243 204.88317757] ; [54.88317757 32.11682243],1
p8,1,0.000778,11.29314,[312 238] ; [33 55],[297.4137931 252.5862069] ; [47.5862069 40.4137931],1
s2,1,0.000867,11.091739,[307 248] ; [31 55],[292.65210608 262.34789392] ; [45.34789392 40.65210608],1
s5,1,0.003559,8.496283,[208 329] ; [19 66],[195.97909968 341.02090032] ; [31.02090032 53.97909968],0
p5,1,0.003901,8.32951,[ 71 485] ; [ 2 86],[ 63.02484472 492.97515528] ; [ 9.97515528 78.02484472],0
p12,1,0.00641,7.431152,[ 56 499] ; [ 1 86],[ 49.27570093 505.72429907] ; [ 7.72429907 79.27570093],0
v2,1,0.0107,6.514554,[336 200] ; [42 45],[325.21348315 210.78651685] ; [52.78651685 34.21348315],0
a3,1,0.011748,6.34845,[452 106] ; [61 27],[443.11764706 114.88235294] ; [69.88235294 18.11764706],0
s1,1,0.01901,5.500626,[ 13 539] ; [ 6 80],[ 16.43887147 535.56112853] ; [ 2.56112853 83.43887147],0
v1,1,0.024133,5.085054,[316 226] ; [40 48],[306.27301587 235.72698413] ; [49.72698413 38.27301587],0
v3,1,0.034605,4.464572,[229 307] ; [26 59],[220.09661836 315.90338164] ; [34.90338164 50.09661836],0
n4,1,0.060106,3.534456,[453 104] ; [64 24],[446.46356589 110.53643411] ; [70.53643411 17.46356589],0
a8,1,0.071302,3.25278,[ 78 429] ; [ 6 72],[ 72.8 434.2] ; [11.2 66.8],0
s3,1,0.082677,3.011481,[318 234] ; [42 46],[310.5 241.5] ; [49.5 38.5],0
r4,1,0.090072,2.873088,[528  31] ; [79  9],[524.44049459  34.55950541] ; [82.55950541  5.44049459],0
n3,1,0.120923,2.405329,[89 26] ; [17 10],[85.84507042 29.15492958] ; [20.15492958  6.84507042],0
s4,1,0.125331,2.349404,[ 94 459] ; [ 9 77],[ 89.13771518 463.86228482] ; [13.86228482 72.13771518],0
b2,1,0.129228,2.301754,[150 198] ; [17 36],[144.9276808 203.0723192] ; [22.0723192 30.9276808],0
