Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,61.642423,[211  29] ; [265 185],[165.56521739  74.43478261] ; [310.43478261 139.56521739],1
s2,1,0.0,59.142038,[173  68] ; [185 265],[124.85962373 116.14037627] ; [233.14037627 216.85962373],1
p5,1,0.0,38.908083,[ 51 190] ; [ 25 424],[ 26.54492754 214.45507246] ; [ 49.45507246 399.54492754],1
s7,1,0.0,36.495865,[155  76] ; [184 249],[117.93524096 113.06475904] ; [221.06475904 211.93524096],1
s8,1,0.0,32.106712,[146  94] ; [173 279],[110.63583815 129.36416185] ; [208.36416185 243.63583815],1
s3,1,0.0,25.793417,[167  71] ; [224 224],[135.65306122 102.34693878] ; [255.34693878 192.65306122],1
s4,1,4e-06,21.420985,[ 58 180] ; [ 49 400],[ 37.06841339 200.93158661] ; [ 69.93158661 379.06841339],1
p6,1,2.8e-05,17.556709,[112 126] ; [138 309],[ 86.86131387 151.13868613] ; [163.13868613 283.86131387],1
p7,1,2.8e-05,17.522885,[179  55] ; [266 174],[154.49554896  79.50445104] ; [290.50445104 149.49554896],1
p12,1,8.5e-05,15.446945,[ 33 208] ; [ 23 426],[ 19.55942029 221.44057971] ; [ 36.44057971 412.55942029],1
p3,1,0.000144,14.447016,[145  95] ; [204 247],[121.21562952 118.78437048] ; [227.78437048 223.21562952],1
p9,1,0.000287,13.151103,[215  22] ; [359  90],[198.30612245  38.69387755] ; [375.69387755  73.30612245],1
p10,1,0.000572,11.86635,[213  27] ; [350  98],[196.39534884  43.60465116] ; [366.60465116  81.39534884],1
n6,1,0.000644,11.645401,[218  21] ; [368  84],[202.68306802  36.31693198] ; [383.31693198  68.68306802],1
p4,1,0.00145,10.141246,[164  74] ; [254 196],[144.59883721  93.40116279] ; [273.40116279 176.59883721],0
p8,1,0.001755,9.789168,[148  90] ; [221 224],[128.58272328 109.41727672] ; [240.41727672 204.58272328],0
v1,1,0.00427,8.165065,[152  89] ; [228 213],[134.28152493 106.71847507] ; [245.71847507 195.28152493],0
p1,1,0.004911,7.911916,[ 30 211] ; [ 28 422],[ 20.22865412 220.77134588] ; [ 37.77134588 412.22865412],0
n2,1,0.007113,7.244318,[42  6] ; [68 34],[35.2 12.8] ; [74.8 27.2],0
n5,1,0.007382,7.177633,[198  43] ; [328 121],[183.71884058  57.28115942] ; [342.28115942 106.71884058],0
a3,1,0.011958,6.31704,[192  50] ; [318 133],[178.0952381  63.9047619] ; [331.9047619 119.0952381],0
a7,1,0.014329,5.997203,[168  74] ; [352 100],[181.32564841  60.67435159] ; [338.67435159 113.32564841],0
u1,1,0.019868,5.423487,[ 61 182] ; [ 80 373],[ 49.22844828 193.77155172] ; [ 91.77155172 361.22844828],0
a4,1,0.021681,5.271177,[128 115] ; [196 254],[113.61038961 129.38961039] ; [210.38961039 239.61038961],0
d2,1,0.021921,5.252081,[134 106] ; [211 241],[119.65317919 120.34682081] ; [225.34682081 226.65317919],0
r4,1,0.02525,5.006637,[240   3] ; [433  20],[234.96982759   8.03017241] ; [438.03017241  14.96982759],0
n1,1,0.02898,4.768815,[24 23] ; [33 69],[17.97986577 29.02013423] ; [39.02013423 62.97986577],0
v3,1,0.029912,4.714347,[116 125] ; [169 259],[102.66816143 138.33183857] ; [182.33183857 245.66816143],0
a2,1,0.03399,4.495192,[ 76 167] ; [108 345],[ 64.24137931 178.75862069] ; [119.75862069 333.24137931],0
a5,1,0.034906,4.449776,[197  46] ; [335 118],[185.74137931  57.25862069] ; [346.25862069 106.74137931],0
r2,1,0.055179,3.676677,[241   2] ; [435  14],[237.38150289   5.61849711] ; [438.61849711  10.38150289],0
b5,1,0.055316,3.672528,[132 111] ; [280 173],[143.84482759  99.15517241] ; [268.15517241 184.84482759],0
d1,1,0.067115,3.352197,[162  81] ; [270 183],[150.82758621  92.17241379] ; [281.17241379 171.82758621],0
a6,1,0.080994,3.044843,[159  82] ; [327 125],[169.01298701  71.98701299] ; [316.98701299 135.01298701],0
b3,1,0.089485,2.883613,[64 83] ; [ 94 174],[55.96626506 91.03373494] ; [102.03373494 165.96626506],0
b2,1,0.089485,2.883613,[64 83] ; [ 94 174],[55.96626506 91.03373494] ; [102.03373494 165.96626506],0
n3,1,0.091776,2.842936,[39  9] ; [68 32],[34.7027027 13.2972973] ; [72.2972973 27.7027027],0
n4,1,0.108001,2.583232,[198  44] ; [346 106],[189.6945245  52.3054755] ; [354.3054755  97.6945245],0
d4,1,0.118314,2.439496,[209  31] ; [373  79],[201.84971098  38.15028902] ; [380.15028902  71.84971098],0
p2,1,0.164937,1.928369,[209  32] ; [372  78],[202.63531114  38.36468886] ; [378.36468886  71.63531114],0
d5,1,0.22698,1.459689,[205  36] ; [368  84],[199.26839827  41.73160173] ; [373.73160173  78.26839827],0
