Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0173,5.665709,[ 1 28] ; [2 4],[ 2.48571429 26.51428571] ; [0.51428571 5.48571429],0
v2,1,0.042141,4.129518,[18 11] ; [1 5],[15.74285714 13.25714286] ; [3.25714286 2.74285714],0
p10,1,0.076395,3.139971,[20  8] ; [2 4],[18.11764706  9.88235294] ; [3.88235294 2.11764706],0
a6,1,0.085832,2.950849,[13 16] ; [5 1],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
n4,1,0.100124,2.703561,[20  9] ; [2 4],[18.22857143 10.77142857] ; [3.77142857 2.22857143],0
d3,1,0.116623,2.462095,[14 15] ; [5 1],[15.74285714 13.25714286] ; [3.25714286 2.74285714],0
s3,1,0.135626,2.226901,[14 14] ; [1 5],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
p5,1,0.14298,2.145594,[ 3 26] ; [2 4],[ 4.14285714 24.85714286] ; [0.85714286 5.14285714],0
p4,1,0.14298,2.145594,[10 19] ; [4 2],[11.6 17.4] ; [2.4 3.6],0
p9,1,0.166994,1.909722,[21  6] ; [3 3],[19.63636364  7.36363636] ; [4.36363636 1.63636364],0
s1,1,0.204177,1.612243,[ 1 28] ; [1 5],[ 1.65714286 27.34285714] ; [0.34285714 5.65714286],0
p8,1,0.230918,1.4352,[12 16] ; [1 5],[10.70588235 17.29411765] ; [2.29411765 3.70588235],0
a5,1,0.254133,1.300438,[17 12] ; [5 1],[18.22857143 10.77142857] ; [3.77142857 2.22857143],0
b1,1,0.257712,1.281004,[12 17] ; [4 2],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
p3,1,0.281695,1.158895,[ 8 21] ; [3 3],[ 9.11428571 19.88571429] ; [1.88571429 4.11428571],0
r2,1,0.288986,1.124339,[16 12] ; [2 4],[14.82352941 13.17647059] ; [3.17647059 2.82352941],0
a3,1,0.31786,0.99773,[18 11] ; [5 1],[19.05714286  9.94285714] ; [3.94285714 2.05714286],0
n6,1,0.347158,0.88382,[23  6] ; [3 2],[22.17647059  6.82352941] ; [3.82352941 1.17647059],0
s6,1,0.45794,0.550926,[14 14] ; [2 4],[13.17647059 14.82352941] ; [2.82352941 3.17647059],0
d5,1,0.501991,0.450724,[23  6] ; [4 2],[22.37142857  6.62857143] ; [4.62857143 1.37142857],0
r1,1,0.503623,0.447293,[14 15] ; [2 4],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
a7,1,0.503623,0.447293,[14 15] ; [2 4],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
p2,1,0.513464,0.427002,[18 10] ; [3 3],[17.29411765 10.70588235] ; [3.70588235 2.29411765],0
s5,1,0.532723,0.389194,[ 6 22] ; [2 4],[ 6.58823529 21.41176471] ; [1.41176471 4.58823529],0
a4,1,0.582804,0.301724,[11 18] ; [3 3],[11.6 17.4] ; [2.4 3.6],0
d2,1,0.604542,0.268199,[16 13] ; [4 2],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
b5,1,0.604542,0.268199,[16 13] ; [4 2],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
a2,1,0.657738,0.196283,[ 3 26] ; [1 5],[ 3.31428571 25.68571429] ; [0.68571429 5.31428571],0
b4,1,0.691579,0.157381,[22  7] ; [5 1],[22.37142857  6.62857143] ; [4.62857143 1.37142857],0
p7,1,0.697713,0.150862,[12 17] ; [3 3],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
v1,1,0.816297,0.053968,[ 8 20] ; [2 4],[ 8.23529412 19.76470588] ; [1.76470588 4.23529412],0
v3,1,0.822564,0.050287,[ 6 23] ; [1 5],[ 5.8 23.2] ; [1.2 4.8],0
s7,1,0.854403,0.033673,[10 18] ; [2 3],[10.18181818 17.81818182] ; [1.81818182 3.18181818],0
s4,1,0.854721,0.033525,[ 4 25] ; [1 5],[ 4.14285714 24.85714286] ; [0.85714286 5.14285714],0
d1,1,0.93869,0.005916,[15 14] ; [3 3],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
n5,1,0.956941,0.002915,[19 10] ; [4 2],[19.05714286  9.94285714] ; [3.94285714 2.05714286],0
