Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.003976,8.294671,[17 12] ; [ 5 20],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
d5,1,0.007488,7.152038,[22  7] ; [10 15],[17.18518519 11.81481481] ; [14.81481481 10.18518519],0
r3,1,0.021258,5.305521,[21  7] ; [11 14],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
a5,1,0.027451,4.862251,[18 11] ; [ 8 17],[13.96296296 15.03703704] ; [12.03703704 12.96296296],0
s8,1,0.037793,4.314333,[ 7 22] ; [ 1 24],[ 4.2962963 24.7037037] ; [ 3.7037037 21.2962963],0
v3,1,0.064671,3.413342,[ 8 21] ; [ 2 23],[ 5.37037037 23.62962963] ; [ 4.62962963 20.37037037],0
b4,1,0.067116,3.352172,[22  7] ; [13 12],[18.7962963 10.2037037] ; [16.2037037  8.7962963],0
d3,1,0.076865,3.129969,[15 14] ; [ 7 18],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
u2,1,0.103522,2.650421,[4 7] ; [ 1 11],[2.39130435 8.60869565] ; [2.60869565 9.39130435],0
s4,1,0.112588,2.517517,[ 1 28] ; [ 4 21],[ 2.68518519 26.31481481] ; [ 2.31481481 22.68518519],0
r4,1,0.122251,2.388236,[10 19] ; [ 4 21],[ 7.51851852 21.48148148] ; [ 6.48148148 18.51851852],0
a2,1,0.122627,2.383448,[ 5 24] ; [ 1 24],[ 3.22222222 25.77777778] ; [ 2.77777778 22.22222222],0
v2,1,0.210083,1.570854,[12 17] ; [ 6 18],[ 9.8490566 19.1509434] ; [ 8.1509434 15.8490566],0
n2,1,0.248767,1.330215,[7 5] ; [5 9],[5.53846154 6.46153846] ; [6.46153846 7.53846154],0
p6,1,0.251183,1.316712,[ 4 25] ; [ 1 22],[ 2.78846154 26.21153846] ; [ 2.21153846 20.78846154],0
b2,1,0.269887,1.217321,[ 5 12] ; [ 9 10],[ 6.61111111 10.38888889] ; [ 7.38888889 11.61111111],0
b3,1,0.269887,1.217321,[ 5 12] ; [ 9 10],[ 6.61111111 10.38888889] ; [ 7.38888889 11.61111111],0
n3,1,0.320423,0.987221,[7 5] ; [5 8],[5.76 6.24] ; [6.24 6.76],0
n5,1,0.334971,0.929584,[16 13] ; [17  8],[17.72222222 11.27777778] ; [15.27777778  9.72222222],0
s5,1,0.340363,0.909063,[ 5 24] ; [ 2 22],[ 3.83018868 25.16981132] ; [ 3.16981132 20.83018868],0
p2,1,0.35608,0.851671,[12 17] ; [ 7 17],[10.39622642 18.60377358] ; [ 8.60377358 15.39622642],0
s6,1,0.356204,0.851232,[ 9 20] ; [ 5 20],[ 7.51851852 21.48148148] ; [ 6.48148148 18.51851852],0
r1,1,0.363008,0.827459,[14 15] ; [ 9 16],[12.35185185 16.64814815] ; [10.64814815 14.35185185],0
a3,1,0.364862,0.821089,[18 10] ; [13 12],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
b1,1,0.412931,0.670345,[13 16] ; [14 11],[14.5 14.5] ; [12.5 12.5],0
n4,1,0.440161,0.595862,[18 11] ; [18  7],[19.33333333  9.66666667] ; [16.66666667  8.33333333],0
p9,1,0.443458,0.587317,[13 14] ; [ 9 15],[11.64705882 15.35294118] ; [10.35294118 13.64705882],0
p7,1,0.459075,0.548149,[ 7 22] ; [ 4 21],[ 5.90740741 23.09259259] ; [ 5.09259259 19.90740741],0
v1,1,0.469066,0.524176,[ 8 20] ; [ 5 20],[ 6.86792453 21.13207547] ; [ 6.13207547 18.86792453],0
p5,1,0.486132,0.485076,[ 1 27] ; [ 2 23],[ 1.58490566 26.41509434] ; [ 1.41509434 23.58490566],0
s3,1,0.570866,0.321236,[ 9 19] ; [ 6 18],[ 8.07692308 19.92307692] ; [ 6.92307692 17.07692308],0
b5,1,0.571098,0.320849,[15 14] ; [11 14],[13.96296296 15.03703704] ; [12.03703704 12.96296296],0
u3,1,0.589962,0.290404,[ 1 10] ; [ 2 10],[1.43478261 9.56521739] ; [ 1.56521739 10.43478261],0
s7,1,0.622718,0.242066,[ 5 21] ; [ 6 18],[ 5.72 20.28] ; [ 5.28 18.72],0
