Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.475383,[147   9] ; [38 24],[132.3853211  23.6146789] ; [52.6146789  9.3853211],1
v2,1,0.000524,12.02865,[83 61] ; [19 42],[71.64878049 72.35121951] ; [30.35121951 30.64878049],1
d4,1,0.000774,11.302083,[130  25] ; [39 23],[120.71428571  34.28571429] ; [48.28571429 13.71428571],1
a6,1,0.003677,8.437004,[106  50] ; [29 33],[96.60550459 59.39449541] ; [38.39449541 23.60550459],0
r3,1,0.005227,7.799109,[149   6] ; [53  9],[144.28571429  10.71428571] ; [57.71428571  4.28571429],0
a5,1,0.011038,6.459245,[95 61] ; [26 36],[86.58715596 69.41284404] ; [34.41284404 27.58715596],0
d1,1,0.01263,6.220166,[82 74] ; [21 41],[73.70642202 82.29357798] ; [29.29357798 32.70642202],0
a2,1,0.015914,5.812403,[ 27 129] ; [ 3 59],[ 21.46788991 134.53211009] ; [ 8.53211009 53.46788991],0
v3,1,0.021966,5.248508,[ 45 101] ; [ 9 50],[ 38.45853659 107.54146341] ; [15.54146341 43.45853659],0
v1,1,0.024196,5.08052,[70 81] ; [18 43],[62.67924528 88.32075472] ; [25.32075472 35.67924528],0
a7,1,0.028046,4.825263,[118  38] ; [37 24],[111.42857143  44.57142857] ; [43.57142857 17.42857143],0
d3,1,0.028423,4.802221,[108  48] ; [32 28],[101.11111111  54.88888889] ; [38.88888889 21.11111111],0
s6,1,0.03818,4.296969,[97 57] ; [29 32],[90.25116279 63.74883721] ; [35.74883721 25.25116279],0
u2,1,0.047426,3.930208,[35 21] ; [13 19],[30.54545455 25.45454545] ; [17.45454545 14.54545455],0
a3,1,0.066292,3.372521,[98 58] ; [30 31],[92.01843318 63.98156682] ; [35.98156682 25.01843318],0
d5,1,0.087679,2.916473,[120  36] ; [40 21],[115.02304147  40.97695853] ; [44.97695853 16.02304147],0
b1,1,0.095625,2.777036,[ 47 109] ; [26 36],[ 52.23853211 103.76146789] ; [20.76146789 41.23853211],0
a4,1,0.100001,2.705526,[ 53 103] ; [14 48],[ 47.94495413 108.05504587] ; [19.05504587 42.94495413],0
s4,1,0.10181,2.676951,[ 36 120] ; [21 41],[ 40.78899083 115.21100917] ; [16.21100917 45.78899083],0
n3,1,0.15354,2.036725,[39 15] ; [14 11],[36.2278481 17.7721519] ; [16.7721519  8.2278481],0
u1,1,0.162101,1.954521,[ 17 139] ; [ 3 59],[ 14.31192661 141.68807339] ; [ 5.68807339 56.31192661],0
v4,1,0.209023,1.578183,[147   8] ; [55  6],[144.9537037  10.0462963] ; [57.0462963  3.9537037],0
s3,1,0.213097,1.550263,[82 73] ; [27 35],[77.85714286 77.14285714] ; [31.14285714 30.85714286],0
b2,1,0.260348,1.266904,[21 55] ; [12 19],[23.43925234 52.56074766] ; [ 9.56074766 21.43925234],0
b3,1,0.260348,1.266904,[21 55] ; [12 19],[23.43925234 52.56074766] ; [ 9.56074766 21.43925234],0
p6,1,0.264787,1.243553,[ 33 118] ; [18 44],[ 36.15492958 114.84507042] ; [14.84507042 47.15492958],0
p2,1,0.268982,1.221933,[115  39] ; [41 20],[111.73953488  42.26046512] ; [44.26046512 16.73953488],0
a8,1,0.28893,1.124603,[  7 136] ; [ 1 58],[  5.66336634 137.33663366] ; [ 2.33663366 56.66336634],0
a1,1,0.390112,0.738593,[  4 152] ; [ 3 59],[  5.00917431 150.99082569] ; [ 1.99082569 60.00917431],0
p1,1,0.405114,0.693093,[  8 146] ; [ 5 56],[  9.31162791 144.68837209] ; [ 3.68837209 57.31162791],0
p4,1,0.413092,0.669883,[69 85] ; [24 38],[66.30555556 87.69444444] ; [26.69444444 35.30555556],0
u3,1,0.422955,0.642089,[38 18] ; [19 13],[36.27272727 19.72727273] ; [20.72727273 11.27272727],0
