Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.051119,3.804362,[9 5] ; [ 8 17],[6.1025641 7.8974359] ; [10.8974359 14.1025641],0
r1,1,0.055633,3.663004,[13  1] ; [17  9],[10.5  3.5] ; [19.5  6.5],0
s3,1,0.058984,3.565714,[11  2] ; [14 12],[8.33333333 4.66666667] ; [16.66666667  9.33333333],0
a2,1,0.068268,3.324176,[5 9] ; [ 3 23],[ 2.8 11.2] ; [ 5.2 20.8],0
a4,1,0.072003,3.236763,[9 5] ; [ 9 17],[6.3 7.7] ; [11.7 14.3],0
s7,1,0.076322,3.141534,[10  4] ; [10 14],[7.36842105 6.63157895] ; [12.63157895 11.36842105],0
u1,1,0.077746,3.111398,[ 4 10] ; [ 2 24],[ 2.1 11.9] ; [ 3.9 22.1],0
p6,1,0.077746,3.111398,[ 4 10] ; [ 2 24],[ 2.1 11.9] ; [ 3.9 22.1],0
s2,1,0.078522,3.095238,[11  3] ; [13 13],[8.4 5.6] ; [15.6 10.4],0
a6,1,0.078555,3.09455,[10  4] ; [11 15],[7.35 6.65] ; [13.65 12.35],0
r4,1,0.087864,2.913073,[13  1] ; [18  8],[10.85  3.15] ; [20.15  5.85],0
s8,1,0.098479,2.73,[7 7] ; [ 6 19],[4.66666667 9.33333333] ; [ 8.33333333 16.66666667],0
b4,1,0.111509,2.532705,[12  2] ; [16 10],[9.8 4.2] ; [18.2  7.8],0
p4,1,0.118763,2.433556,[9 5] ; [10 16],[6.65 7.35] ; [12.35 13.65],0
d3,1,0.125383,2.348762,[10  4] ; [12 14],[7.7 6.3] ; [14.3 11.7],0
p9,1,0.151494,2.057143,[3 9] ; [12 12],[5. 7.] ; [10. 14.],0
u2,1,0.168843,1.893182,[3 2] ; [3 9],[1.76470588 3.23529412] ; [4.23529412 7.76470588],0
b3,1,0.186449,1.745455,[4 6] ; [ 4 18],[2.5 7.5] ; [ 5.5 16.5],0
b2,1,0.186449,1.745455,[4 6] ; [ 4 18],[2.5 7.5] ; [ 5.5 16.5],0
p5,1,0.210228,1.569859,[ 3 11] ; [ 2 24],[ 1.75 12.25] ; [ 3.25 22.75],0
n6,1,0.224244,1.477005,[12  2] ; [17  8],[10.41025641  3.58974359] ; [18.58974359  6.41025641],0
n4,1,0.237923,1.392857,[11  3] ; [15 10],[9.33333333 4.66666667] ; [16.66666667  8.33333333],0
p1,1,0.247538,1.337143,[ 2 12] ; [ 1 24],[ 1.07692308 12.92307692] ; [ 1.92307692 23.07692308],0
d5,1,0.250829,1.318681,[12  2] ; [18  8],[10.5  3.5] ; [19.5  6.5],0
p11,1,0.278958,1.172161,[10  4] ; [14 12],[8.4 5.6] ; [15.6 10.4],0
p8,1,0.351055,0.86964,[5 8] ; [ 6 19],[3.76315789 9.23684211] ; [ 7.23684211 17.76315789],0
v2,1,0.364873,0.821053,[8 5] ; [12 14],[6.66666667 6.33333333] ; [13.33333333 12.66666667],0
p3,1,0.392041,0.732601,[ 4 10] ; [11 15],[5.25 8.75] ; [ 9.75 16.25],0
u3,1,0.410117,0.678462,[3 2] ; [5 8],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
a3,1,0.457956,0.550886,[9 5] ; [13 12],[7.8974359 6.1025641] ; [14.1025641 10.8974359],0
s6,1,0.471097,0.519401,[12  2] ; [19  6],[11.12820513  2.87179487] ; [19.87179487  5.12820513],0
b5,1,0.531639,0.391257,[10  4] ; [16 10],[9.1 4.9] ; [16.9  9.1],0
d4,1,0.555126,0.348214,[10  3] ; [22  4],[10.66666667  2.33333333] ; [21.33333333  4.66666667],0
a5,1,0.607565,0.263736,[8 6] ; [17  9],[8.75 5.25] ; [16.25  9.75],0
n1,1,0.611541,0.257937,[1 2] ; [5 5],[1.38461538 1.61538462] ; [4.61538462 5.38461538],0
a8,1,0.6247,0.239316,[2 8] ; [ 7 18],[2.57142857 7.42857143] ; [ 6.42857143 18.57142857],0
d1,1,0.640905,0.21756,[7 7] ; [11 15],[6.3 7.7] ; [11.7 14.3],0
b1,1,0.666115,0.18618,[6 8] ; [13 13],[6.65 7.35] ; [12.35 13.65],0
s4,1,0.701883,0.14652,[ 4 10] ; [ 6 20],[ 3.5 10.5] ; [ 6.5 19.5],0
p2,1,0.750112,0.101437,[9 5] ; [18  8],[9.45 4.55] ; [17.55  8.45],0
n5,1,0.791857,0.069643,[9 5] ; [15 10],[8.61538462 5.38461538] ; [15.38461538  9.61538462],0
d2,1,0.819382,0.052139,[7 6] ; [15 11],[7.33333333 5.66666667] ; [14.66666667 11.33333333],0
a7,1,0.820789,0.051316,[7 6] ; [13 13],[6.66666667 6.33333333] ; [13.33333333 12.66666667],0
p7,1,0.820789,0.051316,[7 6] ; [13 13],[6.66666667 6.33333333] ; [13.33333333 12.66666667],0
s1,1,0.949823,0.00396,[ 1 13] ; [ 2 24],[ 1.05 12.95] ; [ 1.95 24.05],0
