Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-06,20.407307,[ 7 37] ; [158 144],[20.98265896 23.01734104] ; [144.01734104 157.98265896],1
s7,1,9e-06,19.668374,[22 23] ; [239  62],[33.94508671 11.05491329] ; [227.05491329  73.94508671],1
s8,1,0.000351,12.778986,[19 28] ; [210 102],[29.98050139 17.01949861] ; [199.01949861 112.98050139],1
s3,1,0.000416,12.456991,[34 13] ; [280  30],[41.33893557  5.66106443] ; [272.66106443  37.33893557],1
p4,1,0.002408,9.20895,[23 24] ; [221  90],[32.03351955 14.96648045] ; [211.96648045  99.03351955],0
n6,1,0.004843,7.937319,[37  9] ; [290  22],[42.01675978  3.98324022] ; [284.98324022  27.01675978],0
p9,1,0.005952,7.564805,[36 11] ; [280  30],[41.6022409  5.3977591] ; [274.3977591  35.6022409],0
d5,1,0.018289,5.568236,[34 13] ; [267  44],[39.51675978  7.48324022] ; [261.48324022  49.51675978],0
r3,1,0.027601,4.852846,[42  5] ; [301  11],[44.90529248  2.09470752] ; [298.09470752  13.90529248],0
v4,1,0.034483,4.470584,[43  4] ; [304   8],[45.42896936  1.57103064] ; [301.57103064  10.42896936],0
r4,1,0.038276,4.292702,[40  7] ; [294  20],[43.48476454  3.51523546] ; [290.51523546  23.48476454],0
a2,1,0.046369,3.96814,[ 8 39] ; [ 98 216],[13.80055402 33.19944598] ; [ 92.19944598 221.80055402],0
b3,1,0.047184,3.938816,[16 12] ; [ 77 128],[11.17596567 16.82403433] ; [ 81.82403433 123.17596567],0
b2,1,0.047184,3.938816,[16 12] ; [ 77 128],[11.17596567 16.82403433] ; [ 81.82403433 123.17596567],0
d1,1,0.06692,3.356991,[26 21] ; [216  98],[31.50692521 15.49307479] ; [210.49307479 103.50692521],0
p6,1,0.079499,3.075105,[16 31] ; [147 161],[21.58028169 25.41971831] ; [141.41971831 166.58028169],0
p8,1,0.085035,2.965946,[20 27] ; [173 136],[25.48033708 21.51966292] ; [167.51966292 141.48033708],0
u1,1,0.095984,2.771031,[ 7 40] ; [ 82 232],[11.58725762 35.41274238] ; [ 77.41274238 236.58725762],0
a3,1,0.120839,2.406416,[33 14] ; [250  62],[37.05013928  9.94986072] ; [245.94986072  66.05013928],0
d2,1,0.166354,1.915497,[22 25] ; [179 132],[26.38826816 20.61173184] ; [174.61173184 136.38826816],0
p12,1,0.205115,1.605574,[ 3 44] ; [ 40 272],[ 5.62952646 41.37047354] ; [ 37.37047354 274.62952646],0
u3,1,0.224608,1.474687,[7 7] ; [43 21],[8.97435897 5.02564103] ; [41.02564103 22.97435897],0
b5,1,0.260764,1.264695,[25 22] ; [194 120],[28.51246537 18.48753463] ; [190.48753463 123.51246537],0
v1,1,0.263223,1.251724,[24 22] ; [185 119],[27.46857143 18.53142857] ; [181.53142857 122.46857143],0
r2,1,0.266095,1.236769,[43  3] ; [300  10],[44.32022472  1.67977528] ; [298.67977528  11.32022472],0
n2,1,0.286785,1.134652,[8 4] ; [42 10],[9.375 2.625] ; [40.625 11.375],0
a4,1,0.304035,1.056411,[21 26] ; [165 148],[24.28333333 22.71666667] ; [161.71666667 151.28333333],0
s4,1,0.347425,0.882841,[ 7 40] ; [ 64 244],[ 9.4 37.6] ; [ 61.6 246.4],0
u2,1,0.349082,0.876793,[7 7] ; [40 23],[8.54545455 5.45454545] ; [38.45454545 24.54545455],0
r1,1,0.353465,0.860977,[38  9] ; [270  44],[40.09972299  6.90027701] ; [267.90027701  46.09972299],0
p1,1,0.400655,0.706361,[ 3 44] ; [ 32 279],[ 4.59497207 42.40502793] ; [ 30.40502793 280.59497207],0
p10,1,0.425069,0.636259,[39  8] ; [273  40],[40.73333333  6.26666667] ; [271.26666667  41.73333333],0
u4,1,0.505124,0.444156,[ 1 46] ; [ 13 301],[ 1.82271468 45.17728532] ; [ 12.17728532 301.82271468],0
p3,1,0.506551,0.441185,[24 22] ; [179 133],[26.08379888 19.91620112] ; [176.91620112 135.08379888],0
b1,1,0.510269,0.433516,[22 25] ; [131 183],[19.91966759 27.08033241] ; [133.08033241 180.91966759],0
a8,1,0.511809,0.430367,[ 9 36] ; [ 46 240],[ 7.47734139 37.52265861] ; [ 47.52265861 238.47734139],0
a1,1,0.519635,0.414618,[ 4 43] ; [ 19 295],[ 2.99445983 44.00554017] ; [ 20.00554017 293.99445983],0
p7,1,0.540445,0.374716,[30 17] ; [207  96],[31.82571429 15.17428571] ; [205.17428571  97.82571429],0
p2,1,0.596097,0.280923,[39  8] ; [268  44],[40.19220056  6.80779944] ; [266.80779944  45.19220056],0
n5,1,0.647537,0.209019,[41  6] ; [280  33],[41.90833333  5.09166667] ; [279.09166667  33.90833333],0
a5,1,0.679505,0.170684,[36 11] ; [248  65],[37.07777778  9.92222222] ; [246.92222222  66.07777778],0
n1,1,0.688343,0.160885,[5 7] ; [25 27],[5.625 6.375] ; [24.375 27.625],0
a7,1,0.703117,0.145249,[35 12] ; [224  88],[33.90807799 13.09192201] ; [225.09192201  86.90807799],0
b4,1,0.73241,0.116911,[26 21] ; [182 132],[27.08033241 19.91966759] ; [180.91966759 133.08033241],0
a6,1,0.740402,0.109773,[29 18] ; [199 111],[30.01680672 16.98319328] ; [197.98319328 112.01680672],0
n3,1,0.781637,0.076832,[9 4] ; [38 14],[9.4 3.6] ; [37.6 14.4],0
v2,1,0.789666,0.071152,[26 19] ; [182 122],[26.81948424 18.18051576] ; [181.18051576 122.81948424],0
d3,1,0.832786,0.044576,[33 14] ; [223  88],[33.60893855 13.39106145] ; [222.39106145  88.60893855],0
d4,1,0.870518,0.026569,[41  6] ; [273  37],[41.33893557  5.66106443] ; [272.66106443  37.33893557],0
p11,1,0.91127,0.012418,[38  9] ; [256  58],[38.27700831  8.72299169] ; [255.72299169  58.27700831],0
v3,1,0.914686,0.011477,[21 23] ; [142 161],[20.6685879 23.3314121] ; [142.3314121 160.6685879],0
s1,1,0.946212,0.004551,[ 3 44] ; [ 19 291],[ 2.89635854 44.10364146] ; [ 19.10364146 290.89635854],0
