Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,132.659341,[37 64] ; [316  34],[79.05321508 21.94678492] ; [273.94678492  76.05321508],1
n6,1,0.0,46.895774,[65 35] ; [321  28],[85.9688196 14.0311804] ; [300.0311804  48.9688196],1
p11,1,6e-06,20.527048,[62 39] ; [290  61],[78.65486726 22.34513274] ; [273.34513274  77.65486726],1
s7,1,2.2e-05,17.974669,[50 45] ; [254  84],[66.69745958 28.30254042] ; [237.30254042 100.69745958],1
a3,1,0.000137,14.545635,[61 40] ; [276  73],[75.63777778 25.36222222] ; [261.36222222  87.63777778],1
p8,1,0.000264,13.312836,[37 63] ; [199 146],[53.03370787 46.96629213] ; [182.96629213 162.03370787],1
v3,1,0.000339,12.842981,[26 70] ; [160 176],[41.33333333 54.66666667] ; [144.66666667 191.33333333],1
p4,1,0.000733,11.402821,[51 49] ; [241 107],[65.17857143 34.82142857] ; [226.82142857 121.17857143],1
v1,1,0.000964,10.895638,[42 55] ; [211 129],[56.15789474 40.84210526] ; [196.84210526 143.15789474],1
p7,1,0.001712,9.835344,[52 45] ; [238  99],[64.8156682 32.1843318] ; [225.1843318 111.8156682],0
r1,1,0.001852,9.690344,[72 28] ; [299  51],[82.44444444 17.55555556] ; [288.55555556  61.44444444],0
p5,1,0.002577,9.085288,[ 4 95] ; [ 54 292],[12.90337079 86.09662921] ; [ 45.09662921 300.90337079],0
p9,1,0.006573,7.385986,[78 19] ; [313  33],[85.61399549 11.38600451] ; [305.38600451  40.61399549],0
a8,1,0.006735,7.34231,[ 6 87] ; [ 58 265],[14.30769231 78.69230769] ; [ 49.69230769 273.30769231],0
p2,1,0.007206,7.22087,[75 25] ; [301  48],[83.74164811 16.25835189] ; [292.25835189  56.74164811],0
p10,1,0.0074,7.173244,[76 22] ; [307  41],[84.15695067 13.84304933] ; [298.84304933  49.15695067],0
s8,1,0.009807,6.669692,[52 49] ; [229 120],[63.06888889 37.93111111] ; [217.93111111 131.06888889],0
p6,1,0.009928,6.647708,[32 68] ; [160 184],[43.24324324 56.75675676] ; [148.75675676 195.24324324],0
b3,1,0.009941,6.645444,[12 40] ; [ 95 129],[20.15942029 31.84057971] ; [ 86.84057971 137.15942029],0
b2,1,0.009941,6.645444,[12 40] ; [ 95 129],[20.15942029 31.84057971] ; [ 86.84057971 137.15942029],0
s4,1,0.01418,6.015615,[34 67] ; [ 75 270],[24.6838565 76.3161435] ; [ 84.3161435 260.6838565],0
p3,1,0.017528,5.642676,[42 58] ; [193 155],[52.45535714 47.54464286] ; [182.54464286 165.45535714],0
r2,1,0.01928,5.475949,[94  6] ; [343   6],[97.32739421  2.67260579] ; [339.67260579   9.32739421],0
a4,1,0.034076,4.490865,[39 62] ; [177 173],[48.37250554 52.62749446] ; [167.62749446 182.37250554],0
d1,1,0.077285,3.121097,[58 43] ; [235 116],[65.47123894 35.52876106] ; [227.52876106 123.47123894],0
r4,1,0.079525,3.074587,[91 10] ; [333  18],[94.74336283  6.25663717] ; [329.25663717  21.74336283],0
s3,1,0.080608,3.052606,[83 18] ; [308  39],[88.14955357 12.85044643] ; [302.85044643  44.14955357],0
d2,1,0.120464,2.411279,[46 55] ; [189 159],[52.86191537 48.13808463] ; [182.13808463 165.86191537],0
u3,1,0.136036,2.22224,[30  8] ; [49 26],[26.56637168 11.43362832] ; [52.43362832 22.56637168],0
r3,1,0.136309,2.219139,[100   1] ; [335  14],[97.63333333  3.36666667] ; [337.36666667  11.63333333],0
p12,1,0.162518,1.950638,[ 7 92] ; [ 42 307],[10.828125 88.171875] ; [ 38.171875 310.828125],0
a2,1,0.198887,1.650527,[22 79] ; [ 99 252],[27.03761062 73.96238938] ; [ 93.96238938 257.03761062],0
a5,1,0.277435,1.179611,[72 29] ; [268  82],[76.14190687 24.85809313] ; [263.85809313  86.14190687],0
v2,1,0.284951,1.143326,[50 44] ; [200 137],[54.52436195 39.47563805] ; [195.47563805 141.52436195],0
s6,1,0.317004,1.001267,[84 16] ; [303  42],[86.96629213 13.03370787] ; [300.03370787  44.96629213],0
n2,1,0.356769,0.849233,[21  7] ; [59 12],[22.62626263  5.37373737] ; [57.37373737 13.62626263],0
n3,1,0.361401,0.833018,[22  6] ; [50 22],[20.16  7.84] ; [51.84 20.16],0
b1,1,0.398366,0.713253,[37 64] ; [145 206],[40.66814159 60.33185841] ; [141.33185841 209.66814159],0
s5,1,0.40366,0.697396,[42 52] ; [166 169],[45.57575758 48.42424242] ; [162.42424242 172.57575758],0
a1,1,0.414146,0.666866,[ 8 93] ; [ 20 331],[ 6.25663717 94.74336283] ; [ 21.74336283 329.25663717],0
b4,1,0.429229,0.624909,[62 39] ; [200 151],[58.54424779 42.45575221] ; [203.45575221 147.54424779],0
u1,1,0.486265,0.484781,[20 81] ; [ 81 270],[22.56858407 78.43141593] ; [ 78.43141593 272.56858407],0
n1,1,0.515735,0.422414,[10 18] ; [30 40],[11.42857143 16.57142857] ; [28.57142857 41.42857143],0
p1,1,0.538157,0.378967,[ 8 92] ; [ 35 313],[ 9.59821429 90.40178571] ; [ 33.40178571 314.59821429],0
d3,1,0.591781,0.287572,[74 26] ; [248 100],[71.875 28.125] ; [250.125  97.875],0
u2,1,0.644977,0.212291,[24 14] ; [44 31],[22.86725664 15.13274336] ; [45.13274336 29.86725664],0
d5,1,0.702017,0.146382,[82 18] ; [291  57],[83.25892857 16.74107143] ; [289.74107143  58.25892857],0
