Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,138.732437,[285   3] ; [45 41],[254.11764706  33.88235294] ; [75.88235294 10.11764706],1
r2,1,0.0,105.594981,[278   9] ; [45 38],[250.54324324  36.45675676] ; [72.45675676 10.54324324],1
r1,1,0.0,99.617325,[242  46] ; [25 62],[205.056  82.944] ; [61.944 25.056],1
v4,1,0.0,83.178336,[276  11] ; [51 35],[251.60589812  35.39410188] ; [75.39410188 10.60589812],1
p11,1,0.0,32.151503,[223  66] ; [40 48],[201.61007958  87.38992042] ; [61.38992042 26.61007958],1
p2,1,0.0,29.248916,[226  63] ; [42 45],[205.9893617  83.0106383] ; [62.0106383 24.9893617],1
n6,1,0.0,26.183624,[228  60] ; [44 42],[209.45454545  78.54545455] ; [62.54545455 23.45454545],1
d3,1,4e-06,21.459308,[206  81] ; [39 48],[188.00802139  98.99197861] ; [56.99197861 30.00802139],1
a7,1,7e-06,20.253272,[213  75] ; [42 45],[195.84  92.16] ; [59.16 27.84],1
d4,1,7e-06,20.088354,[231  56] ; [50 38],[215.05866667  71.94133333] ; [65.94133333 22.05866667],1
p9,1,9e-06,19.645112,[219  66] ; [43 40],[202.9076087  82.0923913] ; [59.0923913 23.9076087],1
s6,1,1e-05,19.547087,[155 131] ; [24 64],[136.88235294 149.11764706] ; [42.11764706 45.88235294],1
a1,1,1.1e-05,19.253856,[  5 284] ; [11 77],[ 12.26525199 276.73474801] ; [ 3.73474801 84.26525199],1
a6,1,1.7e-05,18.474858,[203  85] ; [40 48],[186.12765957 101.87234043] ; [56.87234043 31.12765957],1
d5,1,8e-05,15.553392,[219  68] ; [48 40],[204.344  82.656] ; [62.656 25.344],1
p10,1,0.000262,13.325795,[203  82] ; [43 43],[188.97574124  96.02425876] ; [57.02425876 28.97574124],1
d1,1,0.000418,12.452029,[154 135] ; [28 60],[139.51724138 149.48275862] ; [42.48275862 45.51724138],1
b1,1,0.000614,11.732582,[ 90 199] ; [45 43],[103.48806366 185.51193634] ; [31.51193634 56.48806366],1
p7,1,0.000985,10.855515,[137 143] ; [24 60],[123.84615385 156.15384615] ; [37.15384615 46.84615385],1
a5,1,0.00154,10.030358,[189 100] ; [41 47],[176.31299735 112.68700265] ; [53.68700265 34.31299735],0
s3,1,0.002027,9.524783,[133 152] ; [24 62],[120.606469 164.393531] ; [36.393531 49.606469],0
s2,1,0.002854,8.89885,[109 178] ; [18 69],[ 97.45721925 189.54278075] ; [29.54278075 57.45721925],0
s8,1,0.006119,7.514786,[ 85 204] ; [13 75],[ 75.12466844 213.87533156] ; [22.87533156 65.12466844],0
v2,1,0.008452,6.93508,[138 137] ; [28 55],[127.51396648 147.48603352] ; [38.48603352 44.51396648],0
u3,1,0.01037,6.570289,[56 44] ; [12 26],[49.27536232 50.72463768] ; [18.72463768 19.27536232],0
a8,1,0.013632,6.085244,[ 41 227] ; [ 4 78],[ 34.45714286 233.54285714] ; [10.54285714 71.45714286],0
v1,1,0.029083,4.762667,[121 163] ; [25 60],[112.36856369 171.63143631] ; [33.63143631 51.36856369],0
n4,1,0.037881,4.310345,[200  88] ; [50 37],[192.  96.] ; [58. 29.],0
v3,1,0.039252,4.249918,[ 89 187] ; [18 69],[ 81.3553719 194.6446281] ; [25.6446281 61.3553719],0
p8,1,0.042361,4.120724,[105 178] ; [22 65],[ 97.13783784 185.86216216] ; [29.86216216 57.13783784],0
p4,1,0.045233,4.009929,[102 184] ; [21 66],[ 94.31099196 191.68900804] ; [28.68900804 58.31099196],0
n2,1,0.049599,3.854979,[58 20] ; [27 20],[53.04 24.96] ; [31.96 15.04],0
b5,1,0.057225,3.616042,[193  96] ; [49 39],[185.51193634 103.48806366] ; [56.48806366 31.51193634],0
b2,1,0.070647,3.267916,[ 43 115] ; [20 29],[ 48.08695652 109.91304348] ; [14.91304348 34.08695652],0
b3,1,0.070647,3.267916,[ 43 115] ; [20 29],[ 48.08695652 109.91304348] ; [14.91304348 34.08695652],0
p5,1,0.07701,3.126891,[  6 281] ; [ 5 82],[  8.44117647 278.55882353] ; [ 2.55882353 84.44117647],0
n3,1,0.089852,2.87702,[52 24] ; [25 22],[47.57723577 28.42276423] ; [29.42276423 17.57723577],0
p6,1,0.112569,2.517782,[ 62 223] ; [12 74],[ 56.84636119 228.15363881] ; [17.15363881 68.84636119],0
u2,1,0.148767,2.084848,[59 42] ; [17 21],[55.22302158 45.77697842] ; [20.77697842 17.22302158],0
s7,1,0.162195,1.95364,[ 90 187] ; [20 62],[ 84.87465181 192.12534819] ; [25.12534819 56.87465181],0
u1,1,0.162639,1.949521,[ 35 254] ; [ 6 82],[ 31.42970822 257.57029178] ; [ 9.57029178 78.42970822],0
s1,1,0.179795,1.799314,[ 10 272] ; [ 6 81],[ 12.22764228 269.77235772] ; [ 3.77235772 83.22764228],0
a4,1,0.195682,1.674311,[111 176] ; [27 60],[105.89839572 181.10160428] ; [32.10160428 54.89839572],0
a3,1,0.206117,1.598493,[187 101] ; [50 37],[182.016 105.984] ; [54.984 32.016],0
a2,1,0.226539,1.462458,[ 52 237] ; [11 77],[ 48.29442971 240.70557029] ; [14.70557029 73.29442971],0
p1,1,0.267561,1.22921,[  9 279] ; [ 5 83],[ 10.72340426 277.27659574] ; [ 3.27659574 84.72340426],0
s4,1,0.36425,0.823188,[ 29 256] ; [12 76],[ 31.32707775 253.67292225] ; [ 9.67292225 78.32707775],0
d2,1,0.372389,0.795677,[118 170] ; [31 56],[114.432 173.568] ; [34.568 52.432],0
n5,1,0.589189,0.291612,[193  93] ; [56 31],[190.92225201  95.07774799] ; [58.07774799 28.92225201],0
