Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.7e-05,17.592441,[48 47] ; [ 4 33],[37.42424242 57.57575758] ; [14.57575758 22.42424242],1
p7,1,0.000207,13.763819,[60 32] ; [10 25],[50.70866142 41.29133858] ; [19.29133858 15.70866142],1
b1,1,0.005624,7.666982,[35 63] ; [23 14],[42.1037037 55.8962963] ; [15.8962963 21.1037037],0
p9,1,0.018527,5.545641,[88  9] ; [27  9],[83.87218045 13.12781955] ; [31.12781955  4.87218045],0
n1,1,0.043614,4.071429,[ 9 15] ; [10  4],[12. 12.] ; [7. 7.],0
p12,1,0.048424,3.895212,[ 4 92] ; [ 5 31],[ 6.54545455 89.45454545] ; [ 2.45454545 33.54545455],0
p11,1,0.054973,3.682909,[79 19] ; [24 13],[74.77037037 23.22962963] ; [28.22962963  8.77037037],0
p10,1,0.080345,3.057915,[84 12] ; [27  9],[80.72727273 15.27272727] ; [30.27272727  5.72727273],0
s4,1,0.124504,2.359723,[15 82] ; [10 27],[18.09701493 78.90298507] ; [ 6.90298507 30.09701493],0
a7,1,0.1334,2.252482,[69 29] ; [21 16],[65.33333333 32.66666667] ; [24.66666667 12.33333333],0
b2,1,0.146572,2.107564,[28 33] ; [ 9 21],[24.8021978 36.1978022] ; [12.1978022 17.8021978],0
b3,1,0.146572,2.107564,[28 33] ; [ 9 21],[24.8021978 36.1978022] ; [12.1978022 17.8021978],0
p1,1,0.161463,1.960474,[ 6 92] ; [ 5 32],[ 7.98518519 90.01481481] ; [ 3.01481481 33.98518519],0
p5,1,0.19086,1.710964,[ 3 95] ; [ 3 33],[ 4.3880597 93.6119403] ; [ 1.6119403 34.3880597],0
r3,1,0.204366,1.610895,[95  3] ; [34  3],[93.64444444  4.35555556] ; [35.35555556  1.64444444],0
a1,1,0.204366,1.610895,[ 3 95] ; [ 3 34],[ 4.35555556 93.64444444] ; [ 1.64444444 35.35555556],0
p3,1,0.207894,1.586032,[35 63] ; [ 9 28],[31.94074074 66.05925926] ; [12.05925926 24.94074074],0
u2,1,0.240848,1.375624,[12 10] ; [9 3],[13.58823529  8.41176471] ; [7.41176471 4.58823529],0
a3,1,0.246118,1.345205,[75 22] ; [25 12],[72.3880597 24.6119403] ; [27.6119403  9.3880597],0
a8,1,0.268717,1.223282,[17 71] ; [ 4 32],[14.90322581 73.09677419] ; [ 6.09677419 29.90322581],0
b4,1,0.342516,0.900993,[52 46] ; [23 14],[54.44444444 43.55555556] ; [20.55555556 16.44444444],0
v4,1,0.346636,0.885735,[94  4] ; [34  3],[92.91851852  5.08148148] ; [35.08148148  1.91851852],0
a5,1,0.354417,0.857578,[69 29] ; [29  8],[71.14074074 26.85925926] ; [26.85925926 10.14074074],0
p6,1,0.3731,0.793314,[25 70] ; [ 7 30],[23.03030303 71.96969697] ; [ 8.96969697 28.03030303],0
s6,1,0.377441,0.779021,[77 20] ; [31  5],[78.76691729 18.23308271] ; [29.23308271  6.76691729],0
n4,1,0.405406,0.692232,[72 25] ; [30  7],[73.8358209 23.1641791] ; [28.1641791  8.8358209],0
d2,1,0.42006,0.650146,[48 50] ; [21 16],[50.08888889 47.91111111] ; [18.91111111 18.08888889],0
s5,1,0.430747,0.620809,[35 57] ; [16 19],[36.94488189 55.05511811] ; [14.05511811 20.94488189],0
n5,1,0.431755,0.618097,[66 30] ; [28  9],[67.84962406 28.15037594] ; [26.15037594 10.84962406],0
a2,1,0.440224,0.595698,[18 80] ; [ 9 28],[19.6 78.4] ; [ 7.4 29.6],0
s2,1,0.457188,0.55277,[65 33] ; [22 15],[63.15555556 34.84444444] ; [23.84444444 13.15555556],0
d1,1,0.459815,0.546345,[54 44] ; [23 14],[55.8962963 42.1037037] ; [21.1037037 15.8962963],0
v3,1,0.474481,0.511522,[43 54] ; [17 16],[44.76923077 52.23076923] ; [15.23076923 17.76923077],0
v1,1,0.484618,0.488454,[51 41] ; [18 19],[49.20930233 42.79069767] ; [19.79069767 17.20930233],0
s3,1,0.496425,0.462571,[72 26] ; [25 12],[70.41481481 27.58518519] ; [26.58518519 10.41481481],0
n3,1,0.510416,0.433215,[18  7] ; [8 5],[17.10526316  7.89473684] ; [8.89473684 4.10526316],0
r2,1,0.532706,0.389228,[91  5] ; [36  1],[91.66917293  4.33082707] ; [35.33082707  1.66917293],0
s1,1,0.535547,0.383856,[ 3 93] ; [ 2 35],[ 3.60902256 92.39097744] ; [ 1.39097744 35.60902256],0
a4,1,0.545817,0.364865,[42 56] ; [18 19],[43.55555556 54.44444444] ; [16.44444444 20.55555556],0
s7,1,0.567377,0.32709,[70 27] ; [27  8],[71.28030303 25.71969697] ; [25.71969697  9.28030303],0
a6,1,0.666734,0.185447,[59 38] ; [24 13],[60.08208955 36.91791045] ; [22.91791045 14.08208955],0
n6,1,0.739357,0.110693,[81 16] ; [30  7],[80.35074627 16.64925373] ; [30.64925373  6.35074627],0
d4,1,0.770596,0.085028,[80 18] ; [31  6],[80.57777778 17.42222222] ; [30.42222222  6.57777778],0
v2,1,0.825753,0.048467,[59 35] ; [20 13],[58.47244094 35.52755906] ; [20.52755906 12.47244094],0
r1,1,0.857359,0.032305,[80 17] ; [31  6],[80.35074627 16.64925373] ; [30.64925373  6.35074627],0
n2,1,0.915595,0.011233,[20  5] ; [11  3],[19.87179487  5.12820513] ; [11.12820513  2.87179487],0
b5,1,0.937213,0.006205,[59 39] ; [22 15],[58.8 39.2] ; [22.2 14.8],0
u3,1,0.944322,0.004877,[17  6] ; [9 3],[17.08571429  5.91428571] ; [8.91428571 3.08571429],0
d3,1,0.976794,0.000846,[58 40] ; [22 15],[58.07407407 39.92592593] ; [21.92592593 15.07407407],0
u1,1,0.987649,0.00024,[16 82] ; [ 6 31],[15.97037037 82.02962963] ; [ 6.02962963 30.97037037],0
d5,1,0.987649,0.00024,[82 16] ; [31  6],[82.02962963 15.97037037] ; [30.97037037  6.02962963],0
r4,1,0.991663,0.000109,[90  8] ; [34  3],[90.01481481  7.98518519] ; [33.98518519  3.01481481],0
