Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,286.648781,[ 76 243] ; [310  40],[184.0568012 134.9431988] ; [201.9431988 148.0568012],1
s7,1,0.0,140.105193,[ 88 214] ; [259  83],[162.72360248 139.27639752] ; [184.27639752 157.72360248],1
s6,1,0.0,117.229383,[155 163] ; [304  43],[219.49172932  98.50827068] ; [239.50827068 107.49172932],1
s8,1,0.0,91.10121,[ 89 232] ; [227 125],[150.72213967 170.27786033] ; [165.27786033 186.72213967],1
s5,1,0.0,60.391882,[ 61 252] ; [163 173],[108.03081664 204.96918336] ; [115.96918336 220.03081664],1
s4,1,1.3e-05,19.064067,[ 27 293] ; [ 71 277],[ 46.94610778 273.05389222] ; [ 51.05389222 296.94610778],1
d4,1,1.8e-05,18.354825,[246  76] ; [311  39],[266.89583333  55.10416667] ; [290.10416667  59.89583333],1
d1,1,0.000206,13.774023,[175 148] ; [241 113],[198.47562777 124.52437223] ; [217.52437223 136.47562777],1
p10,1,0.000437,12.366492,[245  71] ; [309  43],[262.07185629  53.92814371] ; [291.92814371  60.07185629],1
p4,1,0.000492,12.146194,[179 140] ; [242 108],[200.74588939 118.25411061] ; [220.25411061 129.74588939],1
u1,1,0.000592,11.799491,[ 47 276] ; [ 89 265],[ 64.88626292 258.11373708] ; [ 71.11373708 282.88626292],1
p6,1,0.000669,11.572096,[106 211] ; [161 186],[127.46837349 189.53162651] ; [139.53162651 207.46837349],1
p9,1,0.001672,9.878282,[258  60] ; [313  36],[272.23088456  45.76911544] ; [298.76911544  50.23088456],0
p12,1,0.0018,9.74303,[ 17 301] ; [ 43 308],[ 28.52017937 289.47982063] ; [ 31.47982063 319.52017937],0
a3,1,0.00204,9.512984,[220 101] ; [278  74],[237.53046062  83.46953938] ; [260.46953938  91.53046062],0
r4,1,0.004272,8.16437,[290  33] ; [338  16],[299.62186115  23.37813885] ; [328.37813885  25.62186115],0
u4,1,0.004321,8.14372,[  2 321] ; [ 14 340],[  7.63367799 315.36632201] ; [  8.36632201 345.63367799],0
n5,1,0.006469,7.414814,[264  57] ; [316  37],[276.23145401  44.76854599] ; [303.76854599  49.23145401],0
s1,1,0.007316,7.193703,[  5 314] ; [ 19 331],[ 11.44394619 307.55605381] ; [ 12.55605381 337.44394619],0
d2,1,0.009619,6.704153,[149 172] ; [198 153],[165.75446429 155.24553571] ; [181.24553571 169.75446429],0
a6,1,0.014304,6.000242,[236  87] ; [225 125],[221.2526003 101.7473997] ; [239.7473997 110.2526003],0
v3,1,0.015324,5.878812,[121 193] ; [163 177],[136.35474006 177.64525994] ; [147.64525994 192.35474006],0
a2,1,0.017714,5.624167,[ 70 253] ; [105 249],[ 83.49335303 239.50664697] ; [ 91.50664697 262.49335303],0
n6,1,0.01803,5.593242,[278  45] ; [323  29],[287.58962963  35.41037037] ; [313.41037037  38.58962963],0
v1,1,0.02345,5.13483,[163 153] ; [207 136],[177.42033384 138.57966616] ; [192.57966616 150.42033384],0
u3,1,0.025715,4.97506,[50 52] ; [50 26],[57.30337079 44.69662921] ; [42.69662921 33.30337079],0
r1,1,0.02685,4.900446,[255  66] ; [304  50],[265.83555556  55.16444444] ; [293.16444444  60.83555556],0
r2,1,0.03131,4.635867,[302  16] ; [344   7],[307.06726457  10.93273543] ; [338.93273543  12.06726457],0
d3,1,0.048389,3.896419,[211 112] ; [254  97],[222.84124629 100.15875371] ; [242.15875371 108.84124629],0
a4,1,0.053879,3.716452,[143 177] ; [184 169],[155.48291233 164.51708767] ; [171.51708767 181.48291233],0
p3,1,0.058238,3.586859,[160 161] ; [200 150],[172.22056632 148.77943368] ; [187.77943368 162.22056632],0
p5,1,0.07917,3.081858,[ 35 286] ; [ 54 294],[ 42.70403587 278.29596413] ; [ 46.29596413 301.70403587],0
d5,1,0.085843,2.95065,[259  64] ; [299  52],[267.40949555  55.59050445] ; [290.59050445  60.40949555],0
a8,1,0.091539,2.847106,[ 37 249] ; [ 58 266],[ 44.54098361 241.45901639] ; [ 50.45901639 273.54098361],0
p7,1,0.101854,2.676264,[198 118] ; [235 107],[207.94528875 108.05471125] ; [225.05471125 116.94528875],0
u2,1,0.121013,2.404161,[52 49] ; [48 28],[57.06214689 43.93785311] ; [42.93785311 33.06214689],0
a5,1,0.122012,2.391297,[240  83] ; [280  73],[248.46153846  74.53846154] ; [271.53846154  81.46153846],0
n2,1,0.142957,2.145838,[50 20] ; [51 11],[53.56060606 16.43939394] ; [47.43939394 14.56060606],0
v2,1,0.185864,1.750104,[169 141] ; [204 138],[177.34662577 132.65337423] ; [195.65337423 146.34662577],0
a1,1,0.198667,1.652146,[ 13 310] ; [ 22 332],[ 16.69867061 306.30132939] ; [ 18.30132939 335.69867061],0
