Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.682513,[15  1] ; [12 35],[6.85714286 9.14285714] ; [20.14285714 26.85714286],1
b4,1,0.001067,10.707855,[ 3 13] ; [31 16],[8.63492063 7.36507937] ; [25.36507937 21.63492063],0
p7,1,0.001067,10.707855,[13  3] ; [16 31],[7.36507937 8.63492063] ; [21.63492063 25.36507937],0
s3,1,0.036397,4.378409,[8 8] ; [10 35],[ 4.72131148 11.27868852] ; [13.27868852 31.72131148],0
p8,1,0.043852,4.062241,[9 7] ; [13 33],[ 5.67741935 10.32258065] ; [16.32258065 29.67741935],0
s4,1,0.051326,3.797609,[ 5 11] ; [ 5 42],[ 2.53968254 13.46031746] ; [ 7.46031746 39.53968254],0
v3,1,0.053609,3.724836,[ 6 10] ; [ 7 40],[ 3.3015873 12.6984127] ; [ 9.6984127 37.3015873],0
p6,1,0.056239,3.644962,[ 5 11] ; [ 5 41],[ 2.58064516 13.41935484] ; [ 7.41935484 38.58064516],0
s2,1,0.05687,3.626403,[7 9] ; [ 9 37],[ 4.12903226 11.87096774] ; [11.87096774 34.12903226],0
a6,1,0.092423,2.831649,[10  6] ; [18 29],[7.11111111 8.88888889] ; [20.88888889 26.11111111],0
d5,1,0.129053,2.303856,[11  5] ; [22 25],[8.38095238 7.61904762] ; [24.61904762 22.38095238],0
s7,1,0.132529,2.262626,[5 9] ; [ 7 35],[ 3. 11.] ; [ 9. 33.],0
n6,1,0.146908,2.104066,[12  4] ; [25 21],[9.5483871 6.4516129] ; [27.4516129 18.5483871],0
u3,1,0.186449,1.745455,[4 6] ; [ 4 18],[2.5 7.5] ; [ 5.5 16.5],0
a8,1,0.218286,1.515603,[ 4 12] ; [ 5 37],[ 2.48275862 13.51724138] ; [ 6.51724138 35.48275862],0
n4,1,0.218809,1.512168,[11  5] ; [24 23],[8.88888889 7.11111111] ; [26.11111111 20.88888889],0
v4,1,0.218809,1.512168,[11  5] ; [24 23],[8.88888889 7.11111111] ; [26.11111111 20.88888889],0
a3,1,0.245659,1.347826,[ 6 10] ; [25 21],[8. 8.] ; [23. 23.],0
p5,1,0.25291,1.307159,[ 2 14] ; [ 2 44],[ 1.03225806 14.96774194] ; [ 2.96774194 43.03225806],0
s8,1,0.314591,1.011303,[ 5 11] ; [ 9 38],[ 3.55555556 12.44444444] ; [10.44444444 36.55555556],0
n1,1,0.333697,0.934497,[2 2] ; [ 6 17],[1.18518519 2.81481481] ; [ 6.81481481 16.18518519],0
v2,1,0.382684,0.762062,[ 4 11] ; [18 28],[5.40983607 9.59016393] ; [16.59016393 29.40983607],0
b5,1,0.411524,0.674393,[8 8] ; [29 18],[9.3968254 6.6031746] ; [27.6031746 19.3968254],0
p2,1,0.424747,0.637143,[11  5] ; [27 20],[9.65079365 6.34920635] ; [28.34920635 18.65079365],0
u2,1,0.445601,0.581818,[4 6] ; [12 10],[5. 5.] ; [11. 11.],0
s6,1,0.486046,0.485267,[7 9] ; [16 31],[ 5.84126984 10.15873016] ; [17.15873016 29.84126984],0
a5,1,0.514095,0.425724,[9 7] ; [22 25],[7.87301587 8.12698413] ; [23.12698413 23.87301587],0
n3,1,0.5891,0.291752,[3 1] ; [14  9],[2.51851852 1.48148148] ; [14.48148148  8.51851852],0
n5,1,0.613026,0.255792,[11  5] ; [29 18],[10.15873016  5.84126984] ; [29.84126984 17.15873016],0
a7,1,0.613251,0.255468,[7 9] ; [24 23],[7.87301587 8.12698413] ; [23.12698413 23.87301587],0
r4,1,0.617409,0.249525,[ 4 12] ; [ 9 38],[ 3.3015873 12.6984127] ; [ 9.6984127 37.3015873],0
p9,1,0.693012,0.155844,[10  6] ; [25 19],[9.33333333 6.66666667] ; [25.66666667 18.33333333],0
d4,1,0.700223,0.14824,[9 7] ; [29 18],[9.65079365 6.34920635] ; [28.34920635 18.65079365],0
d3,1,0.719772,0.128711,[7 9] ; [23 24],[7.61904762 8.38095238] ; [22.38095238 24.61904762],0
b1,1,0.721405,0.127151,[11  5] ; [30 17],[10.41269841  5.58730159] ; [30.58730159 16.41269841],0
r1,1,0.721405,0.127151,[ 5 11] ; [17 30],[ 5.58730159 10.41269841] ; [16.41269841 30.58730159],0
p10,1,0.723691,0.124984,[9 7] ; [23 22],[8.39344262 7.60655738] ; [23.60655738 21.39344262],0
u1,1,0.746236,0.104721,[ 1 15] ; [ 2 45],[ 0.76190476 15.23809524] ; [ 2.23809524 44.76190476],0
s1,1,0.772625,0.083488,[ 1 15] ; [ 4 43],[ 1.26984127 14.73015873] ; [ 3.73015873 43.26984127],0
a2,1,0.772625,0.083488,[ 1 15] ; [ 4 43],[ 1.26984127 14.73015873] ; [ 3.73015873 43.26984127],0
a4,1,0.783632,0.075399,[ 5 11] ; [13 34],[ 4.57142857 11.42857143] ; [13.42857143 33.57142857],0
v1,1,0.836003,0.042852,[ 4 12] ; [13 34],[ 4.31746032 11.68253968] ; [12.68253968 34.31746032],0
d2,1,0.836003,0.042852,[ 4 12] ; [13 34],[ 4.31746032 11.68253968] ; [12.68253968 34.31746032],0
d1,1,0.836003,0.042852,[ 4 12] ; [13 34],[ 4.31746032 11.68253968] ; [12.68253968 34.31746032],0
r3,1,0.920231,0.010028,[11  5] ; [31 15],[10.83870968  5.16129032] ; [31.16129032 14.83870968],0
p11,1,0.933411,0.006981,[9 7] ; [27 20],[9.14285714 6.85714286] ; [26.85714286 20.14285714],0
b2,1,0.951264,0.003736,[3 9] ; [ 7 20],[3.07692308 8.92307692] ; [ 6.92307692 20.07692308],0
b3,1,0.951264,0.003736,[3 9] ; [ 7 20],[3.07692308 8.92307692] ; [ 6.92307692 20.07692308],0
p12,1,0.984968,0.000355,[ 1 15] ; [ 3 44],[ 1.01587302 14.98412698] ; [ 2.98412698 44.01587302],0
