Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,94.587386,[260  29] ; [46 59],[224.45177665  64.54822335] ; [81.54822335 23.45177665],1
r2,1,0.0,41.843495,[269  16] ; [70 30],[250.94805195  34.05194805] ; [88.05194805 11.94805195],1
r3,1,0.0,30.692126,[270  17] ; [77 27],[254.70332481  32.29667519] ; [92.29667519 11.70332481],1
v4,1,0.0,26.18697,[265  20] ; [76 27],[250.47680412  34.52319588] ; [90.52319588 12.47680412],1
d1,1,1.6e-05,18.571303,[159 130] ; [32 73],[140.09898477 148.90101523] ; [50.90101523 54.09898477],1
s8,1,2.5e-05,17.790603,[ 98 190] ; [13 92],[ 81.34351145 206.65648855] ; [29.65648855 75.34351145],1
d4,1,2.6e-05,17.659563,[235  51] ; [65 40],[219.43734015  66.56265985] ; [80.56265985 24.43734015],1
a5,1,4.7e-05,16.581109,[202  87] ; [50 55],[184.84263959 104.15736041] ; [67.15736041 37.84263959],1
a7,1,5.3e-05,16.337928,[215  73] ; [56 49],[198.59541985  89.40458015] ; [72.40458015 32.59541985],1
v2,1,7.6e-05,15.663296,[143 127] ; [31 72],[125.95174263 144.04825737] ; [48.04825737 54.95174263],1
d5,1,0.00011,14.957809,[224  64] ; [61 44],[208.85496183  79.14503817] ; [76.14503817 28.85496183],1
d3,1,0.000161,14.23546,[197  91] ; [50 55],[181.00763359 106.99236641] ; [65.99236641 39.00763359],1
s6,1,0.000311,13.003763,[169 115] ; [40 63],[153.374677 130.625323] ; [55.625323 47.374677],1
u3,1,0.001981,9.567468,[53 37] ; [15 33],[44.34782609 45.65217391] ; [23.65217391 24.34782609],0
p2,1,0.002139,9.426336,[211  78] ; [59 45],[198.54961832  90.45038168] ; [71.45038168 32.54961832],0
v1,1,0.003304,8.631669,[121 163] ; [26 74],[108.71875 175.28125] ; [38.28125 61.71875],0
a6,1,0.003388,8.585759,[197  91] ; [55 50],[184.67175573 103.32824427] ; [67.32824427 37.67175573],0
s7,1,0.0039,8.32994,[106 170] ; [23 79],[ 94.19047619 181.80952381] ; [34.80952381 67.19047619],0
v3,1,0.004423,8.101584,[ 95 180] ; [20 83],[ 83.66402116 191.33597884] ; [31.33597884 71.66402116],0
a4,1,0.007828,7.072474,[123 165] ; [29 75],[111.67346939 176.32653061] ; [40.32653061 63.67346939],0
s3,1,0.007843,7.069065,[146 136] ; [38 66],[134.42487047 147.57512953] ; [49.57512953 54.42487047],0
a3,1,0.011297,6.41796,[197  90] ; [57 47],[186.4398977 100.5601023] ; [67.5601023 36.4398977],0
a2,1,0.013156,6.147952,[ 62 227] ; [11 94],[ 53.54568528 235.45431472] ; [19.45431472 85.54568528],0
p11,1,0.014589,5.96539,[208  81] ; [62 43],[198.04568528  90.95431472] ; [71.95431472 33.04568528],0
p7,1,0.016447,5.754464,[116 163] ; [29 74],[105.90314136 173.09685864] ; [39.09685864 63.90314136],0
a1,1,0.021808,5.261013,[  9 280] ; [ 9 96],[ 13.20304569 275.79695431] ; [  4.79695431 100.20304569],0
p10,1,0.028054,4.824741,[204  81] ; [61 41],[195.15503876  89.84496124] ; [69.84496124 32.15503876],0
u2,1,0.036955,4.352483,[50 39] ; [18 30],[44.17518248 44.82481752] ; [23.82481752 24.17518248],0
u1,1,0.046036,3.980286,[ 37 252] ; [ 6 99],[ 31.54060914 257.45939086] ; [11.45939086 93.54060914],0
s2,1,0.077141,3.124129,[120 164] ; [34 71],[112.43187661 171.56812339] ; [41.56812339 63.43187661],0
n6,1,0.082544,3.014088,[219  68] ; [71 34],[212.32142857  74.67857143] ; [77.67857143 27.32142857],0
n4,1,0.088605,2.899531,[194  94] ; [61 44],[186.87022901 101.12977099] ; [68.12977099 36.87022901],0
s5,1,0.133476,2.251608,[ 69 210] ; [18 85],[ 63.54188482 215.45811518] ; [23.45811518 79.54188482],0
b1,1,0.183244,1.771112,[100 189] ; [44 61],[105.62436548 183.37563452] ; [38.37563452 66.62436548],0
b3,1,0.192581,1.69776,[ 47 117] ; [23 38],[ 51.02222222 112.97777778] ; [18.97777778 42.02222222],0
b2,1,0.192581,1.69776,[ 47 117] ; [23 38],[ 51.02222222 112.97777778] ; [18.97777778 42.02222222],0
p8,1,0.219454,1.507941,[ 93 191] ; [27 76],[ 88.0620155 195.9379845] ; [31.9379845 71.0620155],0
s1,1,0.222236,1.489874,[ 13 270] ; [  2 103],[ 10.94072165 272.05927835] ; [  4.05927835 100.94072165],0
p12,1,0.233703,1.418182,[ 13 273] ; [  2 102],[ 11. 275.] ; [  4. 100.],0
n3,1,0.234626,1.412594,[61 29] ; [24 18],[57.95454545 32.04545455] ; [27.04545455 14.95454545],0
d2,1,0.257362,1.282893,[126 161] ; [39 65],[121.11253197 165.88746803] ; [43.88746803 60.11253197],0
p9,1,0.258706,1.275666,[209  75] ; [67 32],[204.65796345  79.34203655] ; [71.34203655 27.65796345],0
p4,1,0.320785,0.985741,[ 82 202] ; [25 80],[ 78.11825193 205.88174807] ; [28.88174807 76.11825193],0
b4,1,0.320855,0.985458,[173 116] ; [57 48],[168.70558376 120.29441624] ; [61.29441624 43.70558376],0
s4,1,0.338813,0.914916,[ 43 243] ; [20 85],[ 46.08184143 239.91815857] ; [16.91815857 88.08184143],0
a8,1,0.426371,0.632689,[ 37 224] ; [11 89],[ 34.70360111 226.29639889] ; [13.29639889 86.70360111],0
n2,1,0.55168,0.354317,[66 26] ; [28 14],[64.53731343 27.46268657] ; [29.46268657 12.53731343],0
p1,1,0.66721,0.184883,[ 11 276] ; [ 5 99],[ 11.74424552 275.25575448] ; [ 4.25575448 99.74424552],0
u4,1,0.735011,0.11456,[  4 285] ; [  1 104],[  3.66751269 285.33248731] ; [  1.33248731 103.66751269],0
n1,1,0.814135,0.05527,[33 58] ; [14 27],[32.40151515 58.59848485] ; [14.59848485 26.40151515],0
b5,1,0.933356,0.006993,[172 117] ; [62 43],[171.63959391 117.36040609] ; [62.36040609 42.63959391],0
n5,1,0.941627,0.005362,[183 102] ; [67 38],[182.69230769 102.30769231] ; [67.30769231 37.69230769],0
p5,1,0.981672,0.000528,[ 11 276] ; [ 4 99],[ 11.03846154 275.96153846] ; [ 3.96153846 99.03846154],0
