Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9.1e-05,15.309113,[55  5] ; [228 114],[42.23880597 17.76119403] ; [240.76119403 101.23880597],1
b5,1,0.347954,0.880905,[40 21] ; [206 142],[36.68948655 24.31051345] ; [209.31051345 138.68948655],0
p11,1,0.36851,0.808682,[53  8] ; [286  62],[50.5599022 10.4400978] ; [288.4400978  59.5599022],0
p5,1,0.405225,0.692765,[11 50] ; [ 48 296],[ 8.88641975 52.11358025] ; [ 50.11358025 293.88641975],0
d3,1,0.455603,0.556676,[55  6] ; [300  46],[53.20638821  7.79361179] ; [301.79361179  44.20638821],0
r2,1,0.517241,0.419392,[59  1] ; [332  11],[58.2133995  1.7866005] ; [332.7866005  10.2133995],0
a7,1,0.541171,0.373374,[44 17] ; [263  84],[45.8995098 15.1004902] ; [261.1004902  85.8995098],0
a4,1,0.565837,0.329697,[35 26] ; [212 134],[37.01965602 23.98034398] ; [209.98034398 136.01965602],0
n2,1,0.566367,0.3288,[10  3] ; [49 22],[9.13095238 3.86904762] ; [49.86904762 21.13095238],0
r3,1,0.57131,0.320495,[56  4] ; [329  17],[56.89655172  3.10344828] ; [328.10344828  17.89655172],0
a3,1,0.583138,0.301188,[52  9] ; [285  61],[50.50859951 10.49140049] ; [286.49140049  59.50859951],0
a2,1,0.601801,0.272288,[21 40] ; [132 216],[22.8190709 38.1809291] ; [130.1809291 217.8190709],0
p1,1,0.606347,0.265529,[ 5 56] ; [ 36 312],[ 6.11491443 54.88508557] ; [ 34.88508557 313.11491443],0
d5,1,0.655703,0.198785,[59  2] ; [337   8],[59.49753695  1.50246305] ; [336.50246305   8.49753695],0
r1,1,0.662764,0.190184,[53  8] ; [294  53],[51.87990196  9.12009804] ; [295.12009804  51.87990196],0
u3,1,0.714748,0.133581,[5 4] ; [39 24],[5.5 3.5] ; [38.5 24.5],0
p12,1,0.784903,0.074494,[ 6 55] ; [ 38 307],[ 6.61083744 54.38916256] ; [ 37.38916256 307.61083744],0
b1,1,0.806082,0.060262,[23 38] ; [137 211],[23.86308068 37.13691932] ; [136.13691932 211.86308068],0
u2,1,0.814146,0.055263,[5 4] ; [37 25],[5.32394366 3.67605634] ; [36.67605634 25.32394366],0
a6,1,0.842209,0.039628,[46 15] ; [256  89],[45.37438424 15.62561576] ; [256.62561576  88.37438424],0
u1,1,0.902228,0.015091,[18 43] ; [100 248],[17.599022 43.400978] ; [100.400978 247.599022],0
d4,1,0.951657,0.003676,[60  1] ; [337   6],[59.94306931  1.05693069] ; [337.05693069   5.94306931],0
v1,1,0.952251,0.003586,[37 24] ; [207 132],[37.21 23.79] ; [206.79 132.21],0
