Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.703647,[31 58] ; [41 13],[44.81118881 44.18881119] ; [27.18881119 26.81118881],1
p4,1,4e-06,21.508029,[22 69] ; [34 20],[35.14482759 55.85517241] ; [20.85517241 33.14482759],1
p3,1,7e-06,20.199686,[17 74] ; [30 25],[29.29452055 61.70547945] ; [17.70547945 37.29452055],1
p6,1,7.8e-05,15.596777,[ 9 80] ; [20 33],[18.17605634 70.82394366] ; [10.82394366 42.17605634],1
p10,1,0.001665,9.886364,[45 45] ; [42 13],[54. 36.] ; [33. 22.],0
s8,1,0.006032,7.540779,[ 9 82] ; [15 40],[14.95890411 76.04109589] ; [ 9.04109589 45.95890411],0
p2,1,0.011584,6.373435,[50 40] ; [42 13],[57.10344828 32.89655172] ; [34.89655172 20.10344828],0
r4,1,0.022539,5.203686,[59 33] ; [45 10],[65.08843537 26.91156463] ; [38.91156463 16.08843537],0
v2,1,0.033548,4.517593,[29 57] ; [28 26],[35.01428571 50.98571429] ; [21.98571429 32.01428571],0
a5,1,0.046983,3.945984,[43 49] ; [35 20],[48.81632653 43.18367347] ; [29.18367347 25.81632653],0
p11,1,0.055434,3.668978,[58 34] ; [43 12],[63.21088435 28.78911565] ; [37.78911565 17.21088435],0
v4,1,0.070977,3.260292,[71 21] ; [49  6],[75.10204082 16.89795918] ; [44.89795918 10.10204082],0
p9,1,0.073776,3.196938,[54 36] ; [41 14],[58.96551724 31.03448276] ; [36.03448276 18.96551724],0
n6,1,0.075293,3.163696,[61 31] ; [44 11],[65.71428571 26.28571429] ; [39.28571429 15.71428571],0
a1,1,0.092362,2.83272,[ 8 84] ; [ 1 54],[ 5.63265306 86.36734694] ; [ 3.36734694 51.63265306],0
r3,1,0.100826,2.692432,[68 24] ; [47  8],[71.97278912 20.02721088] ; [43.02721088 11.97278912],0
d1,1,0.105247,2.624175,[28 64] ; [24 31],[32.54421769 59.45578231] ; [19.45578231 35.54421769],0
a3,1,0.124256,2.362837,[50 41] ; [23 32],[45.5 45.5] ; [27.5 27.5],0
s5,1,0.142065,2.15545,[19 67] ; [18 36],[22.72857143 63.27142857] ; [14.27142857 39.72857143],0
n1,1,0.175836,1.83247,[ 9 28] ; [5 6],[10.79166667 26.20833333] ; [3.20833333 7.79166667],0
n2,1,0.175836,1.83247,[28  9] ; [6 5],[26.20833333 10.79166667] ; [7.79166667 3.20833333],0
u2,1,0.186036,1.748738,[13 28] ; [15 17],[15.7260274 25.2739726] ; [12.2739726 19.7260274],0
v3,1,0.227685,1.455265,[18 69] ; [16 38],[20.9787234 66.0212766] ; [13.0212766 40.9787234],0
a6,1,0.254576,1.298014,[44 48] ; [21 34],[40.68027211 51.31972789] ; [24.31972789 30.68027211],0
d5,1,0.269806,1.217733,[50 42] ; [35 20],[53.19727891 38.80272109] ; [31.80272109 23.19727891],0
s3,1,0.335221,0.928625,[32 58] ; [15 39],[29.375 60.625] ; [17.625 36.375],0
p5,1,0.357576,0.846389,[ 6 85] ; [ 6 49],[ 7.47945205 83.52054795] ; [ 4.52054795 50.47945205],0
