Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,54.502352,[219  67] ; [45 73],[186.89108911  99.10891089] ; [77.10891089 40.89108911],1
d3,1,0.0,51.949992,[225  62] ; [49 69],[194.16790123  92.83209877] ; [79.83209877 38.16790123],1
u1,1,1.6e-05,18.646489,[ 67 222] ; [  6 112],[ 51.83538084 237.16461916] ; [21.16461916 96.83538084],1
a2,1,2.1e-05,18.088017,[ 87 202] ; [ 12 106],[ 70.2972973 218.7027027] ; [28.7027027 89.2972973],1
d1,1,4e-05,16.89057,[191  98] ; [52 66],[172.54791155 116.45208845] ; [70.45208845 47.54791155],1
r4,1,0.002045,9.509128,[269  20] ; [98 20],[260.5970516  28.4029484] ; [106.4029484  11.5970516],0
r1,1,0.004505,8.068088,[243  43] ; [86 32],[232.90594059  53.09405941] ; [96.09405941 21.90594059],0
d5,1,0.0052,7.808506,[237  50] ; [82 35],[226.61633663  60.38366337] ; [92.38366337 24.61633663],0
v4,1,0.017923,5.60363,[275  12] ; [104  12],[269.90818859  17.09181141] ; [109.09181141   6.90818859],0
u3,1,0.018927,5.508236,[50 27] ; [12 18],[44.61682243 32.38317757] ; [17.38317757 12.61682243],0
u2,1,0.021653,5.273477,[49 27] ; [12 18],[43.73584906 32.26415094] ; [17.26415094 12.73584906],0
p10,1,0.024461,5.06167,[241  44] ; [87 29],[233.11720698  51.88279302] ; [94.88279302 21.11720698],0
v2,1,0.027553,4.855811,[168 106] ; [55 57],[158.29533679 115.70466321] ; [64.70466321 47.29533679],0
r2,1,0.02762,4.851657,[276   8] ; [108   9],[271.96009975  12.03990025] ; [112.03990025   4.96009975],0
d4,1,0.029125,4.760196,[246  41] ; [89 27],[238.57320099  48.42679901] ; [96.42679901 19.57320099],0
b2,1,0.037629,4.321735,[ 68 113] ; [42 40],[ 75.70342205 105.29657795] ; [34.29657795 47.70342205],0
b3,1,0.037629,4.321735,[ 68 113] ; [42 40],[ 75.70342205 105.29657795] ; [34.29657795 47.70342205],0
n6,1,0.048364,3.897292,[243  43] ; [89 27],[236.19900498  49.80099502] ; [95.80099502 20.19900498],0
a5,1,0.055138,3.677903,[218  71] ; [78 40],[210.18181818  78.81818182] ; [85.81818182 32.18181818],0
s1,1,0.06992,3.284888,[ 17 268] ; [  2 114],[ 13.50374065 271.49625935] ; [  5.49625935 110.50374065],0
b1,1,0.096956,2.754922,[109 180] ; [55 63],[116.45208845 172.54791155] ; [47.54791155 70.45208845],0
p9,1,0.102227,2.670448,[249  38] ; [94 23],[243.66584158  43.33415842] ; [99.33415842 17.66584158],0
s6,1,0.11844,2.437831,[234  53] ; [85 29],[228.3117207  58.6882793] ; [90.6882793 23.3117207],0
b5,1,0.120552,2.410131,[176 113] ; [62 56],[168.997543 120.002457] ; [69.002457 48.997543],0
p2,1,0.159116,1.982606,[245  43] ; [92 24],[240.23762376  47.76237624] ; [96.76237624 19.23762376],0
p12,1,0.178517,1.809927,[ 36 252] ; [  9 106],[ 32.15880893 255.84119107] ; [ 12.84119107 102.15880893],0
p8,1,0.186131,1.747977,[152 135] ; [53 63],[145.99255583 141.00744417] ; [59.00744417 56.99255583],0
s2,1,0.196725,1.666525,[221  68] ; [83 35],[215.86240786  73.13759214] ; [88.13759214 29.86240786],0
p1,1,0.254828,1.296639,[ 30 256] ; [  8 109],[ 26.96774194 259.03225806] ; [ 11.03225806 105.96774194],0
r3,1,0.26116,1.262599,[278  10] ; [111   7],[275.9408867  12.0591133] ; [113.0591133   4.9408867],0
s8,1,0.270867,1.21235,[158 129] ; [72 46],[162.98765432 124.01234568] ; [67.01234568 50.98765432],0
p4,1,0.374977,0.787106,[177 110] ; [66 50],[173.05459057 113.94540943] ; [69.94540943 46.05459057],0
b4,1,0.38935,0.740972,[175 114] ; [66 52],[171.12776413 117.87223587] ; [69.87223587 48.12776413],0
d2,1,0.414779,0.665061,[149 138] ; [56 62],[145.27160494 141.72839506] ; [59.72839506 58.27160494],0
a1,1,0.425412,0.635317,[ 16 273] ; [  9 109],[ 17.75184275 271.24815725] ; [  7.24815725 110.75184275],0
s7,1,0.507362,0.439503,[169 108] ; [73 40],[171.88205128 105.11794872] ; [70.11794872 42.88205128],0
s5,1,0.514197,0.425517,[100 178] ; [45 69],[102.83163265 175.16836735] ; [42.16836735 71.83163265],0
n1,1,0.581119,0.304429,[30 31] ; [15 12],[31.19318182 29.80681818] ; [13.80681818 13.19318182],0
n2,1,0.611215,0.25841,[48 14] ; [23  5],[48.91111111 13.08888889] ; [22.08888889  5.91111111],0
a3,1,0.634642,0.225818,[210  78] ; [88 29],[211.91111111  76.08888889] ; [86.08888889 30.91111111],0
v1,1,0.635326,0.224907,[152 123] ; [66 48],[154.11311054 120.88688946] ; [63.88688946 50.11311054],0
p7,1,0.644248,0.213229,[181  97] ; [77 37],[182.96938776  95.03061224] ; [75.03061224 38.96938776],0
a8,1,0.720713,0.12781,[ 49 218] ; [19 94],[ 47.77894737 219.22105263] ; [20.22105263 92.77894737],0
p11,1,0.751814,0.100013,[227  62] ; [91 27],[225.8034398  63.1965602] ; [92.1965602 25.8034398],0
v3,1,0.816626,0.053772,[117 155] ; [48 67],[115.96899225 156.03100775] ; [49.03100775 65.96899225],0
n3,1,0.831105,0.04549,[45 17] ; [19  8],[44.58426966 17.41573034] ; [19.41573034  7.58426966],0
p6,1,0.83709,0.042278,[106 180] ; [41 73],[105.105 180.895] ; [41.895 72.105],0
u4,1,0.839106,0.041224,[ 11 278] ; [  5 113],[ 11.36117936 277.63882064] ; [  4.63882064 113.36117936],0
a4,1,0.876377,0.0242,[126 163] ; [52 65],[126.7044335 162.2955665] ; [51.2955665 65.7044335],0
p5,1,0.887946,0.019854,[ 38 246] ; [16 99],[ 38.43609023 245.56390977] ; [15.56390977 99.43609023],0
p3,1,0.909793,0.012837,[146 140] ; [59 58],[145.48387097 140.51612903] ; [59.51612903 57.48387097],0
n5,1,0.915918,0.011146,[224  64] ; [90 25],[224.39702233  63.60297767] ; [89.60297767 25.39702233],0
n4,1,0.96077,0.002419,[232  56] ; [94 23],[231.82222222  56.17777778] ; [94.17777778 22.82222222],0
