Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.008251,6.978261,[ 7 18] ; [18 10],[11.79245283 13.20754717] ; [13.20754717 14.79245283],0
a6,1,0.028004,4.8278,[ 6 19] ; [15 13],[ 9.90566038 15.09433962] ; [11.09433962 16.90566038],0
s8,1,0.04517,4.012275,[ 3 22] ; [10 18],[ 6.13207547 18.86792453] ; [ 6.86792453 21.13207547],0
r3,1,0.050915,3.811068,[13 12] ; [21  6],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
a5,1,0.066405,3.369721,[ 8 17] ; [16 12],[11.32075472 13.67924528] ; [12.67924528 15.32075472],0
d3,1,0.072389,3.227996,[ 9 16] ; [17 11],[12.26415094 12.73584906] ; [13.73584906 14.26415094],0
d4,1,0.081333,3.038065,[13 12] ; [21  7],[16.03773585  8.96226415] ; [17.96226415 10.03773585],0
p11,1,0.081719,3.030374,[12 13] ; [20  8],[15.09433962  9.90566038] ; [16.90566038 11.09433962],0
r1,1,0.089187,2.888981,[ 6 19] ; [13 15],[ 8.96226415 16.03773585] ; [10.03773585 17.96226415],0
n3,1,0.098168,2.735065,[6 8] ; [9 3],[8.07692308 5.92307692] ; [6.92307692 5.07692308],0
n5,1,0.102122,2.672083,[18  7] ; [14 14],[15.09433962  9.90566038] ; [16.90566038 11.09433962],0
s6,1,0.102122,2.672083,[ 7 18] ; [14 14],[ 9.90566038 15.09433962] ; [11.09433962 16.90566038],0
v2,1,0.109659,2.559125,[ 6 18] ; [13 15],[ 8.76923077 15.23076923] ; [10.23076923 17.76923077],0
p6,1,0.123448,2.373016,[ 1 23] ; [ 5 23],[ 2.76923077 21.23076923] ; [ 3.23076923 24.76923077],0
a8,1,0.125311,2.34965,[ 1 21] ; [ 5 21],[ 2.75 19.25] ; [ 3.25 22.75],0
p10,1,0.128295,2.313014,[10 14] ; [17 10],[12.70588235 11.29411765] ; [14.29411765 12.70588235],0
b1,1,0.18431,1.762522,[17  8] ; [14 14],[14.62264151 10.37735849] ; [16.37735849 11.62264151],0
p4,1,0.204876,1.607268,[ 5 20] ; [10 18],[ 7.0754717 17.9245283] ; [ 7.9245283 20.0754717],0
s1,1,0.246207,1.344701,[ 3 22] ; [ 1 27],[ 1.88679245 23.11320755] ; [ 2.11320755 25.88679245],0
n1,1,0.250478,1.320635,[ 2 12] ; [4 8],[ 3.23076923 10.76923077] ; [2.76923077 9.23076923],0
r4,1,0.274981,1.191731,[ 4 21] ; [ 8 20],[ 5.66037736 19.33962264] ; [ 6.33962264 21.66037736],0
p8,1,0.2788,1.172932,[ 5 20] ; [ 9 18],[ 6.73076923 18.26923077] ; [ 7.26923077 19.73076923],0
