Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.012837,6.191406,[9 4] ; [10 24],[5.25531915 7.74468085] ; [13.74468085 20.25531915],0
p7,1,0.027607,4.852413,[ 1 12] ; [14 20],[4.14893617 8.85106383] ; [10.85106383 23.14893617],0
p3,1,0.027607,4.852413,[ 1 12] ; [14 20],[4.14893617 8.85106383] ; [10.85106383 23.14893617],0
p4,1,0.066681,3.362891,[ 2 11] ; [15 19],[4.70212766 8.29787234] ; [12.29787234 21.70212766],0
r3,1,0.082854,3.00801,[12  1] ; [23 11],[9.68085106 3.31914894] ; [25.31914894  8.68085106],0
v1,1,0.163811,1.938686,[ 2 11] ; [12 21],[3.95652174 9.04347826] ; [10.04347826 22.95652174],0
s3,1,0.186997,1.741121,[7 5] ; [12 21],[5.06666667 6.93333333] ; [13.93333333 19.06666667],0
p6,1,0.202646,1.623204,[ 1 12] ; [ 8 25],[ 2.54347826 10.45652174] ; [ 6.45652174 26.54347826],0
a4,1,0.203401,1.617787,[4 9] ; [17 16],[5.93478261 7.06521739] ; [15.06521739 17.93478261],0
d3,1,0.248024,1.334398,[10  3] ; [20 14],[8.29787234 4.70212766] ; [21.70212766 12.29787234],0
u2,1,0.310494,1.028571,[2 1] ; [3 6],[1.25 1.75] ; [3.75 5.25],0
p11,1,0.312326,1.020814,[9 4] ; [18 16],[7.46808511 5.53191489] ; [19.53191489 14.46808511],0
p9,1,0.314296,1.012535,[6 7] ; [20 12],[7.51111111 5.48888889] ; [18.48888889 13.51111111],0
b4,1,0.323879,0.973217,[11  2] ; [24 10],[9.68085106 3.31914894] ; [25.31914894  8.68085106],0
u3,1,0.371093,0.8,[1 2] ; [1 8],[0.5 2.5] ; [1.5 7.5],0
d2,1,0.417292,0.657929,[7 6] ; [22 11],[8.19565217 4.80434783] ; [20.80434783 12.19565217],0
r2,1,0.420153,0.649888,[10  3] ; [20 11],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
p10,1,0.424851,0.636858,[5 8] ; [17 16],[6.2173913 6.7826087] ; [15.7826087 17.2173913],0
a6,1,0.434508,0.610744,[6 7] ; [20 14],[7.19148936 5.80851064] ; [18.80851064 15.19148936],0
s8,1,0.46088,0.543758,[4 9] ; [ 7 27],[3.04255319 9.95744681] ; [ 7.95744681 26.04255319],0
s5,1,0.464106,0.535975,[ 2 10] ; [ 9 24],[2.93333333 9.06666667] ; [ 8.06666667 24.93333333],0
n6,1,0.465819,0.531876,[9 4] ; [19 14],[7.91304348 5.08695652] ; [20.08695652 12.91304348],0
p12,1,0.485093,0.487391,[ 1 12] ; [ 1 32],[ 0.56521739 12.43478261] ; [ 1.43478261 31.56521739],0
s2,1,0.493828,0.468174,[4 9] ; [ 7 26],[3.10869565 9.89130435] ; [ 7.89130435 25.10869565],0
v3,1,0.493828,0.468174,[4 9] ; [ 7 26],[3.10869565 9.89130435] ; [ 7.89130435 25.10869565],0
s4,1,0.519243,0.415397,[ 1 12] ; [ 5 29],[ 1.65957447 11.34042553] ; [ 4.34042553 29.65957447],0
b2,1,0.592948,0.285764,[3 4] ; [ 8 17],[2.40625 4.59375] ; [ 8.59375 16.40625],0
b3,1,0.592948,0.285764,[3 4] ; [ 8 17],[2.40625 4.59375] ; [ 8.59375 16.40625],0
s7,1,0.597676,0.278515,[3 9] ; [10 20],[3.71428571 8.28571429] ; [ 9.28571429 20.71428571],0
n4,1,0.610633,0.259254,[9 4] ; [26  8],[9.68085106 3.31914894] ; [25.31914894  8.68085106],0
p8,1,0.620238,0.245534,[ 2 10] ; [ 8 26],[2.60869565 9.39130435] ; [ 7.39130435 26.60869565],0
n5,1,0.620725,0.24485,[7 6] ; [21 13],[7.74468085 5.25531915] ; [20.25531915 13.74468085],0
s6,1,0.733594,0.115837,[6 7] ; [13 19],[5.48888889 7.51111111] ; [13.51111111 18.48888889],0
a8,1,0.742234,0.108173,[ 3 10] ; [ 6 26],[ 2.6 10.4] ; [ 6.4 25.6],0
p2,1,0.743325,0.107226,[7 6] ; [16 17],[6.5 6.5] ; [16.5 16.5],0
b1,1,0.757535,0.095308,[7 6] ; [20 14],[7.46808511 5.53191489] ; [19.53191489 14.46808511],0
a3,1,0.811359,0.056965,[10  3] ; [25  9],[9.68085106 3.31914894] ; [25.31914894  8.68085106],0
v2,1,0.813473,0.055672,[7 6] ; [17 17],[6.63829787 6.36170213] ; [17.36170213 16.63829787],0
d1,1,0.865283,0.028782,[8 5] ; [20 14],[7.74468085 5.25531915] ; [20.25531915 13.74468085],0
b5,1,0.90005,0.015775,[7 6] ; [19 15],[7.19148936 5.80851064] ; [18.80851064 15.19148936],0
u1,1,0.901061,0.015456,[ 1 12] ; [ 3 31],[ 1.10638298 11.89361702] ; [ 2.89361702 31.10638298],0
r1,1,0.955646,0.003093,[6 7] ; [16 18],[6.08510638 6.91489362] ; [15.91489362 18.08510638],0
a7,1,0.988613,0.000204,[8 5] ; [21 13],[8.0212766 4.9787234] ; [20.9787234 13.0212766],0
