Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,7e-06,20.22816,[39  6] ; [18 26],[28.82022472 16.17977528] ; [28.17977528 15.82022472],1
p10,1,0.0001,15.143478,[32 11] ; [14 29],[23. 20.] ; [23. 20.],1
p9,1,0.000129,14.651873,[36 10] ; [16 26],[27.18181818 18.81818182] ; [24.81818182 17.18181818],1
r3,1,0.000405,12.507619,[31 13] ; [14 29],[22.75862069 21.24137931] ; [22.24137931 20.75862069],1
s8,1,0.001322,10.311999,[14 32] ; [ 2 42],[ 8.17777778 37.82222222] ; [ 7.82222222 36.17777778],0
s6,1,0.0018,9.743461,[24 22] ; [ 9 35],[16.86666667 29.13333333] ; [16.13333333 27.86666667],0
p8,1,0.001893,9.650665,[23 23] ; [ 8 35],[16.02247191 29.97752809] ; [14.97752809 28.02247191],0
n6,1,0.001973,9.574603,[32 13] ; [16 26],[24.82758621 20.17241379] ; [23.17241379 18.82758621],0
p7,1,0.009634,6.701299,[27 16] ; [15 28],[21. 22.] ; [21. 22.],0
n3,1,0.011004,6.464646,[15  5] ; [ 7 13],[11.  9.] ; [11.  9.],0
a1,1,0.011392,6.403162,[ 1 45] ; [ 8 36],[ 4.6 41.4] ; [ 4.4 39.6],0
b1,1,0.019344,5.470162,[19 27] ; [29 15],[24.53333333 21.46666667] ; [23.46666667 20.53333333],0
s4,1,0.020204,5.394158,[13 33] ; [ 4 40],[ 8.68888889 37.31111111] ; [ 8.31111111 35.68888889],0
p4,1,0.022146,5.234248,[21 25] ; [10 34],[15.84444444 30.15555556] ; [15.15555556 28.84444444],0
s7,1,0.023177,5.155201,[17 27] ; [ 7 35],[12.27906977 31.72093023] ; [11.72093023 30.27906977],0
s3,1,0.029409,4.743518,[20 24] ; [10 33],[15.17241379 28.82758621] ; [14.82758621 28.17241379],0
b2,1,0.03001,4.708693,[ 7 23] ; [12 11],[10.75471698 19.24528302] ; [ 8.24528302 14.75471698],0
b3,1,0.03001,4.708693,[ 7 23] ; [12 11],[10.75471698 19.24528302] ; [ 8.24528302 14.75471698],0
p6,1,0.044792,4.026467,[13 32] ; [ 5 38],[ 9.20454545 35.79545455] ; [ 8.79545455 34.20454545],0
v2,1,0.045893,3.98553,[16 29] ; [ 7 35],[11.89655172 33.10344828] ; [11.10344828 30.89655172],0
v4,1,0.058373,3.583017,[29 13] ; [21 22],[24.70588235 17.29411765] ; [25.29411765 17.70588235],0
s5,1,0.062352,3.473684,[ 9 35] ; [ 3 41],[ 6. 38.] ; [ 6. 38.],0
p3,1,0.065365,3.395735,[15 31] ; [ 7 37],[11.24444444 34.75555556] ; [10.75555556 33.24444444],0
u2,1,0.096136,2.768508,[14 11] ; [ 7 15],[11.17021277 13.82978723] ; [ 9.82978723 12.17021277],0
s1,1,0.113366,2.506663,[ 2 44] ; [ 6 37],[ 4.13483146 41.86516854] ; [ 3.86516854 39.13483146],0
u3,1,0.172707,1.859289,[10 15] ; [ 5 18],[ 7.8125 17.1875] ; [ 7.1875 15.8125],0
n2,1,0.184844,1.758242,[15  5] ; [11  9],[13.  7.] ; [13.  7.],0
d5,1,0.18557,1.752443,[22 24] ; [15 29],[18.91111111 27.08888889] ; [18.08888889 25.91111111],0
a5,1,0.18557,1.752443,[22 24] ; [15 29],[18.91111111 27.08888889] ; [18.08888889 25.91111111],0
v3,1,0.208084,1.584708,[ 5 40] ; [ 9 34],[ 7.15909091 37.84090909] ; [ 6.84090909 36.15909091],0
a2,1,0.285195,1.142166,[ 1 45] ; [ 3 41],[ 2.04444444 43.95555556] ; [ 1.95555556 42.04444444],0
v1,1,0.324766,0.969658,[17 28] ; [12 31],[14.82954545 30.17045455] ; [14.17045455 28.82954545],0
u1,1,0.32819,0.956028,[ 3 43] ; [ 1 43],[ 2.04444444 43.95555556] ; [ 1.95555556 42.04444444],0
n1,1,0.337287,0.920716,[10 10] ; [ 7 13],[ 8.5 11.5] ; [ 8.5 11.5],0
b4,1,0.403754,0.697117,[26 20] ; [21 23],[24.02222222 21.97777778] ; [22.97777778 21.02222222],0
s2,1,0.408499,0.683166,[14 32] ; [10 34],[12.26666667 33.73333333] ; [11.73333333 32.26666667],0
r1,1,0.500279,0.454345,[10 36] ; [12 31],[11.37078652 34.62921348] ; [10.62921348 32.37078652],0
a3,1,0.54015,0.375262,[20 26] ; [21 21],[21.43181818 24.56818182] ; [19.56818182 22.43181818],0
p12,1,0.570326,0.322138,[ 2 43] ; [ 1 43],[ 1.51685393 43.48314607] ; [ 1.48314607 42.51685393],0
n4,1,0.620764,0.244796,[27 19] ; [23 20],[25.84269663 20.15730337] ; [24.15730337 18.84269663],0
d4,1,0.666076,0.186226,[23 23] ; [20 24],[21.97777778 24.02222222] ; [21.02222222 22.97777778],0
d2,1,0.710543,0.137735,[ 8 38] ; [ 9 35],[ 8.68888889 37.31111111] ; [ 8.31111111 35.68888889],0
d3,1,0.838038,0.041781,[13 33] ; [13 30],[13.43820225 32.56179775] ; [12.56179775 30.43820225],0
b5,1,0.843631,0.038908,[25 21] ; [23 21],[24.53333333 21.46666667] ; [23.46666667 20.53333333],0
a7,1,0.87746,0.023774,[20 26] ; [18 25],[19.64044944 26.35955056] ; [18.35955056 24.64044944],0
a4,1,0.881338,0.022283,[10 36] ; [ 9 35],[ 9.71111111 36.28888889] ; [ 9.28888889 34.71111111],0
n5,1,0.934819,0.006688,[28 16] ; [27 16],[27.81609195 16.18390805] ; [27.18390805 15.81609195],0
a8,1,0.975555,0.000939,[ 3 39] ; [ 3 38],[ 3.03614458 38.96385542] ; [ 2.96385542 38.03614458],0
p1,1,0.977262,0.000812,[ 3 42] ; [ 3 41],[ 3.03370787 41.96629213] ; [ 2.96629213 41.03370787],0
a6,1,0.977368,0.000805,[20 26] ; [19 25],[19.93333333 26.06666667] ; [19.06666667 24.93333333],0
r2,1,0.995852,2.7e-05,[20 21] ; [21 22],[20.01190476 20.98809524] ; [20.98809524 22.01190476],0
