Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,32.094277,[ 26 357] ; [16 34],[ 37.15011547 345.84988453] ; [ 4.84988453 45.15011547],1
p1,1,0.0,28.917432,[ 19 367] ; [13 37],[ 28.33027523 357.66972477] ; [ 3.66972477 46.33027523],1
s5,1,0.0,28.818169,[119 250] ; [34 13],[135.71394231 233.28605769] ; [17.28605769 29.71394231],1
p4,1,3e-06,21.838196,[221 161] ; [46  4],[236.09722222 145.90277778] ; [30.90277778 19.09722222],1
p3,1,4e-06,21.346475,[190 195] ; [42  8],[205.33333333 179.66666667] ; [26.66666667 23.33333333],1
p8,1,3.7e-05,17.04462,[192 184] ; [41  9],[205.65258216 170.34741784] ; [27.34741784 22.65258216],1
p7,1,0.000938,10.945643,[241 135] ; [43  6],[251.25647059 124.74352941] ; [32.74352941 16.25647059],1
p6,1,0.000972,10.879962,[135 242] ; [29 19],[145.47764706 231.52235294] ; [18.52235294 29.47764706],1
s8,1,0.004539,8.054662,[176 208] ; [33 16],[185.34872979 198.65127021] ; [23.65127021 25.34872979],0
a1,1,0.004703,7.990125,[ 21 366] ; [ 8 42],[ 25.6819222 361.3180778] ; [ 3.3180778 46.6819222],0
n5,1,0.008365,6.953655,[278 104] ; [45  5],[285.61574074  96.38425926] ; [37.38425926 12.61574074],0
p9,1,0.008486,6.927946,[319  60] ; [49  1],[325.10955711  53.89044289] ; [42.89044289  7.10955711],0
s7,1,0.008881,6.846626,[191 181] ; [33 13],[199.3492823 172.6507177] ; [24.6507177 21.3492823],0
v1,1,0.009276,6.768816,[239 138] ; [41  9],[247.21311475 129.78688525] ; [32.78688525 17.21311475],0
p11,1,0.009727,6.684158,[304  83] ; [47  3],[310.83981693  76.16018307] ; [40.16018307  9.83981693],0
b5,1,0.01299,6.170495,[241 146] ; [22 28],[232.90846682 154.09153318] ; [30.09153318 19.90846682],0
v3,1,0.013275,6.132113,[200 174] ; [36 14],[208.16981132 165.83018868] ; [27.83018868 22.16981132],0
b2,1,0.025754,4.972489,[ 84 147] ; [22 18],[ 90.35424354 140.64575646] ; [15.64575646 24.35424354],0
b3,1,0.025754,4.972489,[ 84 147] ; [22 18],[ 90.35424354 140.64575646] ; [15.64575646 24.35424354],0
p2,1,0.033341,4.528189,[317  69] ; [47  3],[322.25688073  63.74311927] ; [41.74311927  8.25688073],0
s6,1,0.044523,4.036624,[256 123] ; [40  9],[262.11214953 116.88785047] ; [33.88785047 15.11214953],0
a2,1,0.049665,3.852741,[113 274] ; [ 8 42],[107.15560641 279.84439359] ; [13.84439359 36.15560641],0
a3,1,0.093694,2.809741,[300  86] ; [44  6],[304.55045872  81.44954128] ; [39.44954128 10.55045872],0
s1,1,0.101979,2.674324,[  8 371] ; [ 3 47],[  9.71794872 369.28205128] ; [ 1.28205128 48.71794872],0
n4,1,0.106885,2.599684,[301  84] ; [44  6],[305.34482759  79.65517241] ; [39.65517241 10.34482759],0
r2,1,0.109811,2.556933,[362  18] ; [44  5],[359.62703963  20.37296037] ; [46.37296037  2.62703963],0
u4,1,0.134606,2.238564,[  9 378] ; [ 3 47],[ 10.62700229 376.37299771] ; [ 1.37299771 48.62700229],0
n2,1,0.162787,1.948145,[54 22] ; [10  1],[55.90804598 20.09195402] ; [8.09195402 2.90804598],0
n6,1,0.173093,1.855945,[324  58] ; [46  4],[327.17592593  54.82407407] ; [42.82407407  7.17592593],0
a6,1,0.206402,1.596489,[273 113] ; [31 19],[269.13761468 116.86238532] ; [34.86238532 15.13761468],0
a4,1,0.229203,1.445803,[197 189] ; [21 29],[193. 193.] ; [25. 25.],0
a5,1,0.271991,1.206676,[312  75] ; [37 13],[309.06864989  77.93135011] ; [39.93135011 10.06864989],0
b4,1,0.290215,1.118624,[239 148] ; [27 23],[235.56521739 151.43478261] ; [30.43478261 19.56521739],0
d3,1,0.315266,1.008485,[303  84] ; [36 14],[300.21281465  86.78718535] ; [38.78718535 11.21281465],0
s3,1,0.43116,0.619697,[209 169] ; [30 19],[211.57377049 166.42622951] ; [27.42622951 21.57377049],0
n3,1,0.469221,0.52381,[57 20] ; [7 4],[56. 21.] ; [8. 3.],0
s4,1,0.535313,0.384295,[ 60 324] ; [ 6 43],[ 58.53117783 325.46882217] ; [ 7.46882217 41.53117783],0
r3,1,0.550642,0.356168,[375  10] ; [47  2],[374.35483871  10.64516129] ; [47.64516129  1.35483871],0
u2,1,0.57075,0.321429,[46 38] ; [4 2],[46.66666667 37.33333333] ; [3.33333333 2.66666667],0
s2,1,0.632351,0.228886,[205 178] ; [28 21],[206.57175926 176.42824074] ; [26.42824074 22.57175926],0
r4,1,0.642551,0.215421,[348  39] ; [46  4],[348.91990847  38.08009153] ; [45.08009153  4.91990847],0
u3,1,0.65886,0.194911,[50 37] ; [4 2],[50.51612903 36.48387097] ; [3.48387097 2.51612903],0
v4,1,0.683477,0.166238,[363  21] ; [47  2],[363.60277136  20.39722864] ; [46.39722864  2.60277136],0
a7,1,0.685457,0.164048,[291  95] ; [39 11],[292.1559633  93.8440367] ; [37.8440367 12.1559633],0
r1,1,0.696326,0.152322,[324  61] ; [41  9],[323.04597701  61.95402299] ; [41.95402299  8.04597701],0
