Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.003477,8.538306,[3 4] ; [ 1 27],[0.8 6.2] ; [ 3.2 24.8],0
a4,1,0.02063,5.35779,[5 2] ; [ 7 21],[2.4 4.6] ; [ 9.6 18.4],0
a6,1,0.027928,4.832516,[6 1] ; [11 17],[3.4 3.6] ; [13.6 14.4],0
p12,1,0.034573,4.466146,[2 5] ; [ 1 27],[0.6 6.4] ; [ 2.4 25.6],0
r1,1,0.062012,3.48273,[6 1] ; [13 15],[3.8 3.2] ; [15.2 12.8],0
s7,1,0.068002,3.330612,[5 2] ; [ 9 18],[2.88235294 4.11764706] ; [11.11764706 15.88235294],0
b1,1,0.087669,2.916667,[6 1] ; [14 14],[4. 3.] ; [16. 12.],0
d1,1,0.087669,2.916667,[5 2] ; [10 18],[3. 4.] ; [12. 16.],0
p1,1,0.090969,2.857143,[3 4] ; [ 4 24],[1.4 5.6] ; [ 5.6 22.4],0
n1,1,0.114404,2.492308,[4 1] ; [5 8],[2.5 2.5] ; [6.5 6.5],0
a5,1,0.120507,2.410714,[6 1] ; [15 13],[4.2 2.8] ; [16.8 11.2],0
d2,1,0.126787,2.331414,[5 2] ; [11 17],[3.2 3.8] ; [12.8 15.2],0
v1,1,0.126787,2.331414,[5 2] ; [11 17],[3.2 3.8] ; [12.8 15.2],0
v3,1,0.176118,1.830077,[3 4] ; [ 5 22],[1.64705882 5.35294118] ; [ 6.35294118 20.64705882],0
d5,1,0.212628,1.553442,[6 1] ; [17 11],[4.6 2.4] ; [18.4  9.6],0
a7,1,0.236532,1.401144,[5 2] ; [13 15],[3.6 3.4] ; [14.4 13.6],0
v2,1,0.27013,1.216085,[3 4] ; [ 6 21],[1.85294118 5.14705882] ; [ 7.14705882 19.85294118],0
b4,1,0.274689,1.193182,[6 1] ; [18 10],[4.8 2.2] ; [19.2  8.8],0
p11,1,0.308711,1.036184,[5 2] ; [14 14],[3.8 3.2] ; [15.2 12.8],0
p2,1,0.349575,0.875,[4 3] ; [21  7],[5. 2.] ; [20.  8.],0
s6,1,0.393153,0.729167,[4 3] ; [11 17],[3. 4.] ; [12. 16.],0
r2,1,0.394881,0.72386,[5 2] ; [23  4],[5.76470588 1.23529412] ; [22.23529412  4.76470588],0
s3,1,0.442695,0.589286,[3 3] ; [ 9 18],[2.18181818 3.81818182] ; [ 9.81818182 17.18181818],0
p6,1,0.466479,0.530303,[3 4] ; [ 8 20],[2.2 4.8] ; [ 8.8 19.2],0
s5,1,0.466479,0.530303,[3 4] ; [ 8 20],[2.2 4.8] ; [ 8.8 19.2],0
p8,1,0.490153,0.47619,[5 2] ; [16 12],[4.2 2.8] ; [16.8 11.2],0
n4,1,0.490153,0.47619,[5 2] ; [16 12],[4.2 2.8] ; [16.8 11.2],0
d3,1,0.490153,0.47619,[5 2] ; [16 12],[4.2 2.8] ; [16.8 11.2],0
s1,1,0.545972,0.364583,[1 6] ; [ 2 26],[0.6 6.4] ; [ 2.4 25.6],0
p7,1,0.568261,0.3256,[2 4] ; [12 14],[2.625 3.375] ; [11.375 14.625],0
s8,1,0.593231,0.285326,[3 4] ; [ 9 19],[2.4 4.6] ; [ 9.6 18.4],0
n3,1,0.598725,0.276923,[2 3] ; [7 6],[2.5 2.5] ; [6.5 6.5],0
a3,1,0.599766,0.27535,[5 2] ; [17 11],[4.4 2.6] ; [17.6 10.4],0
s2,1,0.721761,0.126812,[2 5] ; [10 18],[2.4 4.6] ; [ 9.6 18.4],0
b5,1,0.735213,0.114379,[4 3] ; [14 14],[3.6 3.4] ; [14.4 13.6],0
p4,1,0.802644,0.062463,[4 3] ; [14 13],[3.70588235 3.29411765] ; [14.29411765 12.70588235],0
r4,1,0.85554,0.033144,[2 5] ; [ 9 19],[2.2 4.8] ; [ 8.8 19.2],0
n6,1,0.85554,0.033144,[5 2] ; [19  9],[4.8 2.2] ; [19.2  8.8],0
d4,1,0.85554,0.033144,[5 2] ; [19  9],[4.8 2.2] ; [19.2  8.8],0
b3,1,0.876697,0.024074,[2 4] ; [ 6 14],[1.84615385 4.15384615] ; [ 6.15384615 13.84615385],0
b2,1,0.876697,0.024074,[2 4] ; [ 6 14],[1.84615385 4.15384615] ; [ 6.15384615 13.84615385],0
u2,1,0.905581,0.014069,[1 1] ; [6 5],[1.07692308 0.92307692] ; [5.92307692 5.07692308],0
u3,1,0.905581,0.014069,[1 1] ; [6 5],[1.07692308 0.92307692] ; [5.92307692 5.07692308],0
p3,1,1.0,0.0,[3 4] ; [12 16],[3. 4.] ; [12. 16.],0
v4,1,1.0,0.0,[6 1] ; [24  4],[6. 1.] ; [24.  4.],0
