Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000593,11.799167,[9 5] ; [ 5 29],[4.08333333 9.91666667] ; [ 9.91666667 24.08333333],1
p10,1,0.001142,10.581782,[11  3] ; [ 9 24],[5.95744681 8.04255319] ; [14.04255319 18.95744681],0
r4,1,0.007774,7.084824,[5 9] ; [ 2 32],[ 2.04166667 11.95833333] ; [ 4.95833333 29.04166667],0
p6,1,0.009018,6.819287,[5 9] ; [ 2 31],[ 2.08510638 11.91489362] ; [ 4.91489362 28.08510638],0
n6,1,0.011072,6.453782,[11  3] ; [13 21],[7. 7.] ; [17. 17.],0
p11,1,0.013903,6.05042,[9 5] ; [ 9 25],[5.25 8.75] ; [12.75 21.25],0
v4,1,0.021459,5.289085,[12  2] ; [17 17],[8.45833333 5.54166667] ; [20.54166667 13.45833333],0
d3,1,0.02187,5.256109,[7 7] ; [ 6 28],[ 3.79166667 10.20833333] ; [ 9.20833333 24.79166667],0
a7,1,0.02474,5.042017,[8 6] ; [ 8 26],[4.66666667 9.33333333] ; [11.33333333 22.66666667],0
p9,1,0.034035,4.492965,[10  4] ; [12 20],[6.69565217 7.30434783] ; [15.30434783 16.69565217],0
r2,1,0.049499,3.858339,[12  2] ; [19 15],[9.04166667 4.95833333] ; [21.95833333 12.04166667],0
u3,1,0.065584,3.390226,[4 3] ; [ 3 13],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
u2,1,0.073691,3.198832,[5 2] ; [ 5 11],[3.04347826 3.95652174] ; [6.95652174 9.04347826],0
p7,1,0.07645,3.138807,[7 6] ; [ 9 25],[4.42553191 8.57446809] ; [11.57446809 22.42553191],0
p2,1,0.085146,2.963829,[10  4] ; [15 19],[7.29166667 6.70833333] ; [17.70833333 16.29166667],0
p3,1,0.10331,2.653693,[5 9] ; [ 5 29],[ 2.91666667 11.08333333] ; [ 7.08333333 26.91666667],0
v1,1,0.115995,2.470588,[7 7] ; [ 9 25],[4.66666667 9.33333333] ; [11.33333333 22.66666667],0
s8,1,0.155566,2.016807,[ 4 10] ; [ 4 30],[ 2.33333333 11.66666667] ; [ 5.66666667 28.33333333],0
n4,1,0.162839,1.947659,[6 8] ; [22 12],[8.16666667 5.83333333] ; [19.83333333 14.16666667],0
r1,1,0.17522,1.837705,[7 7] ; [10 24],[4.95833333 9.04166667] ; [12.04166667 21.95833333],0
s2,1,0.175836,1.83247,[5 9] ; [ 6 28],[ 3.20833333 10.79166667] ; [ 7.79166667 26.20833333],0
n5,1,0.18055,1.793094,[8 6] ; [26  8],[9.91666667 4.08333333] ; [24.08333333  9.91666667],0
d5,1,0.193502,1.69075,[ 3 11] ; [14 20],[4.95833333 9.04166667] ; [12.04166667 21.95833333],0
s7,1,0.214552,1.540445,[5 9] ; [ 6 26],[ 3.34782609 10.65217391] ; [ 7.65217391 24.34782609],0
p1,1,0.230046,1.440576,[ 3 11] ; [ 3 31],[ 1.75 12.25] ; [ 4.25 29.75],0
b4,1,0.23765,1.394478,[10  4] ; [18 16],[8.16666667 5.83333333] ; [19.83333333 14.16666667],0
d2,1,0.271315,1.210084,[ 2 12] ; [10 24],[ 3.5 10.5] ; [ 8.5 25.5],0
s1,1,0.338335,0.91673,[ 2 12] ; [ 2 32],[ 1.16666667 12.83333333] ; [ 2.83333333 31.16666667],0
a1,1,0.34864,0.8784,[ 1 13] ; [ 6 28],[ 2.04166667 11.95833333] ; [ 4.95833333 29.04166667],0
a6,1,0.366592,0.815185,[5 9] ; [17 17],[6.41666667 7.58333333] ; [15.58333333 18.41666667],0
n3,1,0.459033,0.548252,[5 4] ; [6 9],[4.125 4.875] ; [6.875 8.125],0
v3,1,0.46088,0.543758,[4 9] ; [ 7 27],[3.04255319 9.95744681] ; [ 7.95744681 26.04255319],0
p12,1,0.507878,0.438436,[ 1 13] ; [ 1 33],[ 0.58333333 13.41666667] ; [ 1.41666667 32.58333333],0
s6,1,0.521898,0.410141,[5 9] ; [ 9 25],[4.08333333 9.91666667] ; [ 9.91666667 24.08333333],0
b5,1,0.525358,0.403361,[8 6] ; [16 18],[7. 7.] ; [17. 17.],0
n1,1,0.570632,0.321626,[5 4] ; [7 9],[4.32 4.68] ; [7.68 8.32],0
b1,1,0.575403,0.313725,[7 7] ; [20 14],[7.875 6.125] ; [19.125 14.875],0
n2,1,0.733701,0.115741,[5 4] ; [10  6],[5.4 3.6] ; [9.6 6.4],0
v2,1,0.767292,0.087568,[ 2 11] ; [ 4 29],[ 1.69565217 11.30434783] ; [ 4.30434783 28.69565217],0
s4,1,0.776388,0.080672,[ 2 12] ; [ 6 28],[ 2.33333333 11.66666667] ; [ 5.66666667 28.33333333],0
d4,1,0.869744,0.026891,[5 9] ; [13 21],[5.25 8.75] ; [12.75 21.25],0
a5,1,0.914509,0.011525,[6 8] ; [14 20],[5.83333333 8.16666667] ; [14.16666667 19.83333333],0
b2,1,0.959089,0.002631,[4 5] ; [10 12],[4.06451613 4.93548387] ; [ 9.93548387 12.06451613],0
b3,1,0.959089,0.002631,[4 5] ; [10 12],[4.06451613 4.93548387] ; [ 9.93548387 12.06451613],0
a3,1,0.965802,0.001838,[7 6] ; [18 15],[7.06521739 5.93478261] ; [17.93478261 15.06521739],0
s5,1,0.970095,0.001405,[ 2 12] ; [ 5 29],[ 2.04166667 11.95833333] ; [ 4.95833333 29.04166667],0
s3,1,1.0,0.0,[3 8] ; [ 9 24],[3. 8.] ; [ 9. 24.],0
