Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.007094,7.249109,[13  9] ; [37 88],[ 7.4829932 14.5170068] ; [42.5170068 82.4829932],0
p10,1,0.88424,0.021198,[ 4 18] ; [24 99],[ 4.24827586 17.75172414] ; [23.75172414 99.24827586],0
n5,1,0.889062,0.019458,[11 11] ; [64 60],[11.30136986 10.69863014] ; [63.69863014 60.30136986],0
d3,1,0.899198,0.016046,[12 10] ; [70 55],[12.27210884  9.72789116] ; [69.72789116 55.27210884],0
n2,1,0.913073,0.011917,[7 6] ; [25 20],[7.17241379 5.82758621] ; [24.82758621 20.17241379],0
b4,1,0.951638,0.003678,[13  9] ; [73 52],[12.8707483  9.1292517] ; [73.1292517 51.8707483],0
a3,1,0.97968,0.000649,[12 10] ; [68 56],[12.05479452  9.94520548] ; [67.94520548 56.05479452],0
v4,1,0.981519,0.000537,[16  5] ; [94 29],[16.04166667  4.95833333] ; [93.95833333 29.04166667],0
a4,1,0.984131,0.000396,[ 8 14] ; [45 78],[ 8.04137931 13.95862069] ; [44.95862069 78.04137931],0
v1,1,0.986547,0.000284,[ 7 15] ; [40 85],[ 7.03401361 14.96598639] ; [39.96598639 85.03401361],0
p8,1,0.988661,0.000202,[ 6 16] ; [34 90],[ 6.02739726 15.97260274] ; [33.97260274 90.02739726],0
b5,1,0.989921,0.00016,[12 10] ; [68 57],[11.97278912 10.02721088] ; [68.02721088 56.97278912],0
