Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.007094,7.249109,[13  9] ; [37 88],[ 7.4829932 14.5170068] ; [42.5170068 82.4829932],0
a6,1,0.009242,6.775364,[ 7 15] ; [77 48],[12.57142857  9.42857143] ; [71.42857143 53.57142857],0
v2,1,0.015994,5.803571,[ 3 19] ; [49 72],[ 8. 14.] ; [44. 77.],0
r3,1,0.045942,3.983704,[13  9] ; [97 26],[16.68965517  5.31034483] ; [93.31034483 29.68965517],0
s7,1,0.06284,3.460798,[ 7 13] ; [20 97],[ 3.94160584 16.05839416] ; [23.05839416 93.94160584],0
r1,1,0.063572,3.441649,[11 11] ; [87 37],[14.76712329  7.23287671] ; [83.23287671 40.76712329],0
u3,1,0.102723,2.662748,[7 3] ; [24 33],[4.62686567 5.37313433] ; [26.37313433 30.62686567],0
s5,1,0.103564,2.649786,[ 6 16] ; [ 17 108],[ 3.44217687 18.55782313] ; [ 19.55782313 105.44217687],0
a2,1,0.120132,2.415594,[ 1 21] ; [ 22 103],[ 3.44217687 18.55782313] ; [ 19.55782313 105.44217687],0
a7,1,0.130523,2.286277,[10 12] ; [77 46],[13.2  8.8] ; [73.8 49.2],0
s3,1,0.147096,2.102108,[11 11] ; [42 82],[ 7.98630137 14.01369863] ; [45.01369863 78.98630137],0
b3,1,0.176765,1.824614,[ 2 11] ; [26 50],[4.08988764 8.91011236] ; [23.91011236 52.08988764],0
b2,1,0.176765,1.824614,[ 2 11] ; [26 50],[4.08988764 8.91011236] ; [23.91011236 52.08988764],0
p3,1,0.179947,1.798058,[ 9 13] ; [33 90],[ 6.37241379 15.62758621] ; [35.62758621 87.37241379],0
p11,1,0.181035,1.789107,[ 7 15] ; [59 66],[ 9.87755102 12.12244898] ; [56.12244898 68.87755102],0
r4,1,0.212427,1.554808,[11 11] ; [80 45],[13.61904762  8.38095238] ; [77.38095238 47.61904762],0
n4,1,0.222943,1.485324,[11 11] ; [79 45],[13.56164384  8.43835616] ; [76.43835616 47.56164384],0
d4,1,0.277042,1.181541,[13  9] ; [87 36],[15.17241379  6.82758621] ; [84.82758621 38.17241379],0
s2,1,0.304325,1.055146,[ 7 15] ; [27 97],[ 5.12328767 16.87671233] ; [28.87671233 95.12328767],0
s1,1,0.321768,0.981747,[ 3 19] ; [  9 114],[ 1.82068966 20.17931034] ; [ 10.17931034 112.82068966],0
v3,1,0.370454,0.802142,[ 4 18] ; [33 88],[ 5.69230769 16.30769231] ; [31.30769231 89.69230769],0
p2,1,0.373343,0.792507,[13  9] ; [61 64],[11.07482993 10.92517007] ; [62.92517007 62.07482993],0
p1,1,0.383316,0.76004,[ 1 21] ; [ 13 111],[ 2.10958904 19.89041096] ; [ 11.89041096 112.10958904],0
a5,1,0.507334,0.439561,[11 11] ; [72 53],[12.42176871  9.57823129] ; [70.57823129 54.42176871],0
r2,1,0.520393,0.413115,[16  5] ; [101  22],[17.0625  3.9375] ; [99.9375 23.0625],0
a1,1,0.528825,0.396648,[ 2 20] ; [  7 118],[ 1.34693878 20.65306122] ; [  7.65306122 117.34693878],0
p7,1,0.536246,0.382542,[ 8 14] ; [53 69],[ 9.31944444 12.68055556] ; [51.68055556 70.31944444],0
b1,1,0.571171,0.320727,[10 12] ; [65 60],[11.2244898 10.7755102] ; [63.7755102 61.2244898],0
d1,1,0.596188,0.280784,[ 8 14] ; [53 72],[ 9.1292517 12.8707483] ; [51.8707483 73.1292517],0
u2,1,0.630782,0.231002,[5 5] ; [23 32],[4.30769231 5.69230769] ; [23.69230769 31.30769231],0
n6,1,0.653821,0.201117,[14  8] ; [72 51],[13.04827586  8.95172414] ; [72.95172414 50.04827586],0
n1,1,0.731862,0.117409,[5 8] ; [15 30],[4.48275862 8.51724138] ; [15.51724138 29.48275862],0
p6,1,0.745248,0.105567,[ 3 19] ; [ 20 102],[ 3.51388889 18.48611111] ; [ 19.48611111 102.51388889],0
d2,1,0.751467,0.100302,[11 11] ; [57 66],[10.31724138 11.68275862] ; [57.68275862 65.31724138],0
d5,1,0.758619,0.09443,[15  7] ; [81 44],[14.36734694  7.63265306] ; [81.63265306 43.36734694],0
u1,1,0.769596,0.085793,[ 2 20] ; [ 14 111],[ 2.39455782 19.60544218] ; [ 13.60544218 111.39455782],0
p4,1,0.84029,0.040612,[ 8 14] ; [42 81],[ 7.5862069 14.4137931] ; [42.4137931 80.5862069],0
n3,1,0.849518,0.035999,[7 6] ; [25 19],[7.29824561 5.70175439] ; [24.70175439 19.29824561],0
