Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,41.633493,[192  69] ; [50 76],[163.20930233  97.79069767] ; [78.79069767 47.20930233],1
a6,1,0.0,37.90365,[196  66] ; [54 72],[168.81443299  93.18556701] ; [81.18556701 44.81443299],1
d5,1,1e-06,24.509034,[212  50] ; [72 54],[191.77319588  70.22680412] ; [92.22680412 33.77319588],1
r4,1,2e-06,22.79221,[218  44] ; [77 49],[199.20103093  62.79896907] ; [95.79896907 30.20103093],1
d4,1,3e-06,21.80045,[218  44] ; [77 48],[199.71576227  62.28423773] ; [95.28423773 29.71576227],1
r3,1,6e-06,20.566387,[239  19] ; [96 30],[225.078125  32.921875] ; [109.921875  16.078125],1
r1,1,6.6e-05,15.913562,[193  67] ; [68 58],[175.80310881  84.19689119] ; [85.19689119 40.80310881],1
v4,1,0.000573,11.862737,[235  25] ; [96 28],[224.11458333  35.88541667] ; [106.88541667  17.11458333],1
a2,1,0.000756,11.346839,[ 54 208] ; [  9 117],[ 42.54123711 219.45876289] ; [ 20.45876289 105.54123711],1
a5,1,0.001435,10.160237,[177  85] ; [64 62],[162.7371134  99.2628866] ; [78.2628866 47.7371134],0
d1,1,0.001624,9.932707,[134 128] ; [43 83],[119.52061856 142.47938144] ; [57.47938144 68.52061856],0
u1,1,0.001783,9.760347,[ 35 227] ; [  4 122],[ 26.33505155 235.66494845] ; [ 12.66494845 113.33505155],0
r2,1,0.002833,8.9123,[232  25] ; [99 26],[222.68848168  34.31151832] ; [108.31151832  16.68848168],0
p10,1,0.004888,7.920235,[185  74] ; [70 53],[172.89267016  86.10732984] ; [82.10732984 40.89267016],0
p8,1,0.00587,7.58964,[116 141] ; [38 87],[103.60732984 153.39267016] ; [50.39267016 74.60732984],0
p4,1,0.006066,7.530487,[132 130] ; [44 80],[119.4611399 142.5388601] ; [56.5388601 67.4611399],0
u3,1,0.011892,6.326866,[54 40] ; [22 38],[46.38961039 47.61038961] ; [29.61038961 30.38961039],0
p2,1,0.012789,6.198061,[208  54] ; [84 40],[198.19689119  63.80310881] ; [93.80310881 30.19689119],0
p9,1,0.019583,5.44867,[194  63] ; [78 44],[184.44327177  72.55672823] ; [87.55672823 34.44327177],0
s2,1,0.02793,4.832395,[ 89 171] ; [29 96],[ 79.68831169 180.31168831] ; [38.31168831 86.68831169],0
a3,1,0.038086,4.301172,[166  94] ; [66 59],[156.67532468 103.32467532] ; [75.32467532 49.67532468],0
n3,1,0.042119,4.130435,[51 18] ; [25 20],[46. 23.] ; [30. 15.],0
n6,1,0.045097,4.014994,[201  59] ; [84 40],[192.96875  67.03125] ; [92.03125 31.96875],0
p3,1,0.045664,3.993933,[102 158] ; [36 89],[ 93.19480519 166.80519481] ; [44.80519481 80.19480519],0
s5,1,0.047283,3.935279,[ 54 203] ; [37 85],[ 61.70712401 195.29287599] ; [29.29287599 92.70712401],0
s6,1,0.04744,3.929705,[131 130] ; [48 74],[121.98172324 139.01827676] ; [57.01827676 64.98172324],0
b1,1,0.089693,2.879868,[ 99 163] ; [59 67],[106.69072165 155.30927835] ; [51.30927835 74.69072165],0
b5,1,0.089693,2.879868,[163  99] ; [67 59],[155.30927835 106.69072165] ; [74.69072165 51.30927835],0
v2,1,0.117872,2.445371,[102 151] ; [39 83],[ 95.128 157.872] ; [45.872 76.128],0
p5,1,0.17727,1.820366,[ 12 249] ; [ 10 115],[ 14.87564767 246.12435233] ; [  7.12435233 117.87564767],0
a8,1,0.202465,1.624504,[ 29 214] ; [  9 110],[ 25.50828729 217.49171271] ; [ 12.49171271 106.50828729],0
u2,1,0.210291,1.569419,[48 46] ; [24 35],[44.23529412 49.76470588] ; [27.76470588 31.23529412],0
p6,1,0.223306,1.482996,[ 69 190] ; [25 95],[ 64.23746702 194.76253298] ; [29.76253298 90.23746702],0
b2,1,0.230558,1.437413,[37 97] ; [28 51],[40.89201878 93.10798122] ; [24.10798122 54.89201878],0
b3,1,0.230558,1.437413,[37 97] ; [28 51],[40.89201878 93.10798122] ; [24.10798122 54.89201878],0
p7,1,0.276275,1.185322,[136 120] ; [58 65],[131.03957784 124.96042216] ; [62.96042216 60.03957784],0
v1,1,0.292627,1.107497,[101 157] ; [42 83],[ 96.32898172 161.67101828] ; [46.67101828 78.32898172],0
a1,1,0.357949,0.845078,[ 11 251] ; [  8 118],[ 12.82989691 249.17010309] ; [  6.17010309 119.82989691],0
n4,1,0.384842,0.755177,[178  84] ; [80 46],[174.21649485  87.78350515] ; [83.78350515 42.21649485],0
