Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,53.722623,[ 29 415] ; [24 43],[ 46.05088063 397.94911937] ; [ 6.94911937 60.05088063],1
s5,1,0.0,43.889282,[118 314] ; [41 17],[140.17959184 291.82040816] ; [18.82040816 39.17959184],1
p8,1,0.0,31.533277,[217 222] ; [57  9],[238.19009901 200.80990099] ; [35.80990099 30.19009901],1
p12,1,0.0,28.46619,[ 30 415] ; [18 48],[ 41.80039139 403.19960861] ; [ 6.19960861 59.80039139],1
p6,1,1e-06,23.747913,[159 283] ; [44 21],[176.97435897 265.02564103] ; [26.02564103 38.97435897],1
p3,1,1.5e-05,18.730013,[217 228] ; [51 15],[233.38551859 211.61448141] ; [34.61448141 31.38551859],1
s7,1,4.1e-05,16.84108,[198 226] ; [45 15],[212.87603306 211.12396694] ; [30.12396694 29.87603306],1
p4,1,0.000226,13.604322,[272 173] ; [55 10],[285.32352941 159.67647059] ; [41.67647059 23.32352941],1
s6,1,0.000227,13.594385,[286 154] ; [54  7],[298.60279441 141.39720559] ; [41.39720559 19.60279441],1
s8,1,0.00141,10.192035,[183 260] ; [40 24],[194.85009862 248.14990138] ; [28.14990138 35.85009862],0
s1,1,0.002015,9.535375,[ 12 426] ; [ 7 60],[ 16.47920792 421.52079208] ; [ 2.52079208 64.47920792],0
a1,1,0.006477,7.412529,[ 22 424] ; [ 9 58],[ 26.95126706 419.04873294] ; [ 4.04873294 62.95126706],0
p7,1,0.007378,7.17856,[274 164] ; [51 13],[283.56573705 154.43426295] ; [41.43426295 22.56573705],0
v1,1,0.007507,7.147583,[236 200] ; [46 18],[245.904 190.096] ; [36.096 27.904],0
p10,1,0.011027,6.460943,[360  84] ; [61  4],[367.23772102  76.76227898] ; [53.76227898 11.23772102],0
v3,1,0.011138,6.443244,[171 262] ; [36 28],[180.34406439 252.65593561] ; [26.65593561 37.34406439],0
n5,1,0.012173,6.285519,[371  71] ; [64  3],[377.74066798  64.25933202] ; [57.25933202  9.74066798],0
b5,1,0.014351,5.994503,[301 145] ; [35 32],[292.11695906 153.88304094] ; [43.88304094 23.11695906],0
a6,1,0.023336,5.143333,[357  87] ; [45 21],[349.97647059  94.02352941] ; [52.02352941 13.97647059],0
n6,1,0.023838,5.106388,[388  56] ; [63  2],[393.40667976  50.59332024] ; [57.59332024  7.40667976],0
p9,1,0.028909,4.77304,[368  72] ; [62  4],[373.91304348  66.08695652] ; [56.08695652  9.91304348],0
