Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,46.035181,[296  33] ; [26 23],[280.25925926  48.74074074] ; [41.74074074  7.25925926],1
s4,1,0.000844,11.141211,[ 59 268] ; [19 30],[ 67.83510638 259.16489362] ; [10.16489362 38.83510638],1
d1,1,0.001752,9.792631,[223 106] ; [22 27],[213.24074074 115.75925926] ; [31.75925926 17.24074074],0
d5,1,0.005168,7.819721,[280  48] ; [34 15],[273.18832891  54.81167109] ; [40.81167109  8.18832891],0
a5,1,0.0052,7.808671,[271  58] ; [32 17],[263.72222222  65.27777778] ; [39.27777778  9.72222222],0
s2,1,0.008883,6.846166,[246  82] ; [28 21],[238.3872679  89.6127321] ; [35.6127321 13.3872679],0
d4,1,0.01374,6.071258,[285  43] ; [36 13],[279.27851459  48.72148541] ; [41.72148541  7.27851459],0
v3,1,0.023391,5.139213,[162 159] ; [15 31],[154.8147139 166.1852861] ; [22.1852861 23.8147139],0
p5,1,0.025695,4.97644,[ 62 263] ; [ 3 46],[ 56.48395722 268.51604278] ; [ 8.51604278 40.48395722],0
p6,1,0.02804,4.825632,[163 161] ; [16 32],[155.90322581 168.09677419] ; [23.09677419 24.90322581],0
u1,1,0.038447,4.285119,[ 93 236] ; [ 7 42],[ 87.03703704 241.96296296] ; [12.96296296 36.03703704],0
p9,1,0.043311,4.083237,[296  30] ; [39  9],[292.00534759  33.99465241] ; [42.99465241  5.00534759],0
r4,1,0.048766,3.883404,[308  21] ; [42  7],[304.62962963  24.37037037] ; [45.37037037  3.62962963],0
v4,1,0.051764,3.783378,[320   9] ; [45  4],[317.68518519  11.31481481] ; [47.31481481  1.68518519],0
p11,1,0.052161,3.7706,[273  56] ; [35 14],[268.07407407  60.92592593] ; [39.92592593  9.07407407],0
s3,1,0.055432,3.669048,[248  78] ; [31 18],[242.544  83.456] ; [36.456 12.544],0
a4,1,0.056845,3.627131,[175 153] ; [19 30],[168.78514589 159.21485411] ; [25.21485411 23.78514589],0
r1,1,0.056906,3.625339,[283  46] ; [37 12],[278.51851852  50.48148148] ; [41.48148148  7.51851852],0
p3,1,0.068425,3.320408,[199 129] ; [23 26],[193.14588859 134.85411141] ; [28.85411141 20.14588859],0
p2,1,0.070051,3.281814,[286  42] ; [38 11],[281.88859416  46.11140584] ; [42.11140584  6.88859416],0
r3,1,0.106876,2.599824,[318  11] ; [45  4],[315.94444444  13.05555556] ; [47.05555556  1.94444444],0
p12,1,0.109254,2.564977,[ 38 288] ; [ 2 47],[ 34.77333333 291.22666667] ; [ 5.22666667 43.77333333],0
b4,1,0.11273,2.515529,[182 147] ; [33 16],[187.12962963 141.87037037] ; [27.87037037 21.12962963],0
s8,1,0.116235,2.467339,[236  91] ; [30 19],[231.33510638  95.66489362] ; [34.66489362 14.33510638],0
a7,1,0.120007,2.417236,[226 103] ; [39 10],[230.64814815  98.35185185] ; [34.35185185 14.64814815],0
v1,1,0.149993,2.072322,[188 131] ; [23 25],[183.40326975 135.59673025] ; [27.59673025 20.40326975],0
s6,1,0.17544,1.835837,[275  48] ; [38 11],[271.77150538  51.22849462] ; [41.22849462  7.77150538],0
a8,1,0.211788,1.559162,[ 54 240] ; [ 5 41],[ 51.01764706 242.98235294] ; [ 7.98235294 38.01764706],0
n1,1,0.234358,1.414214,[32 29] ; [ 7 12],[29.7375 31.2625] ; [9.2625 9.7375],0
v2,1,0.246932,1.34058,[198 126] ; [24 22],[194.4 129.6] ; [27.6 18.4],0
a3,1,0.252483,1.309514,[275  52] ; [38 11],[272.21010638  54.78989362] ; [40.78989362  8.21010638],0
u2,1,0.292161,1.109634,[30 24] ; [8 3],[31.56923077 22.43076923] ; [6.43076923 4.56923077],0
d2,1,0.332469,0.939255,[192 137] ; [25 24],[188.87037037 140.12962963] ; [28.12962963 20.87037037],0
n3,1,0.371682,0.798034,[44 17] ; [11  7],[42.46835443 18.53164557] ; [12.53164557  5.46835443],0
a2,1,0.398349,0.713303,[100 229] ; [12 37],[ 97.48148148 231.51851852] ; [14.51851852 34.48148148],0
d3,1,0.414101,0.666996,[240  89] ; [33 16],[237.61111111  91.38888889] ; [35.38888889 13.61111111],0
u3,1,0.443489,0.587239,[36 18] ; [6 5],[34.89230769 19.10769231] ; [7.10769231 3.89230769],0
s5,1,0.471381,0.518737,[145 170] ; [19 28],[142.70718232 172.29281768] ; [21.29281768 25.70718232],0
p8,1,0.471442,0.518594,[189 134] ; [26 23],[186.68010753 136.31989247] ; [28.31989247 20.68010753],0
p10,1,0.503165,0.448255,[285  42] ; [41  8],[283.51595745  43.48404255] ; [42.48404255  6.51595745],0
p1,1,0.513273,0.427389,[ 37 291] ; [ 4 45],[ 35.67108753 292.32891247] ; [ 5.32891247 43.67108753],0
p4,1,0.523374,0.407239,[229  99] ; [32 17],[227.07692308 100.92307692] ; [33.92307692 15.07692308],0
a6,1,0.582853,0.301644,[214 114] ; [30 19],[212.28647215 115.71352785] ; [31.71352785 17.28647215],0
b5,1,0.645562,0.211542,[190 139] ; [30 19],[191.48148148 137.51851852] ; [28.51851852 20.48148148],0
r2,1,0.709875,0.138402,[315  10] ; [47  2],[314.57219251  10.42780749] ; [47.42780749  1.57219251],0
