Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,82.069741,[ 9 54] ; [105  22],[37.8 25.2] ; [76.2 50.8],1
p2,1,2e-06,22.888921,[24 40] ; [93 34],[39.20418848 24.79581152] ; [77.79581152 49.20418848],1
p11,1,5e-06,20.719399,[24 40] ; [91 36],[38.53403141 25.46596859] ; [76.46596859 50.53403141],1
v4,1,5e-05,16.435552,[43 20] ; [116  11],[52.72105263 10.27894737] ; [106.27894737  20.72105263],1
p8,1,0.000252,13.400616,[ 4 60] ; [37 89],[13.81052632 50.18947368] ; [27.18947368 98.81052632],1
r3,1,0.000415,12.464038,[42 22] ; [110  16],[51.2 12.8] ; [100.8  25.2],1
n6,1,0.000515,12.062038,[36 28] ; [101  25],[46.14736842 17.85263158] ; [90.85263158 35.14736842],1
s6,1,0.000604,11.762131,[19 45] ; [70 55],[30.13756614 33.86243386] ; [58.86243386 66.13756614],1
b5,1,0.001323,10.309931,[29 35] ; [88 39],[39.20418848 24.79581152] ; [77.79581152 49.20418848],0
r4,1,0.003142,8.722868,[38 26] ; [101  26],[46.57591623 17.42408377] ; [92.42408377 34.57591623],0
s2,1,0.003921,8.320109,[14 49] ; [55 71],[23. 40.] ; [46. 80.],0
s8,1,0.010565,6.537083,[10 54] ; [42 85],[17.42408377 46.57591623] ; [34.57591623 92.42408377],0
p4,1,0.010719,6.511294,[14 49] ; [52 75],[21.88421053 41.11578947] ; [44.11578947 82.88421053],0
b1,1,0.010901,6.481349,[35 29] ; [45 82],[26.80628272 37.19371728] ; [53.19371728 73.80628272],0
a1,1,0.012025,6.307201,[ 7 57] ; [  3 124],[ 3.35078534 60.64921466] ; [  6.64921466 120.35078534],0
v1,1,0.015463,5.86296,[13 51] ; [46 76],[20.30107527 43.69892473] ; [38.69892473 83.30107527],0
u2,1,0.032939,4.548923,[ 7 18] ; [28 24],[11.36363636 13.63636364] ; [23.63636364 28.36363636],0
p6,1,0.038605,4.278167,[ 3 60] ; [ 19 108],[ 7.29473684 55.70526316] ; [ 14.70526316 112.29473684],0
s3,1,0.043533,4.074573,[21 42] ; [61 64],[27.4787234 35.5212766] ; [54.5212766 70.4787234],0
n2,1,0.050044,3.84,[16 16] ; [29 11],[20. 12.] ; [25. 15.],0
d2,1,0.062437,3.471429,[34 29] ; [50 76],[28. 35.] ; [56. 70.],0
p5,1,0.079944,3.066036,[ 2 62] ; [ 13 112],[ 5.07936508 58.92063492] ; [  9.92063492 115.07936508],0
n5,1,0.082686,3.011305,[39 25] ; [93 34],[44.23036649 19.76963351] ; [87.76963351 39.23036649],0
d4,1,0.094926,2.788782,[41 23] ; [96 31],[45.90575916 18.09424084] ; [91.09424084 35.90575916],0
p3,1,0.116057,2.469747,[13 50] ; [40 87],[17.57368421 45.42631579] ; [35.42631579 91.57368421],0
n3,1,0.145193,2.12204,[13 16] ; [25 15],[15.97101449 13.02898551] ; [22.02898551 17.97101449],0
a7,1,0.152145,2.05061,[35 29] ; [83 44],[39.53926702 24.46073298] ; [78.46073298 48.53926702],0
r1,1,0.156347,2.00921,[45 19] ; [76 51],[40.54450262 23.45549738] ; [80.45549738 46.54450262],0
s7,1,0.164634,1.931134,[15 42] ; [46 79],[19.1043956 37.8956044] ; [41.8956044 83.1043956],0
u3,1,0.197544,1.660436,[11 14] ; [31 21],[13.63636364 11.36363636] ; [28.36363636 23.63636364],0
s5,1,0.204095,1.612825,[11 53] ; [30 88],[14.41758242 49.58241758] ; [26.58241758 91.41758242],0
r2,1,0.224539,1.475122,[52 11] ; [112  14],[54.66666667  8.33333333] ; [109.33333333  16.66666667],0
a8,1,0.237568,1.394966,[ 4 59] ; [ 14 104],[ 6.26519337 56.73480663] ; [ 11.73480663 106.26519337],0
n1,1,0.309342,1.033485,[11 20] ; [19 21],[13.09859155 17.90140845] ; [16.90140845 23.09859155],0
a2,1,0.367926,0.810656,[14 50] ; [ 21 106],[11.72774869 52.27225131] ; [ 23.27225131 103.72774869],0
d3,1,0.375238,0.786244,[34 30] ; [76 51],[36.85863874 27.14136126] ; [73.14136126 53.85863874],0
a4,1,0.406399,0.689309,[30 33] ; [52 74],[27.33333333 35.66666667] ; [54.66666667 71.33333333],0
p12,1,0.521528,0.41087,[ 1 62] ; [  4 122],[ 1.66666667 61.33333333] ; [  3.33333333 122.66666667],0
b4,1,0.55326,0.351509,[38 26] ; [81 46],[39.87434555 24.12565445] ; [79.12565445 47.87434555],0
v3,1,0.599357,0.275967,[12 50] ; [ 20 103],[10.72432432 51.27567568] ; [ 21.27567568 101.72432432],0
n4,1,0.712616,0.135678,[46 18] ; [88 39],[44.90052356 19.09947644] ; [89.09947644 37.90052356],0
d5,1,0.715235,0.133104,[45 19] ; [86 41],[43.89528796 20.10471204] ; [87.10471204 39.89528796],0
p1,1,0.734113,0.115368,[ 8 55] ; [ 14 113],[ 7.29473684 55.70526316] ; [ 14.70526316 112.29473684],0
a3,1,0.752462,0.099474,[39 24] ; [75 51],[38. 25.] ; [76. 50.],0
a6,1,0.782112,0.07649,[39 25] ; [80 47],[39.87434555 24.12565445] ; [79.12565445 47.87434555],0
