Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,45.856744,[138  27] ; [23 38],[117.54424779  47.45575221] ; [43.45575221 17.54424779],1
d3,1,0.0,29.676165,[134  31] ; [27 34],[117.54424779  47.45575221] ; [43.45575221 17.54424779],1
a2,1,3.5e-05,17.109314,[ 52 113] ; [ 3 58],[ 40.15486726 124.84513274] ; [14.84513274 46.15486726],1
u1,1,0.000322,12.935775,[ 40 125] ; [ 2 59],[ 30.66371681 134.33628319] ; [11.33628319 49.66371681],1
b5,1,0.007687,7.104989,[108  57] ; [28 33],[99.2920354 65.7079646] ; [36.7079646 24.2920354],0
r3,1,0.011956,6.317387,[160   5] ; [54  7],[156.23893805   8.76106195] ; [57.76106195  3.23893805],0
r4,1,0.020474,5.371053,[149  16] ; [48 13],[143.82743363  21.17256637] ; [53.17256637  7.82743363],0
b1,1,0.02573,4.974053,[ 52 113] ; [29 32],[ 59.13716814 105.86283186] ; [21.86283186 39.13716814],0
r1,1,0.039478,4.240163,[139  26] ; [44 17],[133.60619469  31.39380531] ; [49.39380531 11.60619469],0
d4,1,0.042333,4.121838,[143  22] ; [46 15],[137.98672566  27.01327434] ; [51.01327434  9.98672566],0
a5,1,0.089981,2.874722,[129  36] ; [41 20],[124.11504425  40.88495575] ; [45.88495575 15.11504425],0
r2,1,0.097324,2.748852,[153  11] ; [50  8],[149.96396396  14.03603604] ; [53.03603604  4.96396396],0
d1,1,0.149553,2.076809,[104  61] ; [32 29],[99.2920354 65.7079646] ; [36.7079646 24.2920354],0
a4,1,0.154612,2.026145,[82 82] ; [24 37],[77.26222222 86.73777778] ; [28.73777778 32.26222222],0
a8,1,0.195829,1.673211,[ 19 119] ; [ 4 52],[ 16.36082474 121.63917526] ; [ 6.63917526 49.36082474],0
b4,1,0.226488,1.462785,[96 69] ; [30 31],[91.99115044 73.00884956] ; [34.00884956 26.99115044],0
p12,1,0.227353,1.457342,[  9 155] ; [ 1 58],[  7.35426009 156.64573991] ; [ 2.64573991 56.35426009],0
u3,1,0.227774,1.45471,[24 21] ; [ 7 12],[21.796875 23.203125] ; [9.203125 9.796875],0
s2,1,0.237241,1.396915,[ 24 139] ; [13 48],[ 26.92410714 136.07589286] ; [10.07589286 50.92410714],0
p3,1,0.250901,1.31828,[88 76] ; [27 33],[84.19642857 79.80357143] ; [30.80357143 29.19642857],0
s7,1,0.255721,1.291774,[ 50 103] ; [14 43],[ 46.62857143 106.37142857] ; [17.37142857 39.62857143],0
u2,1,0.263071,1.252525,[24 20] ; [ 7 11],[22. 22.] ; [9. 9.],0
s6,1,0.317499,0.999222,[79 84] ; [25 36],[75.67857143 87.32142857] ; [28.32142857 32.67857143],0
p4,1,0.323854,0.973316,[101  63] ; [32 27],[97.81165919 66.18834081] ; [35.18834081 23.81165919],0
p2,1,0.341663,0.904181,[135  29] ; [46 14],[132.51785714  31.48214286] ; [48.48214286 11.51785714],0
s5,1,0.356476,0.850268,[ 39 124] ; [18 42],[ 41.66367713 121.33632287] ; [15.33632287 44.66367713],0
n5,1,0.371732,0.797868,[113  50] ; [46 15],[115.70089286  47.29910714] ; [43.29910714 17.70089286],0
n1,1,0.385668,0.752558,[ 9 29] ; [5 9],[10.23076923 27.76923077] ; [ 3.76923077 10.23076923],0
a1,1,0.407695,0.685513,[ 10 155] ; [ 2 59],[  8.76106195 156.23893805] ; [ 3.23893805 57.76106195],0
d5,1,0.444803,0.58386,[142  23] ; [50 11],[140.17699115  24.82300885] ; [51.82300885  9.17699115],0
u4,1,0.461562,0.542105,[  1 164] ; [ 1 60],[  1.46017699 163.53982301] ; [ 0.53982301 60.46017699],0
p7,1,0.466355,0.530599,[100  63] ; [40 20],[102.33183857  60.66816143] ; [37.66816143 22.33183857],0
p10,1,0.492439,0.471192,[132  32] ; [45 14],[130.17040359  33.82959641] ; [46.82959641 12.17040359],0
a3,1,0.56601,0.329404,[120  45] ; [42 19],[118.27433628  46.72566372] ; [43.72566372 17.27433628],0
n3,1,0.587689,0.293968,[27 11] ; [11  3],[27.76923077 10.23076923] ; [10.23076923  3.76923077],0
v4,1,0.611031,0.258676,[157   8] ; [57  4],[156.23893805   8.76106195] ; [57.76106195  3.23893805],0
p1,1,0.62832,0.234345,[ 11 154] ; [ 3 58],[ 10.22123894 154.77876106] ; [ 3.77876106 57.22123894],0
s8,1,0.6995,0.148992,[ 47 116] ; [16 45],[ 45.84375 117.15625] ; [17.15625 43.84375],0
s4,1,0.701815,0.14659,[ 16 146] ; [ 5 56],[ 15.25560538 146.74439462] ; [ 5.74439462 55.25560538],0
v3,1,0.707702,0.140583,[81 80] ; [28 31],[79.76818182 81.23181818] ; [29.23181818 29.76818182],0
n6,1,0.716577,0.131797,[136  29] ; [49 12],[135.06637168  29.93362832] ; [49.93362832 11.06637168],0
v1,1,0.777353,0.079959,[106  58] ; [40 20],[106.89285714  57.10714286] ; [39.10714286 20.89285714],0
p11,1,0.778266,0.079287,[130  35] ; [47 14],[129.22566372  35.77433628] ; [47.77433628 13.22566372],0
p9,1,0.787026,0.072994,[133  30] ; [48 12],[132.30044843  30.69955157] ; [48.69955157 11.30044843],0
p8,1,0.797787,0.065645,[85 76] ; [30 29],[84.15909091 76.84090909] ; [30.84090909 28.15909091],0
d2,1,0.798834,0.064952,[78 87] ; [30 31],[78.84955752 86.15044248] ; [29.15044248 31.84955752],0
b2,1,0.867676,0.027759,[36 64] ; [15 25],[36.42857143 63.57142857] ; [14.57142857 25.42857143],0
b3,1,0.867676,0.027759,[36 64] ; [15 25],[36.42857143 63.57142857] ; [14.57142857 25.42857143],0
p5,1,0.915547,0.011246,[ 18 146] ; [ 7 54],[ 18.22222222 145.77777778] ; [ 6.77777778 54.22222222],0
n2,1,0.935429,0.006564,[26 11] ; [10  4],[26.11764706 10.88235294] ; [9.88235294 4.11764706],0
n4,1,0.968149,0.001594,[124  41] ; [46 15],[124.11504425  40.88495575] ; [45.88495575 15.11504425],0
p6,1,0.977093,0.000824,[ 58 104] ; [21 38],[ 57.90950226 104.09049774] ; [21.09049774 37.90950226],0
