Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5.2e-05,16.386422,[11 23] ; [41 13],[20.09090909 13.90909091] ; [31.90909091 22.09090909],1
p10,1,0.002911,8.862309,[27  7] ; [53  1],[30.90909091  3.09090909] ; [49.09090909  4.90909091],0
p11,1,0.014129,6.02201,[25  9] ; [50  4],[28.97727273  5.02272727] ; [46.02272727  7.97727273],0
b1,1,0.018744,5.525201,[20 14] ; [18 36],[14.68181818 19.31818182] ; [23.31818182 30.68181818],0
v1,1,0.023042,5.16532,[18 15] ; [42 12],[22.75862069 10.24137931] ; [37.24137931 16.75862069],0
n2,1,0.026494,4.923477,[3 4] ; [10  1],[5.05555556 1.94444444] ; [7.94444444 3.05555556],0
a7,1,0.049343,3.863637,[19 15] ; [41 13],[23.18181818 10.81818182] ; [36.81818182 17.18181818],0
s5,1,0.069368,3.297911,[16 14] ; [38 14],[19.75609756 10.24390244] ; [34.24390244 17.75609756],0
s3,1,0.085144,2.963865,[26  8] ; [31 22],[22.27586207 11.72413793] ; [34.72413793 18.27586207],0
p7,1,0.130509,2.286435,[26  8] ; [47  6],[28.52873563  5.47126437] ; [44.47126437  8.52873563],0
s1,1,0.144076,2.133872,[ 4 30] ; [ 2 52],[ 2.31818182 31.68181818] ; [ 3.68181818 50.31818182],0
n3,1,0.146924,2.103896,[2 5] ; [7 4],[3.5 3.5] ; [5.5 5.5],0
u2,1,0.159599,1.978022,[5 5] ; [8 2],[6.5 3.5] ; [6.5 3.5],0
d3,1,0.185286,1.754705,[26  8] ; [34 20],[23.18181818 10.81818182] ; [36.81818182 17.18181818],0
b3,1,0.190875,1.710849,[ 8 14] ; [23 20],[10.49230769 11.50769231] ; [20.50769231 22.49230769],0
b2,1,0.190875,1.710849,[ 8 14] ; [23 20],[10.49230769 11.50769231] ; [20.50769231 22.49230769],0
a3,1,0.235104,1.409714,[24 10] ; [44 10],[26.27272727  7.72727273] ; [41.72727273 12.27272727],0
s6,1,0.285556,1.140454,[27  3] ; [43 10],[25.30120482  4.69879518] ; [44.69879518  8.30120482],0
