Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.067973,3.331312,[11 38] ; [3 2],[12.7037037 36.2962963] ; [1.2962963 3.7037037],0
s2,1,0.102122,2.672083,[ 6 42] ; [2 3],[ 7.24528302 40.75471698] ; [0.75471698 4.24528302],0
u3,1,0.104355,2.637698,[ 2 19] ; [1 1],[ 2.73913043 18.26086957] ; [0.26086957 1.73913043],0
a7,1,0.112588,2.517517,[28 21] ; [1 4],[26.31481481 22.68518519] ; [2.68518519 2.31481481],0
n4,1,0.184218,1.763265,[34 15] ; [2 3],[32.66666667 16.33333333] ; [3.33333333 1.66666667],0
d4,1,0.184218,1.763265,[34 15] ; [2 3],[32.66666667 16.33333333] ; [3.33333333 1.66666667],0
a5,1,0.186036,1.748733,[25 24] ; [1 4],[23.59259259 25.40740741] ; [2.40740741 2.59259259],0
b4,1,0.222552,1.487838,[33 16] ; [2 3],[31.75925926 17.24074074] ; [3.24074074 1.75925926],0
p9,1,0.271365,1.209834,[21 25] ; [1 4],[19.84313725 26.15686275] ; [2.15686275 2.84313725],0
r1,1,0.283494,1.150265,[22 27] ; [1 4],[20.87037037 28.12962963] ; [2.12962963 2.87037037],0
b3,1,0.302629,1.062574,[12 21] ; [2 1],[12.83333333 20.16666667] ; [1.16666667 1.83333333],0
b2,1,0.302629,1.062574,[12 21] ; [2 1],[12.83333333 20.16666667] ; [1.16666667 1.83333333],0
s7,1,0.305749,1.048951,[ 9 36] ; [2 3],[ 9.9 35.1] ; [1.1 3.9],0
n3,1,0.315086,1.009234,[11 10] ; [1 3],[10.08 10.92] ; [1.92 2.08],0
r3,1,0.327626,0.958259,[30 18] ; [2 3],[28.98113208 19.01886792] ; [3.01886792 1.98113208],0
d5,1,0.357525,0.846568,[30 19] ; [2 3],[29.03703704 19.96296296] ; [2.96296296 2.03703704],0
s1,1,0.384399,0.756585,[ 4 45] ; [1 4],[ 4.53703704 44.46296296] ; [0.46296296 4.53703704],0
p10,1,0.419207,0.652537,[18 29] ; [1 4],[17.17307692 29.82692308] ; [1.82692308 3.17307692],0
a4,1,0.437429,0.603019,[18 30] ; [1 4],[17.20754717 30.79245283] ; [1.79245283 3.20754717],0
v2,1,0.488479,0.479874,[17 31] ; [1 4],[16.30188679 31.69811321] ; [1.69811321 3.30188679],0
p1,1,0.506729,0.440816,[ 5 44] ; [1 4],[ 5.44444444 43.55555556] ; [0.55555556 4.44444444],0
s3,1,0.562553,0.335304,[13 34] ; [2 3],[13.55769231 33.44230769] ; [1.44230769 3.55769231],0
b5,1,0.577665,0.310025,[23 26] ; [3 2],[23.59259259 25.40740741] ; [2.40740741 2.59259259],0
s5,1,0.637365,0.222205,[ 6 42] ; [1 4],[ 6.33962264 41.66037736] ; [0.66037736 4.33962264],0
b1,1,0.638729,0.220408,[25 24] ; [2 3],[24.5 24.5] ; [2.5 2.5],0
d2,1,0.670347,0.181197,[24 24] ; [2 3],[23.54716981 24.45283019] ; [2.45283019 2.54716981],0
n6,1,0.735762,0.113887,[23 25] ; [2 3],[22.64150943 25.35849057] ; [2.35849057 2.64150943],0
p11,1,0.766917,0.087859,[23 26] ; [2 3],[22.68518519 26.31481481] ; [2.31481481 2.68518519],0
p2,1,0.838838,0.041364,[17 31] ; [2 3],[17.20754717 30.79245283] ; [1.79245283 3.20754717],0
d1,1,0.885478,0.020744,[18 31] ; [2 3],[18.14814815 30.85185185] ; [1.85185185 3.14814815],0
a3,1,0.942619,0.005181,[28 20] ; [3 2],[28.0754717 19.9245283] ; [2.9245283 2.0754717],0
n5,1,0.957332,0.002862,[30 19] ; [3 2],[29.94444444 19.05555556] ; [3.05555556 1.94444444],0
r2,1,0.967409,0.001669,[24 23] ; [2 2],[23.96078431 23.03921569] ; [2.03921569 1.96078431],0
d3,1,0.97177,0.001252,[20 29] ; [2 3],[19.96296296 29.03703704] ; [2.03703704 2.96296296],0
