Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.003906,8.326797,[15  2] ; [3 6],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
p9,1,0.003906,8.326797,[15  2] ; [3 6],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
n6,1,0.005322,7.766544,[14  3] ; [2 6],[10.88  6.12] ; [5.12 2.88],0
n5,1,0.012436,6.247597,[14  3] ; [3 6],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
p2,1,0.016583,5.740017,[13  3] ; [3 6],[10.24  5.76] ; [5.76 3.24],0
v1,1,0.019143,5.488374,[10  7] ; [1 8],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
n4,1,0.031482,4.626471,[13  4] ; [3 6],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
s6,1,0.035015,4.444444,[10  5] ; [2 7],[7.5 7.5] ; [4.5 4.5],0
r4,1,0.037002,4.350327,[9 8] ; [1 8],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
v2,1,0.037002,4.350327,[9 8] ; [1 8],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
s1,1,0.064943,3.406417,[ 1 16] ; [3 6],[ 2.61538462 14.38461538] ; [1.38461538 7.61538462],0
d5,1,0.067362,3.346168,[12  5] ; [3 6],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p11,1,0.067362,3.346168,[12  5] ; [3 6],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
r1,1,0.074905,3.172113,[10  7] ; [2 7],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
s7,1,0.093102,2.819904,[8 9] ; [1 7],[ 6.12 10.88] ; [2.88 5.12],0
r2,1,0.161178,1.963141,[10  6] ; [3 6],[8.32 7.68] ; [4.68 4.32],0
n2,1,0.293718,1.1025,[3 1] ; [2 3],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
a8,1,0.317311,1.0,[ 5 11] ; [1 7],[ 4. 12.] ; [2. 6.],0
s5,1,0.404657,0.694444,[ 4 12] ; [1 8],[ 3.2 12.8] ; [1.8 7.2],0
p6,1,0.420345,0.649351,[8 8] ; [3 6],[7.04 8.96] ; [3.96 5.04],0
s4,1,0.444651,0.584251,[ 4 13] ; [1 8],[ 3.26923077 13.73076923] ; [1.73076923 7.26923077],0
a7,1,0.484118,0.489574,[ 7 10] ; [5 4],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
d1,1,0.49205,0.472041,[ 6 11] ; [2 7],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
s3,1,0.500352,0.454189,[9 8] ; [6 3],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
v3,1,0.520146,0.413603,[ 4 13] ; [1 7],[ 3.4 13.6] ; [1.6 6.4],0
p5,1,0.520146,0.413603,[ 4 13] ; [1 7],[ 3.4 13.6] ; [1.6 6.4],0
a5,1,0.591838,0.287483,[13  4] ; [6 3],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
b1,1,0.648206,0.20817,[11  6] ; [5 4],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
d2,1,0.68017,0.169935,[9 8] ; [4 5],[8.5 8.5] ; [4.5 4.5],0
b5,1,0.694176,0.154602,[12  5] ; [7 2],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
n1,1,0.764177,0.09,[2 2] ; [2 3],[1.77777778 2.22222222] ; [2.22222222 2.77777778],0
b2,1,0.765594,0.088889,[ 4 11] ; [1 4],[ 3.75 11.25] ; [1.25 3.75],0
b3,1,0.765594,0.088889,[ 4 11] ; [1 4],[ 3.75 11.25] ; [1.25 3.75],0
s2,1,0.836701,0.042484,[ 5 12] ; [3 6],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
d4,1,0.836701,0.042484,[12  5] ; [6 3],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
b4,1,0.872518,0.025748,[10  7] ; [5 4],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p3,1,0.872518,0.025748,[10  7] ; [5 4],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p8,1,0.890787,0.018854,[8 9] ; [4 4],[8.16 8.84] ; [3.84 4.16],0
d3,1,0.898768,0.016184,[8 9] ; [4 5],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
a6,1,0.898768,0.016184,[9 8] ; [5 4],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p4,1,0.92036,0.009996,[11  6] ; [6 3],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
a3,1,0.92036,0.009996,[11  6] ; [6 3],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
a4,1,0.92036,0.009996,[ 6 11] ; [3 6],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
