Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000352,12.772482,[21  7] ; [14 30],[13.61111111 14.38888889] ; [21.38888889 22.61111111],1
b1,1,0.008686,6.88628,[18 11] ; [14 31],[12.54054054 16.45945946] ; [19.45945946 25.54054054],0
a3,1,0.04525,4.009293,[21  8] ; [22 23],[16.85135135 12.14864865] ; [26.14864865 18.85135135],0
b4,1,0.04801,3.90965,[14 15] ; [32 13],[18.02702703 10.97297297] ; [27.97297297 17.02702703],0
d5,1,0.121026,2.403991,[23  6] ; [28 17],[19.98648649  9.01351351] ; [31.01351351 13.98648649],0
s6,1,0.146924,2.103896,[17 11] ; [19 25],[14. 14.] ; [22. 22.],0
p9,1,0.151171,2.060397,[24  4] ; [32 13],[21.47945205  6.52054795] ; [34.52054795 10.47945205],0
p5,1,0.158436,1.989093,[ 6 23] ; [ 4 40],[ 3.97260274 25.02739726] ; [ 6.02739726 37.97260274],0
a5,1,0.160074,1.973526,[19 10] ; [22 23],[16.06756757 12.93243243] ; [24.93243243 20.06756757],0
s4,1,0.1891,1.724614,[ 4 25] ; [12 33],[ 6.27027027 22.72972973] ; [ 9.72972973 35.27027027],0
p6,1,0.193164,1.693322,[10 17] ; [10 34],[ 7.6056338 19.3943662] ; [12.3943662 31.6056338],0
s8,1,0.238712,1.388185,[11 18] ; [11 33],[ 8.73972603 20.26027397] ; [13.26027397 30.73972603],0
p4,1,0.242719,1.364731,[17 11] ; [21 24],[14.57534247 13.42465753] ; [23.42465753 21.57534247],0
p7,1,0.282264,1.156156,[17 11] ; [20 22],[14.8 13.2] ; [22.2 19.8],0
a2,1,0.283205,1.151644,[ 5 24] ; [ 4 41],[ 3.52702703 25.47297297] ; [ 5.47297297 39.52702703],0
a6,1,0.315202,1.008752,[17 12] ; [21 24],[14.89189189 14.10810811] ; [23.10810811 21.89189189],0
s1,1,0.319594,0.990607,[ 2 27] ; [ 1 44],[ 1.17567568 27.82432432] ; [ 1.82432432 43.17567568],0
r2,1,0.395458,0.722093,[13 13] ; [26 17],[14.69565217 11.30434783] ; [24.30434783 18.69565217],0
d3,1,0.47499,0.510345,[16 13] ; [21 24],[14.5 14.5] ; [22.5 22.5],0
n4,1,0.505556,0.443255,[19 10] ; [26 19],[17.63513514 11.36486486] ; [27.36486486 17.63513514],0
n1,1,0.547403,0.361991,[6 6] ; [ 7 11],[5.2 6.8] ; [ 7.8 10.2],0
d4,1,0.558267,0.342713,[21  8] ; [29 15],[19.8630137  9.1369863] ; [30.1369863 13.8630137],0
u1,1,0.571478,0.320216,[ 3 26] ; [ 3 42],[ 2.35135135 26.64864865] ; [ 3.64864865 41.35135135],0
n5,1,0.578587,0.308525,[20  8] ; [28 15],[18.92957746  9.07042254] ; [29.07042254 13.92957746],0
p3,1,0.605562,0.266688,[11 17] ; [15 30],[ 9.97260274 18.02739726] ; [16.02739726 28.97260274],0
a4,1,0.614069,0.254292,[12 17] ; [16 29],[10.97297297 18.02702703] ; [17.02702703 27.97297297],0
u3,1,0.656787,0.19745,[4 4] ; [ 9 13],[3.46666667 4.53333333] ; [ 9.53333333 12.46666667],0
p10,1,0.657934,0.196043,[20  6] ; [31 12],[19.2173913  6.7826087] ; [31.7826087 11.2173913],0
s7,1,0.684818,0.164753,[12 15] ; [17 26],[11.18571429 15.81428571] ; [17.81428571 25.18571429],0
r1,1,0.695977,0.15269,[ 8 20] ; [11 34],[ 7.28767123 20.71232877] ; [11.71232877 33.28767123],0
u2,1,0.697418,0.151172,[5 3] ; [12 10],[4.53333333 3.46666667] ; [12.46666667  9.53333333],0
b5,1,0.732651,0.116692,[16 13] ; [23 22],[15.28378378 13.71621622] ; [23.71621622 21.28378378],0
r3,1,0.74202,0.108359,[21  7] ; [30 12],[20.4  7.6] ; [30.6 11.4],0
a1,1,0.750861,0.100809,[ 1 28] ; [ 1 44],[ 0.78378378 28.21621622] ; [ 1.21621622 43.78378378],0
d1,1,0.756701,0.095986,[12 17] ; [17 28],[11.36486486 17.63513514] ; [17.63513514 27.36486486],0
b2,1,0.779305,0.078526,[ 6 15] ; [ 7 21],[ 5.57142857 15.42857143] ; [ 7.42857143 20.57142857],0
b3,1,0.779305,0.078526,[ 6 15] ; [ 7 21],[ 5.57142857 15.42857143] ; [ 7.42857143 20.57142857],0
d2,1,0.799152,0.064742,[11 18] ; [18 26],[11.52054795 17.47945205] ; [17.47945205 26.52054795],0
s5,1,0.857079,0.032434,[ 6 22] ; [10 33],[ 6.30985915 21.69014085] ; [ 9.69014085 33.30985915],0
s3,1,0.873479,0.025358,[12 14] ; [19 24],[11.68115942 14.31884058] ; [19.31884058 23.68115942],0
a7,1,0.885358,0.020788,[15 14] ; [22 22],[14.69863014 14.30136986] ; [22.30136986 21.69863014],0
v3,1,0.889026,0.019471,[ 7 22] ; [10 34],[ 6.75342466 22.24657534] ; [10.24657534 33.75342466],0
n3,1,0.912875,0.011971,[8 4] ; [11  6],[7.86206897 4.13793103] ; [11.13793103  5.86206897],0
v4,1,0.913525,0.011792,[17  9] ; [28 14],[17.20588235  8.79411765] ; [27.79411765 14.20588235],0
p8,1,0.93555,0.006539,[13 15] ; [20 24],[12.83333333 15.16666667] ; [20.16666667 23.83333333],0
n6,1,0.951496,0.0037,[20  8] ; [31 12],[20.11267606  7.88732394] ; [30.88732394 12.11267606],0
s2,1,0.956059,0.003036,[11 17] ; [17 27],[10.88888889 17.11111111] ; [17.11111111 26.88888889],0
p2,1,0.959906,0.002527,[22  6] ; [34  9],[22.08450704  5.91549296] ; [33.91549296  9.08450704],0
