Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,88.339111,[ 4 48] ; [236  80],[33.91304348 18.08695652] ; [206.08695652 109.91304348],1
d3,1,0.0,61.775836,[20 32] ; [272  44],[41.26086957 10.73913043] ; [250.73913043  65.26086957],1
d5,1,0.0,39.689527,[27 25] ; [277  39],[42.95652174  9.04347826] ; [261.04347826  54.95652174],1
d2,1,0.0,25.454652,[10 42] ; [180 136],[26.84782609 25.15217391] ; [163.15217391 152.84782609],1
a3,1,1e-06,24.2375,[23 29] ; [243  72],[37.6893733 14.3106267] ; [228.3106267  86.6893733],1
a4,1,2e-06,22.95038,[ 7 45] ; [155 161],[22.89130435 29.10869565] ; [139.10869565 176.89130435],1
a2,1,1e-05,19.602031,[ 2 50] ; [108 208],[15.54347826 36.45652174] ; [ 94.45652174 221.54347826],1
u2,1,0.000106,15.022378,[ 9 20] ; [51 19],[17.57575758 11.42424242] ; [42.42424242 27.57575758],1
a6,1,0.004756,7.969844,[32 20] ; [250  65],[39.95640327 12.04359673] ; [242.04359673  72.95640327],0
s2,1,0.014561,5.968859,[35 17] ; [259  57],[41.54347826 10.45652174] ; [252.45652174  63.54347826],0
b3,1,0.016981,5.698384,[ 4 24] ; [ 70 118],[ 9.59259259 18.40740741] ; [ 64.40740741 123.59259259],0
b2,1,0.016981,5.698384,[ 4 24] ; [ 70 118],[ 9.59259259 18.40740741] ; [ 64.40740741 123.59259259],0
a5,1,0.024525,5.057104,[32 20] ; [241  75],[38.57608696 13.42391304] ; [234.42391304  81.57608696],0
p12,1,0.024963,5.026424,[ 1 51] ; [ 39 276],[ 5.66757493 46.33242507] ; [ 34.33242507 280.66757493],0
p6,1,0.031148,4.644792,[13 39] ; [127 185],[20. 32.] ; [120. 192.],0
p8,1,0.040914,4.179561,[20 31] ; [171 142],[26.76098901 24.23901099] ; [164.23901099 148.76098901],0
s6,1,0.044345,4.043381,[38 13] ; [268  45],[42.87362637  8.12637363] ; [263.12637363  49.87362637],0
p11,1,0.067357,3.346291,[35 17] ; [249  67],[40.13043478 11.86956522] ; [243.86956522  72.13043478],0
s5,1,0.088116,2.908464,[15 36] ; [125 172],[20.51724138 30.48275862] ; [119.48275862 177.51724138],0
b4,1,0.100481,2.697897,[26 26] ; [196 120],[31.36956522 20.63043478] ; [190.63043478 125.36956522],0
r1,1,0.1052,2.624889,[38 12] ; [268  47],[41.91780822  8.08219178] ; [264.08219178  50.91780822],0
v4,1,0.106832,2.600472,[47  4] ; [305  10],[49.04918033  1.95081967] ; [302.95081967  12.04918033],0
n6,1,0.119303,2.426447,[48  4] ; [263  50],[44.30684932  7.69315068] ; [266.69315068  46.30684932],0
s8,1,0.151574,2.056341,[24 28] ; [179 136],[28.76294278 23.23705722] ; [174.23705722 140.76294278],0
s7,1,0.188678,1.727913,[25 22] ; [194 113],[29.07627119 17.92372881] ; [189.92372881 117.07627119],0
p2,1,0.230017,1.440756,[41 10] ; [274  42],[43.77384196  7.22615804] ; [271.22615804  44.77384196],0
u3,1,0.254747,1.297082,[17 12] ; [50 21],[19.43  9.57] ; [47.57 23.43],0
p4,1,0.266763,1.233319,[29 23] ; [201 114],[32.58855586 19.41144414] ; [197.41144414 117.58855586],0
p1,1,0.279398,1.170018,[ 7 44] ; [ 28 286],[ 4.89041096 46.10958904] ; [ 30.10958904 283.89041096],0
a8,1,0.290317,1.118153,[ 5 43] ; [ 48 245],[ 7.46041056 40.53958944] ; [ 45.53958944 247.46041056],0
n2,1,0.293171,1.105,[9 1] ; [51 17],[7.69230769 2.30769231] ; [52.30769231 15.69230769],0
p9,1,0.307265,1.042397,[43  9] ; [274  38],[45.28571429  6.71428571] ; [271.71428571  40.28571429],0
a1,1,0.317477,0.999311,[ 1 51] ; [ 16 300],[ 2.40217391 49.59782609] ; [ 14.59782609 301.40217391],0
p5,1,0.36481,0.821268,[ 4 46] ; [ 39 274],[ 5.92286501 44.07713499] ; [ 37.07713499 275.92286501],0
b5,1,0.491865,0.472444,[31 21] ; [204 112],[33.20652174 18.79347826] ; [201.79347826 114.20652174],0
r2,1,0.496114,0.46324,[50  2] ; [303   7],[50.70718232  1.29281768] ; [302.29281768   7.70718232],0
v2,1,0.546917,0.362869,[27 22] ; [179 121],[28.9226361 20.0773639] ; [177.0773639 122.9226361],0
u4,1,0.55778,0.343563,[ 1 51] ; [ 11 305],[ 1.69565217 50.30434783] ; [ 10.30434783 305.69565217],0
v1,1,0.604594,0.268123,[24 25] ; [161 143],[25.67988669 23.32011331] ; [159.32011331 144.67988669],0
p10,1,0.674309,0.176602,[41  9] ; [264  49],[42.01101928  7.98898072] ; [262.98898072  50.01101928],0
n5,1,0.675323,0.175439,[41 11] ; [240  75],[39.8147139 12.1852861] ; [241.1852861  73.8147139],0
p3,1,0.749519,0.101936,[25 26] ; [162 153],[26.05737705 24.94262295] ; [160.94262295 154.05737705],0
v3,1,0.778481,0.079129,[19 32] ; [118 182],[19.90598291 31.09401709] ; [117.09401709 182.90598291],0
s1,1,0.822609,0.050261,[ 3 48] ; [ 16 296],[ 2.66942149 48.33057851] ; [ 16.33057851 295.66942149],0
p7,1,0.853121,0.034276,[32 18] ; [198 105],[32.57790368 17.42209632] ; [197.42209632 105.57790368],0
b1,1,0.877169,0.023888,[20 32] ; [118 198],[19.5 32.5] ; [118.5 197.5],0
r3,1,0.904845,0.01429,[50  2] ; [302  11],[50.14794521  1.85205479] ; [301.85205479  11.14794521],0
n1,1,0.914628,0.011493,[4 6] ; [28 39],[4.15584416 5.84415584] ; [27.84415584 39.15584416],0
n4,1,0.946379,0.004523,[39 12] ; [243  73],[39.1880109 11.8119891] ; [242.8119891  73.1880109],0
s4,1,0.967267,0.001684,[11 41] ; [ 67 246],[11.11232877 40.88767123] ; [ 66.88767123 246.11232877],0
r4,1,0.980422,0.000602,[48  4] ; [292  24],[48.04347826  3.95652174] ; [291.95652174  24.04347826],0
