Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,37.883147,[418 170] ; [36 57],[392. 196.] ; [62. 31.],1
p8,1,0.0,33.956126,[359 234] ; [28 69],[332.59565217 260.40434783] ; [54.40434783 42.59565217],1
p4,1,0.0,32.934039,[399 201] ; [34 61],[373.81294964 226.18705036] ; [59.18705036 35.81294964],1
p11,1,0.001864,9.679066,[515  86] ; [71 26],[504.56446991  96.43553009] ; [81.43553009 15.56446991],0
p9,1,0.0022,9.37478,[572  28] ; [84 12],[565.51724138  34.48275862] ; [90.48275862  5.51724138],0
p6,1,0.002558,9.098485,[245 350] ; [24 72],[231.62807525 363.37192475] ; [37.37192475 58.62807525],0
p3,1,0.003705,8.423231,[333 267] ; [38 58],[319.82758621 280.17241379] ; [51.17241379 44.82758621],0
r3,1,0.00452,8.062011,[580  19] ; [88  9],[574.90229885  24.09770115] ; [93.09770115  3.90229885],0
r4,1,0.008053,7.021658,[569  32] ; [85 12],[563.11461318  37.88538682] ; [90.88538682  6.11461318],0
d5,1,0.010842,6.490959,[506  93] ; [71 25],[497.29928058 101.70071942] ; [79.70071942 16.29928058],0
n6,1,0.017764,5.619257,[531  67] ; [77 19],[523.8962536  74.1037464] ; [84.1037464 11.8962536],0
n4,1,0.019105,5.491923,[484 117] ; [68 29],[475.28939828 125.71060172] ; [76.71060172 20.28939828],0
v1,1,0.022743,5.188061,[341 244] ; [43 51],[330.83946981 254.16053019] ; [53.16053019 40.83946981],0
s1,1,0.03252,4.570879,[ 14 581] ; [ 6 89],[ 17.24637681 577.75362319] ; [ 2.75362319 92.24637681],0
n5,1,0.047865,3.914716,[477 121] ; [68 28],[469.61095101 128.38904899] ; [75.38904899 20.61095101],0
s4,1,0.052224,3.768572,[100 495] ; [24 72],[106.77279305 488.22720695] ; [17.22720695 78.77279305],0
d4,1,0.054482,3.697883,[504  96] ; [73 23],[497.4137931 102.5862069] ; [79.5862069 16.4137931],0
d3,1,0.058988,3.565611,[431 168] ; [60 36],[423.17841727 175.82158273] ; [67.82158273 28.17841727],0
s6,1,0.093089,2.820136,[416 170] ; [60 36],[408.99706745 177.00293255] ; [67.00293255 28.99706745],0
a8,1,0.096005,2.770688,[ 76 470] ; [ 7 85],[ 71.03134796 474.96865204] ; [11.96865204 80.03134796],0
r1,1,0.152494,2.047128,[498 100] ; [75 22],[493.02733813 104.97266187] ; [79.97266187 17.02733813],0
a1,1,0.152763,2.044444,[ 24 577] ; [ 7 90],[ 26.69197708 574.30802292] ; [ 4.30802292 92.69197708],0
a5,1,0.182775,1.774914,[459 142] ; [68 29],[453.76361032 147.23638968] ; [73.23638968 23.76361032],0
p12,1,0.219366,1.508517,[ 51 548] ; [12 85],[ 54.21982759 544.78017241] ; [ 8.78017241 88.21982759],0
p5,1,0.231321,1.432719,[ 78 522] ; [ 8 85],[ 74.45887446 525.54112554] ; [11.54112554 81.45887446],0
v4,1,0.248856,1.329715,[585  13] ; [93  4],[583.37266187  14.62733813] ; [94.62733813  2.37266187],0
a7,1,0.276271,1.185345,[451 148] ; [68 29],[446.66810345 152.33189655] ; [72.33189655 24.66810345],0
b1,1,0.299731,1.075392,[209 392] ; [39 58],[213.53581662 387.46418338] ; [34.46418338 62.53581662],0
a3,1,0.330863,0.945517,[442 157] ; [67 30],[438.06178161 160.93821839] ; [70.93821839 26.06178161],0
n2,1,0.362323,0.829826,[83 27] ; [25  5],[84.85714286 25.14285714] ; [23.14285714  6.85714286],0
u1,1,0.430507,0.621456,[113 488] ; [15 82],[110.21203438 490.78796562] ; [17.78796562 79.21203438],0
d1,1,0.434487,0.6108,[372 229] ; [56 41],[368.52148997 232.47851003] ; [59.47851003 37.52148997],0
a2,1,0.461102,0.543218,[151 450] ; [21 76],[148.0974212 452.9025788] ; [23.9025788 73.0974212],0
