Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,37.883147,[418 170] ; [36 57],[392. 196.] ; [62. 31.],1
p1,1,0.462103,0.540796,[ 54 546] ; [11 86],[ 55.95408895 544.04591105] ; [ 9.04591105 87.95408895],0
n3,1,0.477953,0.50353,[83 27] ; [20  9],[81.51079137 28.48920863] ; [21.48920863  7.51079137],0
s3,1,0.483556,0.490834,[354 240] ; [53 42],[350.88243832 243.11756168] ; [56.11756168 38.88243832],0
b3,1,0.507717,0.438769,[142 210] ; [23 41],[139.61538462 212.38461538] ; [25.38461538 38.61538462],0
b2,1,0.507717,0.438769,[142 210] ; [23 41],[139.61538462 212.38461538] ; [25.38461538 38.61538462],0
v3,1,0.523017,0.40794,[244 340] ; [34 55],[241.23625557 342.76374443] ; [36.76374443 52.23625557],0
u2,1,0.573915,0.316176,[93 65] ; [16 14],[91.60638298 66.39361702] ; [17.39361702 12.60638298],0
b5,1,0.582653,0.301965,[354 247] ; [60 37],[356.46704871 244.53295129] ; [57.53295129 39.46704871],0
v2,1,0.593541,0.284848,[336 242] ; [55 35],[338.32035928 239.67964072] ; [52.67964072 37.32035928],0
s5,1,0.616662,0.250587,[218 362] ; [31 58],[215.87443946 364.12556054] ; [33.12556054 55.87443946],0
u3,1,0.674783,0.176058,[93 64] ; [19 11],[94.03208556 62.96791444] ; [17.96791444 12.03208556],0
n1,1,0.685449,0.164056,[41 69] ; [12 17],[41.94244604 68.05755396] ; [11.05755396 17.94244604],0
a6,1,0.753017,0.099013,[422 178] ; [66 30],[420.68965517 179.31034483] ; [67.31034483 28.68965517],0
s7,1,0.762969,0.090953,[304 272] ; [47 45],[302.65868263 273.34131737] ; [48.34131737 43.65868263],0
d2,1,0.790679,0.070453,[293 307] ; [45 50],[291.79856115 308.20143885] ; [46.20143885 48.79856115],0
s2,1,0.819128,0.052288,[328 269] ; [51 44],[326.96965318 270.03034682] ; [52.03034682 42.96965318],0
u4,1,0.875609,0.024504,[ 11 590] ; [ 2 95],[ 11.19340974 589.80659026] ; [ 1.80659026 95.19340974],0
s8,1,0.914093,0.011637,[283 315] ; [46 50],[283.48991354 314.51008646] ; [45.51008646 50.48991354],0
b4,1,0.922241,0.009528,[350 251] ; [57 40],[350.43982808 250.56017192] ; [56.56017192 40.43982808],0
a4,1,0.995974,2.5e-05,[272 328] ; [44 53],[272.02295552 327.97704448] ; [43.97704448 53.02295552],0
