Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000936,10.949462,[41 23] ; [33  2],[47.83838384 16.16161616] ; [26.16161616  8.83838384],1
v3,1,0.001763,9.781216,[12 50] ; [17 17],[18.72916667 43.27083333] ; [10.27083333 23.72916667],0
v1,1,0.010688,6.516445,[13 51] ; [16 20],[18.56 45.44] ; [10.44 25.56],0
r3,1,0.013126,6.152012,[42 22] ; [31  4],[47.19191919 16.80808081] ; [25.80808081  9.19191919],0
p8,1,0.018312,5.566077,[ 4 60] ; [ 8 28],[ 7.68 56.32] ; [ 4.32 31.68],0
a7,1,0.027256,4.874496,[35 29] ; [27  8],[40.08080808 23.91919192] ; [21.91919192 13.08080808],0
s6,1,0.032549,4.569321,[19 45] ; [18 17],[23.91919192 40.08080808] ; [13.08080808 21.91919192],0
p4,1,0.040858,4.181897,[14 49] ; [15 21],[18.45454545 44.54545455] ; [10.54545455 25.45454545],0
u2,1,0.043343,4.081983,[ 7 18] ; [7 4],[ 9.72222222 15.27777778] ; [4.27777778 6.72222222],0
d1,1,0.053148,3.739273,[28 36] ; [23 13],[32.64 31.36] ; [18.36 17.64],0
n5,1,0.063461,3.444545,[39 25] ; [15 21],[34.56 29.44] ; [19.44 16.56],0
d5,1,0.075797,3.152793,[45 19] ; [31  5],[48.64 15.36] ; [27.36  8.64],0
n4,1,0.166863,1.9109,[46 18] ; [21 15],[42.88 21.12] ; [24.12 11.88],0
d3,1,0.18785,1.734401,[34 30] ; [24 12],[37.12 26.88] ; [20.88 15.12],0
b5,1,0.2113,1.5625,[29 35] ; [21 15],[32. 32.] ; [18. 18.],0
n3,1,0.231647,1.43072,[13 16] ; [9 5],[14.8372093 14.1627907] ; [7.1627907 6.8372093],0
n6,1,0.307434,1.041667,[36 28] ; [24 12],[38.4 25.6] ; [21.6 14.4],0
v4,1,0.31147,1.024432,[43 20] ; [28  8],[45.18181818 17.81818182] ; [25.81818182 10.18181818],0
b4,1,0.316781,1.002193,[38 26] ; [25 11],[40.32 23.68] ; [22.68 13.32],0
b1,1,0.325347,0.967331,[35 29] ; [16 20],[32.64 31.36] ; [18.36 17.64],0
p2,1,0.342707,0.90028,[24 40] ; [17 19],[26.24 37.76] ; [14.76 21.24],0
a1,1,0.366691,0.814849,[ 7 57] ; [ 2 34],[ 5.76 58.24] ; [ 3.24 32.76],0
n2,1,0.370768,0.801088,[16 16] ; [9 5],[17.39130435 14.60869565] ; [7.60869565 6.39130435],0
p6,1,0.428176,0.627766,[ 3 60] ; [ 3 31],[ 3.89690722 59.10309278] ; [ 2.10309278 31.89690722],0
a3,1,0.450331,0.569818,[39 24] ; [25 11],[40.72727273 22.27272727] ; [23.27272727 12.72727273],0
p1,1,0.506176,0.441964,[ 8 55] ; [ 3 33],[ 7. 56.] ; [ 4. 32.],0
s1,1,0.52288,0.40821,[ 6 58] ; [ 2 33],[ 5.17171717 58.82828283] ; [ 2.82828283 32.17171717],0
s4,1,0.550822,0.355846,[12 51] ; [ 5 30],[10.92857143 52.07142857] ; [ 6.07142857 28.92857143],0
u3,1,0.559339,0.34085,[11 14] ; [6 5],[11.80555556 13.19444444] ; [5.19444444 5.80555556],0
a4,1,0.567205,0.327381,[30 33] ; [15 21],[28.63636364 34.36363636] ; [16.36363636 19.63636364],0
a8,1,0.568517,0.325171,[ 4 59] ; [ 1 28],[ 3.42391304 59.57608696] ; [ 1.57608696 27.42391304],0
s8,1,0.58108,0.304492,[10 54] ; [ 7 28],[10.98989899 53.01010101] ; [ 6.01010101 28.98989899],0
s2,1,0.638788,0.220331,[14 49] ; [ 9 25],[14.93814433 48.06185567] ; [ 8.06185567 25.93814433],0
n1,1,0.648834,0.207373,[11 20] ; [ 4 10],[10.33333333 20.66666667] ; [4.66666667 9.33333333],0
s5,1,0.67899,0.171265,[11 53] ; [ 7 27],[11.75510204 52.24489796] ; [ 6.24489796 27.75510204],0
p11,1,0.681772,0.168138,[24 40] ; [15 21],[24.96 39.04] ; [14.04 21.96],0
b2,1,0.682917,0.166861,[15 29] ; [ 9 14],[15.76119403 28.23880597] ; [ 8.23880597 14.76119403],0
b3,1,0.682917,0.166861,[15 29] ; [ 9 14],[15.76119403 28.23880597] ; [ 8.23880597 14.76119403],0
a2,1,0.721514,0.127047,[14 50] ; [ 9 27],[14.72 49.28] ; [ 8.28 27.72],0
a6,1,0.770391,0.085184,[39 25] ; [23 13],[39.68 24.32] ; [22.32 13.68],0
a5,1,0.770391,0.085184,[39 25] ; [23 13],[39.68 24.32] ; [22.32 13.68],0
p3,1,0.797262,0.065993,[13 50] ; [ 8 27],[13.5 49.5] ; [ 7.5 27.5],0
r2,1,0.805509,0.060626,[52 11] ; [29  7],[51.54545455 11.45454545] ; [29.45454545  6.54545455],0
d2,1,0.809254,0.058268,[34 29] ; [18 17],[33.42857143 29.57142857] ; [18.57142857 16.42857143],0
s3,1,0.847218,0.037121,[21 42] ; [11 24],[20.57142857 42.42857143] ; [11.42857143 23.57142857],0
r4,1,0.864929,0.028935,[38 26] ; [22 14],[38.4 25.6] ; [21.6 14.4],0
r1,1,0.927553,0.008267,[45 19] ; [25 11],[44.8 19.2] ; [25.2 10.8],0
p10,1,0.95653,0.002971,[ 9 54] ; [ 5 31],[ 8.90909091 54.09090909] ; [ 5.09090909 30.90909091],0
u1,1,0.98084,0.000577,[ 9 55] ; [ 5 31],[ 8.96 55.04] ; [ 5.04 30.96],0
s7,1,0.987066,0.000263,[15 42] ; [ 9 25],[15.03296703 41.96703297] ; [ 8.96703297 25.03296703],0
