Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,46.785916,[219  53] ; [43 55],[192.60540541  79.39459459] ; [69.39459459 28.60540541],1
d3,1,0.0,38.067543,[218  55] ; [46 52],[194.26415094  78.73584906] ; [69.73584906 28.26415094],1
a2,1,0.0,27.309663,[102 171] ; [ 9 89],[ 81.67924528 191.32075472] ; [29.32075472 68.67924528],1
u1,1,3e-06,21.784771,[ 88 185] ; [ 8 90],[ 70.64150943 202.35849057] ; [25.35849057 72.64150943],1
b5,1,0.000155,14.310135,[169 104] ; [39 59],[153.05660377 119.94339623] ; [54.94339623 43.05660377],1
r2,1,0.001554,10.013971,[270   2] ; [91  6],[266.10298103   5.89701897] ; [94.89701897  2.10298103],0
p4,1,0.001613,9.945306,[234  39] ; [70 28],[223.69811321  49.30188679] ; [80.30188679 17.69811321],0
v4,1,0.005682,7.648377,[269   3] ; [92  6],[265.38378378   6.61621622] ; [95.61621622  2.38378378],0
d1,1,0.007703,7.101356,[191  82] ; [54 44],[180.28301887  92.71698113] ; [64.71698113 33.28301887],0
b1,1,0.015368,5.873737,[109 164] ; [53 45],[119.20754717 153.79245283] ; [42.79245283 55.20754717],0
s5,1,0.017302,5.665509,[100 163] ; [49 45],[109.767507 153.232493] ; [39.232493 54.767507],0
n3,1,0.026338,4.93368,[34  5] ; [9 6],[31.05555556  7.94444444] ; [11.94444444  3.05555556],0
s8,1,0.034751,4.457358,[134 135] ; [61 37],[142.92915531 126.07084469] ; [52.07084469 45.92915531],0
a4,1,0.038214,4.295489,[147 125] ; [41 57],[138.20540541 133.79459459] ; [49.79459459 48.20540541],0
b3,1,0.040792,4.184631,[ 65 107] ; [36 33],[72.08298755 99.91701245] ; [28.91701245 40.08298755],0
b2,1,0.040792,4.184631,[ 65 107] ; [36 33],[72.08298755 99.91701245] ; [28.91701245 40.08298755],0
r4,1,0.044709,4.02958,[269   4] ; [93  5],[266.37735849   6.62264151] ; [95.62264151  2.37735849],0
s4,1,0.083912,2.987447,[ 42 226] ; [23 75],[ 47.59562842 220.40437158] ; [17.40437158 80.59562842],0
