Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,55.524911,[84 60] ; [ 31 142],[52.23974763 91.76025237] ; [ 62.76025237 110.23974763],1
s2,1,0.0,53.528527,[99 45] ; [ 47 124],[66.74285714 77.25714286] ; [79.25714286 91.74285714],1
s3,1,0.0,46.869929,[111  32] ; [ 67 104],[81.06369427 61.93630573] ; [96.93630573 74.06369427],1
s6,1,0.0,37.239148,[117  25] ; [83 86],[91.31832797 50.68167203] ; [108.68167203  60.31832797],1
s5,1,1.6e-05,18.617134,[59 82] ; [ 32 134],[41.79478827 99.20521173] ; [ 49.20521173 116.79478827],1
n4,1,3.2e-05,17.323307,[122  22] ; [110  62],[105.72151899  38.27848101] ; [126.27848101  45.72151899],1
a3,1,4.7e-05,16.547993,[116  28] ; [102  70],[99.34177215 44.65822785] ; [118.65822785  53.34177215],1
p9,1,0.000187,13.955045,[122  21] ; [114  56],[107.82108626  35.17891374] ; [128.17891374  41.82108626],1
n6,1,0.000307,13.027334,[128  15] ; [127  46],[115.39556962  27.60443038] ; [139.60443038  33.39556962],1
p10,1,0.000374,12.657421,[121  23] ; [113  57],[107.31210191  36.68789809] ; [126.68789809  43.31210191],1
n5,1,0.000471,12.225461,[110  33] ; [99 71],[95.485623 47.514377] ; [113.514377  56.485623],1
u1,1,0.000578,11.845378,[ 36 108] ; [ 18 155],[ 24.52996845 119.47003155] ; [ 29.47003155 143.52996845],1
p6,1,0.000736,11.395917,[54 90] ; [ 35 137],[ 40.55696203 103.44303797] ; [ 48.44303797 123.55696203],1
p4,1,0.001096,10.658117,[88 56] ; [72 97],[73.61022364 70.38977636] ; [86.38977636 82.61022364],0
p7,1,0.002633,9.045958,[94 47] ; [84 85],[80.96129032 60.03870968] ; [97.03870968 71.96129032],0
p3,1,0.0037,8.425617,[71 72] ; [ 58 115],[58.37658228 84.62341772] ; [ 70.62341772 102.37658228],0
p5,1,0.00569,7.645821,[ 18 126] ; [  7 165],[ 11.39240506 132.60759494] ; [ 13.60759494 158.39240506],0
a4,1,0.008472,6.930822,[71 73] ; [ 60 113],[59.50788644 84.49211356] ; [ 71.49211356 101.50788644],0
